ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,Cochabamba,2020-12-28,2020-12-26,100,2,13742.217628923649,1,3421.2861746211493,28,94,906912.6968234151,75,3,3,94,2,16,82,4,7,89,1,20,79,2,18,80,3,20,77,2,18,80,3,5,92,3,9,88,2,5,93,2,15,83,2,25,73,4,4,92,4,21,75,97,1,2,0,84,0,10,6,93,0,2,5,80,0,9,11,82,1,9,8,80,1,9,10,82,1,8,9,95,0,3,2,91,1,3,5,95,1,3,1,85,2,5,8,75,2,11,12,96,1,2,1,79,1,13,7,6,0,11,83,90,0,4,6,7,1,28,64,72,0,8,20,92,2,5,1,92,0,6,2,0,94,0,3,3,0,16,1,11,72,100,0,0,0,0,9,0,36,31,11,13,11,7,39,27,16,11,11,42,29,7,11,6,48,19,16,11,11,36,22,20,11,11,9,17,52,89,4,1,6,89,4,3,4,89,3,6,2,89,3,5,3,89,4,2,5,89,4,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,5,32,51,12,4,67,17,12,8,31,49,12,6,49,33,12,8,22,58,12,5,33,50,13,0,55,32,45,0,31,14,5,5,13,1,1,6,37,42,13,2,84,1,14,0,14,72,14,0,67,15,0,3,0,1,14,1,11,25,31,18,16,1,20,39,20,4,100,100,68,0,30,2,33,0,66,1,69,0,30,1,51,0,33,16,78,0,18,4,67,0,32,1,18,0,0,1,16,19,46,18,1,2,3,13,28,35,20,1,33,26,12,8,20,0,7,27,27,19,20,0,32,21,19,8,47,3,42,8,47,12,28,13,47,10,31,12,21,0,42,37,63,0,21,16,80,0,1,1,3,3,0,2,10,38,0,1,6,4,9,0,1,6,5,0,5,4,3,1,2,15,24,0,43,33,0,0,24,0,15,22,16,13,5,4,1,25,1,60,4,10,25,0,10,14,30,12,9,2.6875,1.703016722597523,2.888888888888889,2.088327347690278,12.420289855072463,6.567311646913803,2.9756756756756757,1.7857741355602166
BO,BOL,Bolivia,El Beni,2020-12-28,2020-12-22,100,0,0,0,0,53,90,1329824.8972721237,62,7,5,88,7,8,85,7,5,88,6,10,84,6,10,84,7,14,79,6,14,80,5,6,89,5,8,87,7,3,90,6,13,81,6,30,64,7,8,85,7,22,71,95,1,3,1,92,1,5,2,95,0,3,2,90,1,7,2,90,0,5,5,86,0,8,6,86,1,7,6,94,0,3,3,92,1,6,1,97,1,2,0,87,2,6,5,70,1,16,13,92,0,4,4,78,0,16,6,9,1,24,66,77,0,7,16,10,3,33,54,67,0,5,28,95,1,4,0,95,0,3,2,0,98,0,1,1,0,18,0,14,68,100,0,0,0,0,12,2,26,29,13,18,16,5,36,19,24,16,8,43,17,16,16,8,45,15,16,16,10,35,19,20,16,12,11,14,47,87,7,3,3,87,8,3,2,87,4,6,3,87,10,2,1,87,8,2,3,87,8,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,3,34,42,21,3,59,17,21,6,32,41,21,5,32,42,21,5,24,50,21,5,14,60,23,1,50,26,50,0,23,15,7,5,23,0,2,20,27,28,23,1,74,2,25,0,16,59,25,0,35,20,9,7,1,3,25,0,21,20,18,16,25,0,25,32,17,1,100,100,66,1,28,5,41,1,49,9,68,1,20,11,68,1,19,12,76,1,13,10,86,0,12,2,26,0,0,3,10,18,43,26,0,0,3,11,22,38,28,0,30,24,10,8,28,1,11,25,19,16,28,0,30,24,10,8,47,1,46,6,47,8,28,17,47,10,27,16,30,0,44,26,74,0,15,11,87,0,2,0,2,3,2,1,3,46,0,4,3,4,4,2,1,6,0,0,6,2,5,0,2,15,38,1,39,21,0,1,38,0,9,16,21,13,2,1,0,38,0,36,22,4,38,0,5,15,23,14,5,3.1904761904761907,1.966029739969279,2.3181818181818183,1.615000033506225,12.444444444444445,7.779185257495818,3.6333333333333337,1.765648358052584
BO,BOL,Bolivia,La Paz,2020-12-28,2020-12-27,100,4,16319.09752418946,2,9683.16554514331,37,90,853821.1734386917,58,1,6,93,2,17,81,2,6,92,1,26,73,1,25,74,2,26,72,1,21,78,3,15,82,2,17,81,0,7,93,2,23,75,1,36,63,2,10,88,2,48,50,94,1,4,1,83,1,9,7,94,1,4,1,74,2,13,11,75,2,8,15,74,3,17,6,79,2,10,9,85,0,9,6,83,1,12,4,93,0,4,3,77,4,15,4,64,2,19,15,90,2,8,0,52,5,26,17,10,0,19,71,82,0,8,10,12,1,27,60,73,1,9,17,91,1,7,1,91,0,6,3,0,94,0,4,2,0,23,2,16,59,100,0,0,0,0,15,0,34,31,12,8,17,1,46,25,11,17,3,48,15,17,17,3,43,21,16,17,5,41,21,16,17,4,15,20,44,84,6,6,4,84,6,5,5,84,5,8,3,84,7,7,2,84,8,1,7,84,8,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,3,26,52,19,3,62,16,19,6,34,41,19,3,40,38,19,4,16,61,19,4,50,27,23,1,44,32,56,0,30,5,5,4,25,1,0,14,36,24,25,3,72,0,29,0,9,62,29,0,56,11,2,1,0,1,29,0,12,22,29,8,30,0,15,37,17,1,100,100,75,1,24,0,39,1,59,1,68,1,30,1,62,0,23,15,85,0,10,5,50,1,47,2,30,0,0,5,12,21,32,30,0,2,6,18,19,25,32,0,30,27,9,2,32,0,9,27,27,5,32,0,22,28,14,4,53,4,38,5,53,9,29,9,53,8,31,8,36,0,33,31,69,0,18,13,83,0,2,1,3,2,4,1,4,50,1,1,6,0,4,0,0,2,1,1,2,6,2,0,0,24,40,0,26,32,0,2,40,0,15,16,13,9,5,2,0,42,0,54,3,1,42,0,10,15,18,10,5,2.925373134328358,1.909413941785668,2.2,1.2649110640673518,12.24561403508772,6.998164814931294,2.9827586206896552,1.4807700617589392
BO,BOL,Bolivia,Oruro,2020-12-28,2020-12-22,100,1,13424.843228831001,1,13424.843228831001,18,90,1382024.1905277297,56,9,4,87,10,13,77,10,7,83,9,22,69,8,24,68,8,22,70,9,18,73,10,12,78,9,8,83,9,1,90,7,20,73,6,24,70,11,7,82,10,33,57,96,0,3,1,87,1,8,4,93,0,5,2,78,0,11,11,76,1,14,9,78,1,11,10,82,2,11,5,88,1,8,3,92,0,6,2,99,0,0,1,80,3,12,5,76,3,11,10,93,1,2,4,67,3,17,13,10,0,14,76,86,0,5,9,10,1,22,67,78,0,5,17,95,2,3,0,95,0,5,0,0,95,0,4,1,0,17,3,20,60,100,0,0,0,0,11,2,35,35,7,10,19,5,42,18,16,19,12,41,20,8,19,12,44,15,10,19,15,28,21,17,19,14,8,11,48,80,6,10,4,80,8,5,7,80,4,12,4,80,10,4,6,80,9,2,9,80,7,8,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,7,35,39,19,2,67,12,19,7,36,38,19,4,43,34,19,7,23,51,19,2,49,30,24,0,48,28,52,0,25,13,5,5,27,0,1,18,30,24,27,1,71,1,32,0,17,51,32,0,53,12,1,1,1,0,32,0,13,15,25,15,32,3,15,36,12,2,100,100,65,0,33,2,33,1,62,4,64,1,32,3,57,1,31,11,77,1,17,5,51,1,46,2,34,1,1,5,12,17,30,34,0,1,7,17,18,23,35,0,37,17,8,3,35,0,14,26,20,5,35,1,29,20,10,5,51,9,32,8,51,11,32,6,51,15,29,5,35,0,36,29,71,0,11,18,89,0,2,0,1,2,0,0,6,54,0,2,3,4,8,0,1,5,0,2,3,2,3,0,3,10,41,3,32,23,0,1,41,0,12,15,12,12,7,1,0,43,0,52,3,2,43,1,11,11,16,9,9,2.982142857142857,1.7424233013360908,1.125,1.1259916264596033,10.654545454545454,6.153042553073452,2.754385964912281,1.7956365937857124
BO,BOL,Bolivia,Potos<c3><ad>,2020-12-28,2020-12-23,100,4,79636.17139200927,2,33888.188632415375,36,92,2113485.2229606826,58,7,7,86,4,13,83,6,6,88,6,25,69,4,21,75,6,25,69,7,19,74,7,9,84,5,12,83,6,6,88,7,17,76,6,30,64,6,4,90,6,31,63,93,1,3,3,87,1,6,6,94,1,2,3,75,0,14,11,79,1,11,9,75,2,13,10,81,2,10,7,91,1,5,3,88,0,6,6,94,1,3,2,83,1,9,7,70,0,19,11,96,0,3,1,69,1,18,12,8,0,19,73,82,0,9,9,10,2,30,58,70,1,6,23,94,1,4,1,94,1,2,3,0,98,0,1,1,0,19,1,22,58,100,0,0,0,0,12,0,38,26,14,10,14,6,49,19,12,14,10,46,22,8,14,7,47,22,10,14,8,35,26,17,14,9,7,22,48,79,3,13,5,79,5,8,8,79,5,8,8,79,6,4,11,79,7,5,9,79,6,8,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,3,38,44,15,3,69,13,15,7,28,50,15,7,33,45,15,6,23,56,15,3,48,34,19,0,42,39,58,0,29,10,1,2,20,0,2,20,42,16,20,1,77,2,23,2,15,60,23,0,63,10,1,2,0,1,23,1,25,24,22,5,24,2,14,45,11,4,100,100,62,3,33,2,31,3,63,3,72,1,25,2,67,2,20,11,77,0,21,2,52,1,46,1,27,0,0,6,12,19,36,27,0,2,5,17,29,20,29,3,25,33,4,6,29,1,6,31,21,12,29,1,19,28,14,9,53,3,37,7,53,12,24,11,53,14,23,10,29,0,35,36,64,0,21,15,82,1,2,0,1,3,1,0,10,48,1,2,6,5,7,1,2,10,0,1,0,0,2,0,3,12,38,0,33,28,0,1,38,0,13,24,14,8,3,0,0,39,1,47,11,2,39,0,18,16,14,8,5,2.622950819672131,1.4850806311020008,2.0625,1.4818344486930155,10.471698113207546,5.813127628926504,2.9827586206896552,1.6805531598762338
BO,BOL,Bolivia,Santa Cruz,2020-12-28,2020-12-27,100,9,56867.21757086897,2,8593.8525400863,85,91,756016.69745101,46,5,11,84,4,29,67,5,8,87,6,17,77,3,26,71,4,21,75,3,18,79,5,12,83,4,15,81,4,10,86,6,17,77,3,42,55,6,7,87,3,27,70,89,2,6,3,71,2,15,12,92,0,4,4,83,2,8,7,74,2,13,11,79,2,11,8,82,1,12,5,88,1,9,2,85,2,8,5,90,1,6,3,83,2,12,3,58,2,18,22,93,0,5,2,73,3,15,9,9,0,32,59,70,0,19,11,11,1,33,55,67,0,18,15,82,9,8,1,82,0,11,7,0,89,0,8,3,0,31,5,18,46,100,0,0,0,0,13,1,26,33,13,14,22,3,35,22,18,22,8,35,20,15,22,7,28,19,24,22,7,26,26,19,22,6,7,16,49,82,8,4,6,82,10,4,4,82,4,13,1,82,6,6,6,82,10,2,6,82,9,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,2,24,50,24,0,52,24,24,0,31,45,24,0,39,37,24,2,20,54,24,1,26,49,26,0,47,27,53,0,29,9,3,6,29,0,0,7,19,45,29,0,69,2,30,1,15,54,30,0,55,9,0,0,0,6,30,0,14,23,24,9,30,0,19,36,13,2,100,100,76,2,22,0,48,2,50,0,69,2,28,1,61,0,26,13,80,2,14,4,74,2,24,0,32,0,2,3,3,15,45,32,0,0,1,12,17,38,35,1,27,27,7,3,35,1,17,19,16,12,35,1,30,19,6,9,53,3,37,7,53,6,32,9,53,9,28,10,40,0,36,24,76,0,10,14,92,0,2,0,2,1,1,0,2,56,0,2,6,2,3,1,3,4,3,0,0,2,1,0,2,15,50,0,22,27,1,0,50,0,8,17,13,2,5,5,0,53,0,37,9,1,53,0,5,14,20,6,2,3.0545454545454547,1.957115998172574,3.12,2.0477630071210227,12.375,6.346803517804614,3.0681818181818183,1.370753099283973
BO,BOL,Bolivia,Tarija,2020-12-28,2020-12-23,100,1,7792.874586199409,0,0,18,95,1168899.5353767932,71,4,5,91,3,10,87,3,6,91,3,19,78,1,19,80,3,17,80,3,14,83,4,4,92,3,8,89,3,7,90,3,18,79,3,24,73,3,5,92,2,23,75,95,1,1,3,90,0,7,3,94,0,5,1,81,0,11,8,81,1,10,8,83,2,8,7,86,1,7,6,96,0,3,1,92,1,6,1,93,1,3,3,82,2,10,6,76,2,11,11,95,2,2,1,77,2,11,10,5,0,10,85,90,0,6,4,7,2,41,50,59,2,7,32,93,3,4,0,93,0,3,4,0,97,0,1,2,0,18,1,16,65,100,0,0,0,0,9,0,30,35,18,8,14,5,35,30,16,14,4,42,26,14,14,3,35,26,22,14,3,33,32,18,14,4,8,21,53,85,5,6,4,85,7,5,3,85,3,11,1,85,7,2,6,85,7,3,5,85,5,6,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,2,37,45,16,0,67,17,16,2,34,48,16,1,46,37,16,2,19,63,16,2,30,52,17,0,49,34,51,0,35,8,2,4,17,0,1,13,35,34,17,0,83,0,18,0,11,71,18,0,58,15,3,1,1,4,18,0,25,28,19,10,20,0,21,38,16,5,100,100,64,0,35,1,34,0,64,2,67,0,30,3,55,0,28,17,82,0,16,2,71,1,28,0,23,0,0,6,12,20,39,23,0,1,7,15,20,34,23,2,38,27,7,3,23,0,19,27,18,13,23,0,35,24,14,4,42,4,49,5,42,8,40,10,42,6,39,13,25,1,42,32,68,0,16,16,85,0,1,1,2,1,1,1,8,43,0,3,8,5,8,0,1,3,1,0,0,3,2,0,4,19,28,1,35,36,0,0,28,0,22,23,14,5,5,3,0,29,0,58,7,6,29,1,16,13,21,13,7,2.5,1.720692974857947,2,0.7559289460184544,11.64516129032258,7.913666896202464,3,1.8059729957943618
BO,BOL,Bolivia,-99,2020-12-30,2020-12-25,100,4,33454.98740266089,3,21870.77904262129,24,82,1301353.626417273,41,14,6,80,14,12,74,14,5,81,14,17,69,16,14,70,13,19,68,12,12,76,13,9,78,16,10,74,15,4,81,13,14,73,12,23,65,16,9,75,13,21,66,94,2,3,1,88,2,7,3,95,1,2,2,83,2,10,5,86,2,8,4,81,3,12,4,88,1,9,2,91,0,7,2,90,3,5,2,96,0,3,1,86,3,7,4,77,2,15,6,91,2,6,1,79,3,15,3,18,0,15,67,86,1,7,6,20,0,31,49,69,2,9,20,91,2,6,1,91,0,2,7,0,98,0,1,1,0,31,1,11,57,100,0,0,0,0,22,0,29,25,13,11,25,9,36,14,16,25,21,27,12,15,25,21,29,10,15,25,24,26,9,16,25,24,7,6,38,89,6,3,2,89,7,3,1,89,3,4,4,89,7,1,3,89,7,1,3,89,7,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,10,29,35,26,6,52,16,26,11,32,31,26,11,31,32,26,9,21,44,26,8,41,25,28,1,40,31,60,0,21,12,3,4,31,2,3,10,24,30,31,4,63,2,34,3,15,48,34,2,53,4,0,2,3,2,34,2,16,24,13,11,34,3,17,28,11,7,100,100,71,1,28,0,50,2,46,2,69,3,25,3,70,1,23,6,80,1,17,2,61,3,31,5,36,1,1,2,12,18,30,36,2,1,3,9,17,32,40,1,28,13,6,12,40,2,10,16,21,11,40,1,21,24,8,6,56,5,34,5,56,9,26,9,56,7,30,7,41,1,28,30,70,1,12,17,88,1,3,0,1,3,0,0,4,61,1,3,2,6,4,0,0,6,0,0,2,2,2,0,0,11,54,1,23,22,0,0,54,0,6,10,12,6,6,4,2,59,0,31,6,4,59,0,9,12,6,6,8,2.6363636363636362,1.9496503182971976,1.8181818181818181,0.9816498172140427,11.268292682926829,5.472770734481313,2.8780487804878048,1.7348648643513926
BO,BOL,Bolivia,Chuquisaca,2020-12-30,2020-12-25,100,1,17221.123098812,0,0,37,97,1121094.5204910934,67,4,3,93,4,11,85,3,3,94,1,13,86,3,16,81,5,19,76,4,14,82,3,8,89,2,11,87,3,4,93,4,15,81,3,24,73,3,5,92,3,24,73,97,0,2,1,89,0,7,4,97,1,1,1,87,1,5,7,84,1,3,12,81,0,7,12,86,0,10,4,92,0,5,3,89,1,3,7,96,0,2,2,85,0,12,3,76,2,12,10,95,0,4,1,76,1,10,13,2,1,18,79,83,1,8,8,4,3,33,60,67,0,5,28,95,0,5,0,95,0,0,5,0,100,0,0,0,0,12,0,18,70,100,0,0,0,0,7,0,29,33,22,9,11,6,47,16,20,11,6,49,24,10,11,6,40,25,18,11,7,27,32,23,11,9,7,13,60,84,5,6,5,84,6,5,5,84,2,11,3,84,6,2,8,84,7,2,7,84,5,4,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,3,34,50,13,3,66,18,13,6,34,47,13,6,48,33,13,6,31,50,13,6,41,40,14,0,54,32,46,0,31,14,5,4,14,1,1,19,32,33,14,0,86,0,15,0,16,69,15,0,71,11,1,0,1,1,15,0,17,20,32,16,16,2,24,43,12,3,100,100,66,1,30,3,34,1,61,4,66,1,31,2,52,1,27,20,69,1,25,5,59,1,38,2,19,1,0,6,8,24,42,19,0,3,3,10,30,35,19,0,36,31,9,5,19,0,9,29,26,17,19,0,21,37,13,10,43,2,40,15,43,10,27,20,43,10,26,21,21,0,44,35,65,0,16,19,85,0,4,2,2,2,0,0,5,44,0,1,6,3,7,0,0,3,1,1,4,2,3,1,3,21,28,1,38,33,0,0,28,0,14,21,18,10,9,0,0,31,1,61,3,4,31,0,10,18,21,11,9,2.6607142857142856,1.6099326435857857,2.1875,1.2763881332363862,12.074626865671641,6.5766193600622875,3.25,1.7395744890590557
BO,BOL,Bolivia,Cochabamba,2020-12-30,2020-12-28,100,2,20879.71410797,1,10165.436174848399,38,98,1028464.2947996987,82,3,5,92,2,14,84,3,9,88,3,20,77,2,19,79,2,19,79,3,16,81,3,6,91,2,9,89,3,7,90,3,13,84,1,22,77,3,7,90,3,22,75,95,0,3,2,86,0,8,6,91,0,6,3,80,0,12,8,81,1,10,8,81,0,10,9,84,0,10,6,94,0,5,1,91,0,5,4,93,0,6,1,87,0,6,7,78,0,12,10,93,0,6,1,78,0,12,10,2,0,13,85,87,0,6,7,3,1,32,64,68,0,11,21,89,4,7,0,89,0,9,2,0,91,0,8,1,0,15,0,17,68,100,0,0,0,0,4,0,35,37,16,8,5,1,47,35,12,5,3,56,22,14,5,4,45,25,21,5,4,41,26,24,5,5,8,15,67,83,3,4,10,83,4,4,9,83,2,9,6,83,3,6,8,83,4,3,10,83,4,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,3,37,54,6,2,66,26,6,3,41,50,6,2,44,48,6,4,19,71,6,2,35,57,8,0,55,37,45,0,36,14,3,2,9,1,1,23,36,30,9,1,89,1,9,0,15,76,9,0,71,13,3,1,1,2,9,0,20,26,34,11,9,0,27,45,17,2,100,100,64,2,30,4,35,3,59,3,60,3,32,5,57,3,29,11,82,3,11,4,66,2,29,3,9,0,2,6,18,19,46,9,0,3,4,16,22,46,10,1,39,34,8,8,10,0,13,27,26,24,10,0,30,32,16,12,39,6,50,5,39,12,30,19,39,10,38,13,11,0,44,45,55,0,19,26,83,0,1,0,3,3,3,2,5,39,0,1,7,5,5,1,3,2,2,0,4,11,6,0,2,12,16,3,47,34,0,0,16,0,19,22,22,13,7,1,0,18,2,67,5,8,18,0,16,15,28,17,6,2.8518518518518516,2.0038397801297556,3.272727272727273,2.1489955370316194,13.594594594594595,6.698842506678707,3.08974358974359,1.9013726923510066
