ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PT,PRT,Portugal,Viana do Castelo,2020-12-31,2020-12-25,100,0,0,0,0,10,95,892911.6660876157,63,0,0,100,0,4,96,0,4,96,0,7,93,0,20,80,0,7,93,0,7,93,0,0,100,0,4,96,0,3,97,0,2,98,0,19,81,0,3,97,0,15,85,100,0,0,0,96,0,0,4,96,0,1,3,93,0,2,5,80,0,6,14,93,0,1,6,93,0,0,7,100,0,0,0,96,0,4,0,97,0,2,1,98,0,1,1,81,0,6,13,97,0,0,3,85,0,5,10,4,1,7,88,93,0,2,5,4,2,31,63,69,0,5,26,95,1,4,0,95,2,3,0,98,0,1,1,0,11,1,6,82,100,0,0,0,0,0,4,1,49,30,14,2,6,3,38,47,6,6,7,57,26,4,6,7,55,24,8,6,9,45,33,7,6,10,20,36,28,0,94,0,1,5,94,1,1,4,94,1,1,4,94,1,0,5,94,2,0,4,94,1,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,3,20,71,6,2,57,35,6,4,40,50,6,2,45,47,6,4,3,87,6,4,1,89,7,0,41,52,59,0,27,11,1,2,9,0,1,6,26,58,9,1,90,0,13,0,15,72,13,0,72,9,3,0,0,3,13,0,21,20,27,19,14,1,24,54,6,1,15,0,25,60,0,15,1,22,62,0,81,0,18,1,44,0,56,0,61,0,38,1,56,0,33,11,98,0,1,1,100,0,0,0,16,0,0,2,17,24,41,16,0,0,3,16,20,45,18,1,40,32,7,2,18,0,10,16,28,28,18,0,20,23,18,21,58,4,32,6,58,10,11,21,58,7,18,17,20,0,28,52,48,0,23,29,79,0,2,0,5,2,1,0,11,51,0,2,3,2,7,1,1,3,2,0,2,2,3,1,1,19,34,0,32,33,1,0,34,0,8,9,20,14,8,4,3,35,4,19,22,20,35,2,6,12,34,8,3,2.446341463414634,2.0610795182349966,1.6,1.3416407864998738,10.176470588235293,4.348360069510993,2.9491525423728815,1.5693588501256055
PT,PRT,Portugal,Vila Real,2020-12-31,2020-12-24,100,0,0,0,0,19,98,717267.4572708508,62,1,1,98,1,3,96,1,3,96,0,6,94,0,9,91,1,8,91,1,2,97,1,3,96,0,3,97,1,2,97,0,3,97,2,18,80,2,2,96,2,10,88,99,0,0,1,97,0,1,2,97,0,1,2,94,0,1,5,91,0,4,5,92,1,3,4,98,1,0,1,97,0,2,1,97,0,1,2,98,0,1,1,97,1,2,0,82,0,4,14,98,0,1,1,90,0,2,8,2,0,12,86,88,0,4,8,2,1,42,55,58,0,12,30,88,3,9,0,88,5,7,0,95,0,0,5,0,16,1,7,76,100,0,0,0,0,0,4,0,50,29,14,3,7,8,42,37,6,7,4,62,25,2,7,7,54,27,5,7,7,44,33,9,7,9,24,31,29,0,93,3,0,4,93,3,1,3,93,1,3,3,93,3,0,4,93,3,0,4,93,3,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,4,17,71,8,1,55,36,8,2,33,57,8,4,35,53,8,3,3,86,8,3,8,81,8,2,35,55,65,0,25,5,3,2,8,2,2,6,32,50,8,2,90,0,9,0,16,75,9,0,76,12,0,0,1,2,9,0,16,22,36,17,9,2,38,41,9,1,9,1,19,69,2,12,3,13,70,2,83,0,16,1,45,1,54,0,67,0,32,1,65,0,26,9,97,0,2,1,92,0,7,1,14,2,0,3,14,26,41,14,1,0,3,14,27,41,15,3,42,34,4,2,15,1,9,15,28,32,15,2,15,24,26,18,61,4,25,10,61,7,16,16,61,7,17,15,16,2,40,42,58,0,19,23,85,1,0,0,2,0,3,0,9,45,0,7,6,1,6,0,2,9,0,0,1,4,7,0,1,11,38,3,21,38,0,0,38,2,9,8,17,16,7,1,2,38,3,21,18,20,38,2,0,11,26,14,9,2.1714285714285713,1.5808730701310418,1.7000000000000002,0.9486832980505138,9.326530612244898,3.8480934408160747,2.8421052631578947,1.2216714791659493
PT,PRT,Portugal,Viseu,2020-12-31,2020-12-27,100,0,0,0,0,14,96,612828.2509275407,60,0,1,99,0,8,92,0,0,100,0,12,88,0,9,91,0,6,94,0,4,96,0,4,96,0,3,97,0,1,99,0,4,96,0,15,85,0,3,97,0,20,80,99,0,0,1,92,0,3,5,100,0,0,0,88,0,1,11,91,0,3,6,94,0,2,4,96,0,2,2,96,0,1,3,97,0,1,2,99,0,1,0,96,0,2,2,85,0,1,14,97,0,2,1,80,0,4,16,3,1,9,87,91,0,2,7,3,2,38,57,62,1,7,30,93,0,7,0,93,3,4,0,97,0,0,3,0,13,3,7,77,100,0,0,0,0,0,5,0,51,28,12,4,10,3,39,41,7,10,3,54,31,2,10,4,56,29,1,10,4,44,36,6,10,6,21,36,27,0,93,1,2,4,93,1,0,6,93,0,1,6,93,1,2,4,93,1,1,5,93,1,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,2,26,61,11,1,56,32,11,2,33,54,11,1,41,47,11,2,3,84,11,2,0,87,12,1,40,47,60,0,31,6,2,1,13,1,0,8,24,54,13,2,85,0,13,0,13,74,13,0,78,5,1,0,1,2,13,0,10,25,32,20,13,0,33,45,8,1,13,0,17,69,1,19,3,17,61,0,74,1,25,0,44,1,54,1,67,0,33,0,59,1,35,5,97,0,2,1,100,0,0,0,19,0,3,4,8,16,50,19,0,3,3,9,19,47,21,0,41,28,8,2,21,0,8,18,22,31,21,0,12,23,25,19,65,6,21,8,65,11,4,20,65,7,12,16,22,1,37,40,60,0,17,23,85,1,0,0,0,3,2,2,7,48,1,5,3,2,3,0,3,8,2,0,4,7,2,1,1,10,39,0,28,31,0,2,39,0,7,12,16,15,7,3,1,40,3,20,13,24,40,1,4,12,26,9,8,2.731707317073171,2.5399250997214704,1.8333333333333333,0.752772652709081,9.195652173913043,3.7035692407153595,2.730909090909091,1.332343066607864
PT,PRT,Portugal,-99,2021-01-01,2020-12-30,100,0,0,0,0,5,91,784592.2636266958,41,5,1,94,4,3,93,5,1,94,5,11,84,4,11,85,4,3,93,4,4,92,4,1,95,5,2,93,2,0,98,3,1,96,4,7,89,5,3,92,6,15,79,99,0,0,1,97,0,0,3,99,0,1,0,89,0,3,8,89,0,1,10,97,1,0,2,96,0,0,4,99,0,0,1,98,0,1,1,100,0,0,0,99,0,0,1,93,0,1,6,97,0,1,2,85,0,6,9,6,3,4,87,96,0,3,1,6,2,29,63,71,3,5,21,95,1,4,0,95,0,5,0,100,0,0,0,0,16,2,6,76,100,0,0,0,0,0,10,0,50,26,9,5,15,19,39,21,6,15,22,43,19,1,15,29,40,13,3,15,33,34,13,5,15,34,23,19,9,0,94,3,0,3,94,2,1,3,94,2,0,4,94,3,1,2,94,2,2,2,94,2,2,2,65,5,1,29,65,5,0,30,65,5,0,30,65,4,2,29,65,5,4,26,65,5,2,28,65,5,1,29,94,3,0,3,94,3,0,3,94,3,0,3,94,3,0,3,94,2,1,3,19,10,10,61,19,6,61,14,19,10,32,39,19,7,31,43,19,9,0,72,19,9,3,69,21,1,27,51,73,0,17,3,2,5,21,0,0,7,19,53,21,0,79,0,21,2,13,64,21,0,70,2,3,0,1,3,21,0,16,19,29,15,21,7,36,31,4,1,23,1,27,47,2,26,4,21,47,2,90,0,10,0,39,1,60,0,68,2,29,1,69,2,25,4,100,0,0,0,97,0,3,0,29,1,1,3,5,17,44,29,2,2,1,6,19,41,29,4,37,19,7,4,29,1,9,11,20,30,29,0,12,14,25,20,75,7,16,2,75,15,5,5,75,15,7,3,30,3,22,45,55,0,14,31,87,0,1,0,1,1,0,0,10,66,0,0,1,0,4,0,2,5,2,0,3,2,5,1,1,8,56,1,16,26,0,1,56,1,1,2,7,10,11,9,3,59,7,21,7,6,59,6,4,11,13,6,1,3.0588235294117645,2.9041046002876283,1.5,0.7071067811865476,10,3.16227766016838,2.4482758620689653,1.2979711337465902
PT,PRT,Portugal,<c3><89>vora,2021-01-01,2020-12-26,100,0,0,0,0,11,96,454168.3562055442,63,0,0,100,1,7,92,1,1,98,0,6,94,0,8,92,0,4,96,1,3,96,1,1,98,1,1,98,0,1,99,0,4,96,1,8,91,1,1,98,1,13,86,100,0,0,0,93,0,2,5,99,0,0,1,94,1,1,4,92,0,1,7,96,1,0,3,97,1,0,2,99,0,1,0,99,0,1,0,99,0,1,0,96,0,1,3,92,1,0,7,99,0,0,1,87,1,4,8,4,0,7,89,93,0,2,5,6,5,36,53,64,0,9,27,91,1,8,0,91,2,7,0,98,0,0,2,0,21,1,7,71,100,0,0,0,0,0,7,0,48,26,12,7,10,5,26,50,9,10,2,52,28,8,10,5,48,30,7,10,5,37,38,10,10,7,17,38,28,0,93,1,2,4,93,1,0,6,93,1,0,6,93,1,0,6,93,1,0,6,93,1,0,6,84,1,0,15,84,1,1,14,84,1,0,15,84,0,2,14,84,1,1,14,84,1,0,15,84,1,0,15,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,2,1,11,4,17,68,11,2,60,27,11,4,31,54,11,3,40,46,11,4,0,85,11,4,0,85,11,0,44,45,56,0,33,7,4,0,13,2,0,2,30,53,13,4,83,0,13,1,16,70,13,0,74,10,1,0,0,2,13,0,12,19,32,24,14,2,26,47,9,2,14,0,20,62,4,14,2,14,67,3,83,1,14,2,40,1,58,1,69,1,30,0,60,1,32,7,100,0,0,0,100,0,0,0,14,2,0,0,16,19,49,14,1,0,1,18,14,52,16,0,40,35,8,1,16,0,12,21,31,20,16,0,14,24,32,14,62,5,23,10,62,9,7,22,62,9,15,14,17,1,38,44,56,0,21,23,80,4,3,0,2,0,1,0,10,42,0,6,1,3,4,1,3,4,1,0,2,2,7,3,1,20,34,2,29,35,0,0,34,2,6,9,15,9,16,9,0,37,1,43,8,11,37,1,6,18,33,4,1,2.64,2.4474476501040834,2,0,10.18867924528302,3.442140455351677,2.8666666666666667,1.3462649733730256
PT,PRT,Portugal,Aveiro,2021-01-01,2020-12-31,100,0,0,0,0,12,92,570592.9153081062,61,0,0,100,0,6,94,0,2,98,0,5,95,0,9,91,0,1,99,0,4,96,0,2,98,0,3,97,0,0,100,0,2,98,0,10,90,0,5,95,0,9,91,100,0,0,0,94,0,1,5,98,0,1,1,95,0,0,5,91,0,0,9,99,0,0,1,96,0,1,3,98,0,0,2,97,0,0,3,100,0,0,0,98,0,1,1,90,0,0,10,95,1,1,3,91,0,1,8,8,0,5,87,96,0,0,4,10,1,37,52,63,1,10,26,90,0,10,0,90,3,7,0,97,0,1,2,0,22,1,7,70,100,0,0,0,0,0,11,0,57,22,8,2,14,2,44,38,2,14,2,59,24,1,14,2,63,19,2,14,2,48,32,4,14,2,27,32,25,0,93,4,1,2,93,4,0,3,93,2,2,3,93,4,0,3,93,4,0,3,93,3,0,4,26,3,0,71,26,3,2,69,26,3,3,68,26,3,5,66,26,3,10,61,26,4,11,59,26,3,3,68,84,0,1,15,84,0,0,16,84,0,1,15,84,0,2,14,84,0,2,14,14,3,20,63,14,0,62,24,14,1,26,59,14,0,49,37,14,1,1,84,14,1,3,82,15,0,46,39,54,0,31,9,5,1,15,0,2,9,24,50,15,0,85,0,16,0,14,70,16,0,69,6,2,2,0,5,16,0,14,12,35,23,19,3,22,48,8,0,19,0,10,70,1,20,0,11,68,1,80,0,20,0,38,0,60,2,74,0,26,0,51,1,30,18,99,0,1,0,97,0,2,1,20,0,0,2,14,16,48,20,0,0,3,9,27,41,23,0,39,30,8,0,23,0,10,8,19,40,23,0,10,20,19,28,71,1,21,7,71,8,6,15,71,7,10,12,24,3,39,34,66,0,19,15,82,6,2,2,1,1,0,0,6,43,1,1,6,3,6,2,2,2,6,0,0,2,5,1,3,17,38,1,28,32,0,1,38,1,10,10,16,15,6,3,1,39,3,23,27,8,39,4,1,11,31,9,5,2,1.1952286093343936,2.75,0.9574271077563381,10.083333333333334,3.7236068840507794,3.263157894736842,1.7680327625991719
PT,PRT,Portugal,Azores,2021-01-01,2020-12-27,100,0,0,0,0,14,97,516516.8771149032,53,0,0,100,0,6,94,0,4,96,0,11,89,0,15,85,0,4,96,0,1,99,0,1,99,0,0,100,0,2,98,0,1,99,0,11,89,0,2,98,0,15,85,100,0,0,0,94,0,1,5,96,0,0,4,89,0,1,10,85,0,3,12,96,0,1,3,99,0,1,0,99,0,0,1,100,0,0,0,98,0,2,0,99,0,0,1,89,0,2,9,98,0,1,1,85,0,0,15,3,0,9,88,92,1,3,4,7,0,48,45,52,1,18,29,82,0,18,0,82,2,16,0,98,0,1,1,0,27,2,4,67,100,0,0,0,0,0,8,0,36,36,16,4,12,7,36,34,11,12,5,60,17,6,12,7,58,17,6,12,7,48,21,12,12,8,25,25,30,0,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,96,0,0,4,96,0,1,3,77,2,0,21,77,2,0,21,77,1,1,21,77,1,1,21,77,1,4,18,77,2,1,20,77,2,0,21,95,3,1,1,95,3,2,0,95,3,1,1,95,3,1,1,95,2,1,2,17,2,15,66,17,2,48,33,17,2,32,49,17,2,42,39,17,2,6,75,17,4,3,76,18,1,41,40,59,0,28,8,4,1,19,0,0,5,28,48,19,0,81,0,19,0,11,70,19,0,71,5,0,1,0,4,19,0,17,18,27,19,19,1,31,36,9,4,19,0,9,70,2,23,0,14,62,1,85,0,15,0,53,0,47,0,68,0,31,1,59,0,26,15,95,0,4,1,97,0,2,1,23,0,0,0,13,27,37,23,0,0,0,16,20,41,24,0,44,21,9,2,24,0,9,13,20,34,24,0,10,20,28,18,71,5,17,7,71,5,5,19,71,3,10,16,27,0,34,39,61,0,18,21,85,1,1,0,1,0,0,2,10,51,0,0,2,4,11,1,4,4,0,0,2,2,6,4,3,6,45,2,22,31,0,0,45,0,4,11,13,9,11,7,0,47,1,25,10,17,47,0,7,9,19,14,4,2.6875,2.1914423001390455,1.6666666666666667,1.0327955589886444,9.613636363636363,3.551716971563021,2.730769230769231,1.4295945485179837
PT,PRT,Portugal,Beja,2021-01-01,2020-12-25,100,0,0,0,0,14,96,588973.1366971241,58,1,0,99,1,6,93,1,1,98,1,10,89,0,13,87,1,8,91,1,7,92,1,2,97,1,2,97,1,0,99,2,6,92,1,20,79,1,4,95,1,15,84,100,0,0,0,94,0,1,5,99,0,0,1,90,0,1,9,87,0,1,12,92,0,1,7,93,0,2,5,98,0,1,1,98,0,1,1,100,0,0,0,94,0,2,4,80,0,4,16,96,0,1,3,85,0,5,10,4,0,13,83,88,0,4,8,7,0,35,58,65,1,4,30,96,1,3,0,96,3,1,0,97,0,0,3,0,12,0,12,76,100,0,0,0,0,0,8,0,48,24,16,4,12,6,42,31,9,12,5,51,26,6,12,6,52,27,3,12,6,40,35,7,12,8,23,29,28,0,89,4,1,6,89,5,3,3,89,4,5,2,89,4,0,7,89,5,2,4,89,4,1,6,82,1,0,17,82,0,2,16,82,0,3,15,82,0,3,15,82,0,1,17,82,0,3,15,82,1,1,16,93,1,1,5,93,1,0,6,93,1,0,6,93,0,1,6,93,1,0,6,13,0,17,70,13,1,59,27,13,1,30,56,13,0,44,43,13,0,3,84,13,0,1,86,13,0,34,53,66,0,20,10,3,1,14,1,0,4,25,56,14,0,86,0,14,1,20,65,14,0,58,23,2,0,0,3,14,1,15,19,27,24,15,2,29,45,8,1,17,0,15,65,3,19,1,11,67,2,83,0,16,1,41,0,58,1,70,0,29,1,56,1,26,17,97,0,1,2,99,0,1,0,20,0,0,5,14,20,41,20,0,0,2,19,21,38,20,1,41,29,7,2,20,1,8,14,30,27,20,0,10,21,29,20,70,5,18,7,70,13,4,13,70,7,16,7,21,1,38,40,60,0,14,26,89,1,0,0,3,1,2,0,4,51,0,6,4,2,5,1,0,3,0,1,0,8,5,3,0,11,40,2,27,31,0,0,40,1,6,7,11,19,10,6,0,42,1,16,18,23,42,1,5,15,24,12,1,2.128205128205128,1.4721893324227442,1.1111111111111112,0.3333333333333333,10.26086956521739,3.5741963050528067,2.6785714285714284,1.322630201284792
PT,PRT,Portugal,Braga,2021-01-01,2020-12-31,100,0,0,0,0,6,95,548551.2960603712,61,1,0,99,1,4,95,0,4,96,1,9,90,1,11,88,1,6,93,0,5,95,0,1,99,1,3,96,0,1,99,1,2,97,1,9,90,1,2,97,1,9,90,100,0,0,0,96,0,0,4,96,0,3,1,91,2,2,5,89,0,4,7,94,0,1,5,95,0,1,4,99,0,0,1,97,0,0,3,99,0,1,0,98,1,1,0,91,0,1,8,98,1,0,1,91,1,3,5,5,0,4,91,97,0,2,1,6,1,45,48,55,0,10,35,90,2,7,1,90,3,7,0,97,0,0,3,0,17,0,4,79,100,0,0,0,0,0,8,0,49,30,8,5,9,6,45,37,3,9,5,63,22,1,9,7,65,18,1,9,10,53,23,5,9,11,30,29,21,0,96,0,1,3,96,0,1,3,96,0,1,3,96,0,1,3,96,1,1,2,96,1,0,3,21,2,1,76,21,2,2,75,21,2,2,75,21,3,9,67,21,2,4,73,21,2,6,71,21,2,1,76,85,1,1,13,85,1,0,14,85,1,0,14,85,0,2,13,85,1,5,9,16,3,18,63,16,3,55,26,16,2,34,48,16,2,43,39,16,3,4,77,16,3,3,78,17,0,40,43,60,0,27,11,1,1,17,1,0,2,26,54,17,1,81,1,19,2,7,72,19,0,70,10,0,0,0,1,19,0,16,12,29,24,19,0,31,39,10,1,21,0,16,61,2,25,1,15,58,1,82,0,17,1,45,1,54,0,66,1,32,1,57,1,28,14,96,0,3,1,97,0,3,0,26,0,0,1,9,19,45,26,0,0,1,7,22,44,27,0,41,24,6,2,27,0,6,11,21,35,27,0,4,21,24,24,75,0,19,6,75,3,8,14,75,5,5,15,28,0,38,34,66,0,19,15,83,2,1,1,0,0,0,1,12,45,0,0,5,4,9,0,0,6,5,0,1,5,3,1,1,15,38,0,29,32,0,1,38,0,4,9,19,17,9,4,0,39,0,32,11,18,39,0,1,13,38,8,1,2.107142857142857,1.6852142563920738,3,0,10.130434782608695,3.5690564931376096,3.2241379310344827,1.4147481760701761
PT,PRT,Portugal,Bragan<c3><a7>a,2021-01-01,2020-12-21,100,0,0,0,0,14,96,696626.9939374398,58,2,0,98,2,9,89,2,0,98,1,10,89,2,10,88,2,6,92,2,9,89,2,2,96,1,4,95,2,0,98,2,4,94,0,13,87,1,4,95,1,9,90,100,0,0,0,91,0,2,7,100,0,0,0,90,0,2,8,90,1,0,9,94,0,2,4,91,0,4,5,98,0,1,1,96,0,4,0,100,0,0,0,96,0,1,3,87,1,4,8,96,1,1,2,91,0,2,7,3,1,10,86,90,0,2,8,4,4,35,57,65,1,5,29,95,1,4,0,95,2,3,0,98,0,0,2,0,14,1,6,79,100,0,0,0,0,0,4,0,49,23,18,6,9,5,33,44,9,9,7,57,24,3,9,7,53,23,8,9,7,41,32,11,9,10,18,33,30,0,94,3,1,2,94,2,1,3,94,2,3,1,94,3,0,3,94,2,1,3,94,3,0,3,91,0,0,9,91,0,0,9,91,0,1,8,91,0,0,9,91,0,0,9,91,0,1,8,91,0,0,9,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,9,3,24,64,9,0,59,32,9,3,38,50,9,3,45,43,9,3,3,85,9,3,2,86,9,1,41,49,59,0,24,11,3,3,11,0,0,0,34,55,11,1,87,1,13,1,14,72,13,0,69,15,0,1,0,2,13,0,16,17,28,26,13,2,29,43,11,2,16,0,15,68,1,16,1,18,65,0,76,1,21,2,41,1,57,1,62,1,35,2,55,1,33,11,97,0,2,1,98,0,1,1,16,0,1,3,11,30,39,16,1,1,3,14,27,38,19,0,43,30,6,2,19,0,13,15,22,31,19,0,15,24,27,15,61,7,24,8,61,14,9,16,61,5,20,14,21,0,35,44,56,1,18,25,85,1,2,0,1,1,0,0,10,50,0,2,4,3,4,1,2,6,0,0,1,5,9,2,0,11,38,0,28,33,0,1,38,0,6,9,22,16,6,3,0,40,1,28,19,12,40,1,4,8,26,14,7,2.342857142857143,2.02837021134844,1.5714285714285716,0.7867957924694432,9.510204081632653,4.383313287246265,2.7586206896551726,1.4547001237680377
