ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,Pays de la Loire,2021-01-01,2021-01-01,167,0,0,0,0,5,161,2008649.1468856742,99,0,2,165,0,16,151,0,3,164,0,38,129,0,40,127,0,12,155,0,12,155,0,7,160,0,6,161,0,1,166,0,8,159,1,24,142,0,5,162,0,25,142,165,0,1,1,151,0,3,13,164,0,1,2,129,1,11,26,127,0,16,24,155,0,4,8,155,0,3,9,160,0,2,5,161,0,1,5,166,0,0,1,159,0,5,3,143,0,8,16,162,0,1,4,142,0,12,13,6,0,3,158,164,0,2,1,7,0,58,102,109,1,16,41,151,0,16,0,151,0,15,1,167,0,0,24,2,10,131,167,0,0,0,0,0,7,0,45,52,40,23,15,9,24,89,30,15,5,74,57,16,15,6,47,72,27,15,7,46,72,27,15,7,14,63,68,0,157,2,1,7,157,0,5,5,157,2,1,7,157,2,4,4,157,2,0,8,157,2,0,8,25,6,0,136,25,6,2,134,25,6,14,122,25,7,5,130,25,6,19,117,25,6,22,114,25,6,15,121,132,0,1,34,132,0,1,34,132,0,0,35,132,0,3,32,132,1,3,31,21,4,39,103,21,2,68,76,21,2,49,95,21,2,84,60,21,3,5,138,21,3,13,130,24,4,70,69,97,0,54,8,5,3,26,0,4,12,52,73,26,0,141,0,27,2,12,126,27,0,114,14,9,0,0,3,27,1,35,48,34,22,28,1,33,89,13,3,29,2,46,86,4,34,1,34,90,8,129,1,31,6,100,1,65,1,119,2,46,0,84,0,37,46,163,0,2,2,155,0,12,0,36,0,0,5,8,32,86,36,0,0,3,23,27,78,37,0,35,58,29,8,37,0,5,14,23,88,37,0,15,21,37,57,132,2,22,11,132,5,6,24,132,4,11,20,39,0,67,61,106,0,26,35,144,0,2,0,3,1,0,0,17,78,0,5,5,8,11,0,4,8,19,0,1,6,6,2,2,12,57,2,51,55,0,2,57,0,10,25,19,20,15,15,6,63,5,36,36,27,63,3,16,28,33,22,2,11.1025641025641,15.764162664373409,1.6666666666666667,0.5773502691896257,3.95945945945946,2.0702669352683625,2.64,1.6113235666257837
FRA,France,Provence-Alpes-C<c3><b4>te d'Azur,2021-01-01,2021-01-01,253,0,0,0,0,45,243,2767396.4479767974,161,5,1,247,2,29,222,4,5,244,2,51,200,4,47,202,3,20,230,4,20,229,4,5,244,5,10,238,4,1,248,4,7,242,3,37,213,4,8,241,3,43,207,252,0,0,1,224,3,11,15,248,0,1,4,202,3,14,34,206,1,16,30,233,2,8,10,233,1,11,8,248,0,3,2,243,0,3,7,252,0,1,0,246,0,4,3,216,1,19,17,245,1,3,4,210,2,16,25,9,1,17,226,237,0,7,9,11,5,129,108,126,3,37,87,216,4,32,1,216,1,36,0,252,0,1,58,4,15,176,253,0,0,0,0,0,15,1,59,59,61,58,22,12,31,128,60,22,7,101,88,35,22,13,63,103,52,22,12,60,102,57,22,13,19,91,108,0,238,2,2,11,238,2,4,9,238,3,0,12,238,3,7,5,238,3,1,11,238,4,1,10,40,9,1,203,40,8,1,204,40,9,12,192,40,8,6,199,40,8,30,175,40,9,29,175,40,9,17,187,203,1,2,47,203,1,1,48,203,1,0,49,203,1,3,46,203,0,4,46,34,2,49,168,34,2,135,82,34,1,59,159,34,1,127,91,34,2,9,208,34,1,19,199,37,1,115,100,138,0,85,19,6,5,39,0,0,15,83,116,39,0,214,0,40,2,12,199,40,0,159,35,10,4,1,4,40,0,72,70,44,27,40,3,46,129,23,12,44,0,48,156,5,48,1,42,158,4,205,0,44,4,118,0,133,2,194,0,56,3,127,0,48,78,245,0,2,6,235,0,16,2,52,0,5,6,29,44,117,52,0,6,7,35,43,110,56,3,59,78,41,16,56,0,10,18,38,131,56,0,26,37,54,80,192,4,42,15,192,13,4,44,192,8,13,40,60,0,89,104,149,0,32,72,226,2,2,0,4,2,1,0,16,138,1,3,12,7,8,2,12,9,3,0,8,7,13,6,2,22,90,1,70,91,0,1,90,0,8,25,30,36,36,23,5,92,3,69,51,38,92,1,39,48,41,22,10,12.670103092783505,15.714060615605625,2.75,1.61245154965971,3.691588785046729,2.1474478707546982,2.576923076923077,1.6579756857957315
FRA,France,<c3><8e>le-de-France,2021-01-02,2021-01-01,100,0,0,0,0,4,95,1921978.7952710034,53,0,0,100,0,14,86,0,1,99,0,21,79,0,17,83,0,7,93,0,12,88,0,4,96,0,5,95,0,1,99,0,7,93,0,14,86,0,1,99,0,24,76,100,0,0,0,86,2,5,7,99,0,0,1,79,2,8,11,83,1,5,11,93,0,4,3,88,1,5,6,96,1,2,1,95,0,4,1,99,0,0,1,93,0,5,2,86,1,8,5,99,1,0,0,76,1,7,16,5,0,4,91,96,0,2,2,5,3,51,41,49,0,24,27,76,0,24,0,76,0,24,0,100,0,0,32,1,9,58,100,0,0,0,0,0,9,0,28,22,24,17,14,3,15,48,20,14,2,30,38,16,14,1,25,41,19,14,0,30,36,20,14,2,7,37,40,0,94,2,0,4,94,1,2,3,94,2,1,3,94,2,1,3,94,1,1,4,94,2,1,3,32,3,0,65,32,3,0,65,32,3,7,58,32,3,3,62,32,3,12,53,32,3,17,48,32,3,9,56,75,1,1,23,75,1,1,23,75,1,0,24,75,0,3,22,75,1,3,21,22,3,19,56,22,2,50,26,22,3,25,50,22,1,51,26,22,1,5,72,22,2,21,55,24,0,44,32,56,0,29,8,4,3,25,0,0,6,23,46,25,0,75,0,28,0,6,66,28,0,62,7,2,0,0,1,28,1,25,19,14,13,29,2,19,41,7,2,29,0,17,52,2,30,1,19,49,1,81,0,16,3,50,0,49,1,75,0,25,0,49,1,22,28,95,1,2,2,79,0,19,2,30,0,1,3,20,9,37,30,0,1,5,14,11,39,30,1,23,29,10,7,30,0,2,4,11,53,30,0,6,14,17,33,80,1,15,4,80,4,1,15,80,4,6,10,31,0,31,38,62,0,17,21,84,0,2,0,1,0,0,1,12,55,0,0,5,4,5,0,4,4,2,0,1,5,3,0,4,8,45,2,25,27,0,1,45,0,4,6,19,12,9,5,0,47,1,38,9,5,47,1,10,16,16,6,4,9.954545454545455,14.031450629401354,1,0,4.641025641025641,2.518219708310861,2.6153846153846154,1.682130373742914
FRA,France,Auvergne-Rh<c3><b4>ne-Alpes,2021-01-02,2021-01-01,100,0,0,0,0,7,97,1351068.345776308,48,2,0,98,1,9,90,2,1,97,2,13,85,1,18,81,2,5,93,1,8,91,2,2,96,2,1,97,1,0,99,2,4,94,0,12,88,2,4,94,2,16,82,100,0,0,0,91,1,1,7,99,0,0,1,87,0,3,10,82,1,6,11,95,0,4,1,92,1,3,4,98,0,2,0,99,0,1,0,100,0,0,0,96,0,2,2,88,1,1,10,96,1,3,0,84,1,6,9,3,0,5,92,96,0,2,2,5,2,47,46,53,2,22,23,78,0,22,0,78,0,22,0,100,0,0,31,1,9,59,100,0,0,0,0,0,6,0,26,15,30,23,6,4,13,56,21,6,7,34,35,18,6,5,31,37,21,6,5,29,35,25,6,9,5,36,44,0,91,4,2,3,91,6,0,3,91,6,0,3,91,4,4,1,91,5,1,3,91,5,1,3,23,9,1,67,23,10,0,67,23,10,2,65,23,10,3,64,23,10,10,57,23,10,11,56,23,11,4,62,85,1,0,14,85,1,1,13,85,1,0,14,85,1,1,13,85,1,0,14,12,2,24,62,12,0,50,38,12,2,18,68,12,1,48,39,12,0,4,84,12,1,7,80,17,0,41,42,59,0,25,11,4,1,19,0,2,8,22,49,19,0,80,1,22,2,9,67,22,0,56,13,4,2,1,2,22,1,23,28,18,8,23,0,18,41,15,3,24,0,17,59,0,25,1,18,56,0,77,0,20,3,52,1,43,4,82,1,17,0,54,1,20,25,96,0,2,2,93,0,5,2,27,1,0,4,5,10,53,27,0,0,4,8,22,39,27,0,22,28,17,6,27,0,6,8,14,45,27,0,16,16,11,30,69,2,19,10,69,8,2,21,69,8,4,19,30,0,36,34,66,0,15,19,88,0,2,1,1,0,0,0,8,53,0,1,4,2,4,2,2,6,4,0,1,1,7,1,3,9,48,2,18,32,0,0,48,0,3,12,13,12,3,8,1,50,2,18,10,20,50,1,14,12,18,4,1,11.285714285714286,17.169691882143113,1.5,0.5773502691896257,3.8461538461538463,1.8286961351345035,2.625,1.6710934119579794
FRA,France,Bourgogne-Franche-Comt<c3><a9>,2021-01-02,2021-01-01,100,0,0,0,0,9,96,1110994.077855649,51,1,0,99,1,6,93,1,3,96,1,18,81,1,14,85,1,2,97,0,4,96,1,0,99,0,4,96,1,1,98,0,2,98,0,9,91,1,4,95,0,14,86,100,0,0,0,94,0,3,3,97,0,3,0,82,0,6,12,86,0,3,11,98,0,1,1,96,0,1,3,100,0,0,0,96,0,2,2,99,0,0,1,98,0,1,1,91,0,1,8,96,0,2,2,86,0,6,8,3,1,4,92,97,0,1,2,7,1,51,41,50,1,20,29,80,1,19,0,80,0,20,0,100,0,0,30,1,2,67,100,0,0,0,0,0,10,0,20,28,22,20,13,3,14,52,18,13,2,32,35,18,13,2,21,43,21,13,1,22,42,22,13,4,4,35,44,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,26,8,0,66,26,8,0,66,26,6,4,64,26,7,1,66,26,5,9,60,26,7,11,56,26,6,7,61,81,1,0,18,81,1,1,17,81,1,1,17,81,0,1,18,81,1,2,16,21,1,25,53,21,0,43,36,21,2,26,51,21,2,53,24,21,2,3,74,21,2,4,73,21,0,43,36,57,0,29,9,4,1,21,0,0,5,32,42,21,0,79,0,21,0,8,71,21,0,56,15,5,0,2,1,21,0,25,28,16,10,22,0,28,33,14,3,23,0,20,56,1,25,0,15,58,2,75,0,22,3,57,0,39,4,74,0,26,0,47,0,24,29,97,0,1,2,96,0,3,1,27,1,1,2,9,18,42,27,0,2,2,13,17,39,32,0,29,21,13,5,32,0,4,7,16,41,32,0,9,15,24,20,76,0,16,8,76,5,3,16,76,5,8,11,32,0,28,40,60,0,15,25,90,0,2,0,1,0,2,0,5,63,0,2,5,1,4,0,0,3,6,0,0,1,7,0,0,8,46,0,18,35,1,0,46,0,3,8,8,19,7,8,1,49,1,14,13,23,49,1,12,12,16,5,5,8.586206896551724,11.365729319127084,2.6666666666666665,2.0816659994661326,4,2.2928460168844436,2.58,1.5398118093336164
FRA,France,Bretagne,2021-01-02,2021-01-01,100,0,0,0,0,4,94,1171916.5396431142,50,0,1,99,0,8,92,0,4,96,0,22,78,0,18,82,0,7,93,0,6,94,0,3,97,0,3,97,0,1,99,0,2,98,0,7,93,0,5,95,0,20,80,99,0,1,0,92,1,4,3,96,0,1,3,78,0,8,14,82,0,7,11,93,0,3,4,94,0,2,4,97,0,0,3,97,0,2,1,99,0,0,1,98,0,1,1,93,0,2,5,95,0,2,3,80,0,9,11,6,0,3,91,97,0,2,1,7,2,38,53,62,0,11,27,89,0,10,1,89,1,10,0,99,0,1,20,0,6,74,100,0,0,0,0,0,8,3,22,28,21,18,11,5,18,46,20,11,7,31,38,13,11,4,26,42,17,11,2,25,45,17,11,4,6,37,42,0,94,0,0,6,94,0,0,6,94,0,0,6,94,0,1,5,94,0,0,6,94,0,0,6,15,3,1,81,15,3,1,81,15,3,3,79,15,3,1,81,15,3,9,73,15,3,13,69,15,3,6,76,80,1,0,19,80,1,1,18,80,1,0,19,80,1,0,19,80,1,2,17,15,0,21,64,15,0,51,34,15,1,25,59,15,0,47,38,15,0,3,82,15,0,8,77,16,0,41,43,59,1,27,11,1,1,17,0,1,10,32,40,17,0,83,0,18,0,12,70,18,0,60,18,3,1,0,0,18,0,27,27,23,5,18,2,20,45,9,6,19,0,21,59,1,22,0,18,60,0,80,0,18,2,50,0,49,1,75,0,25,0,54,0,17,29,97,0,2,1,92,0,8,0,22,0,1,6,11,18,42,22,0,0,7,17,15,39,24,0,29,32,13,2,24,0,6,8,11,51,24,0,14,11,20,31,75,0,16,9,75,0,0,25,75,0,2,23,25,1,35,39,61,0,20,19,84,0,2,0,0,1,1,1,11,49,0,1,4,1,4,0,1,8,4,0,2,10,2,3,2,9,46,1,19,30,1,3,46,0,4,12,9,11,10,4,4,50,1,18,18,13,50,0,11,13,11,9,6,16.625,18.28404910332783,1.5,0.7071067811865476,3.675,2.0679173221582268,2.836734693877551,1.6117658377215527
FRA,France,Centre-Val de Loire,2021-01-02,2021-01-01,100,0,0,0,0,9,96,1271609.688905519,57,1,1,98,1,8,91,1,2,97,0,18,82,1,17,82,1,4,95,2,5,93,1,0,99,1,1,98,1,1,98,2,2,96,1,12,87,1,5,94,1,13,86,99,0,1,0,92,0,2,6,98,0,1,1,82,0,6,12,83,0,5,12,96,0,2,2,95,0,2,3,100,0,0,0,99,0,1,0,99,0,1,0,98,0,0,2,88,0,3,9,95,0,3,2,87,0,5,8,4,0,7,89,94,0,5,1,6,0,38,56,62,1,17,20,83,2,15,0,83,1,16,0,99,0,1,24,1,6,69,100,0,0,0,0,0,8,1,28,26,20,17,13,8,18,48,13,13,5,38,35,9,13,9,27,34,17,13,6,28,37,16,13,8,6,35,38,0,94,1,0,5,94,1,0,5,94,1,0,5,94,1,3,2,94,1,0,5,94,1,0,5,22,3,0,75,22,4,0,74,22,3,3,72,22,3,2,73,22,3,15,60,22,3,13,62,22,4,8,66,80,0,0,20,80,1,0,19,80,0,0,20,80,0,0,20,80,0,2,18,18,1,15,66,18,0,51,31,18,0,31,51,18,0,51,31,18,0,2,80,18,0,3,79,21,0,41,38,59,0,28,9,1,3,23,1,2,5,26,43,23,0,77,0,24,1,6,69,24,0,57,12,2,0,1,4,24,0,18,24,26,8,25,2,22,39,6,6,27,0,22,50,1,29,1,18,48,4,85,1,12,2,49,1,48,2,69,0,28,3,49,0,23,28,98,0,2,0,97,0,3,0,29,0,0,5,13,11,42,29,0,0,4,13,11,43,29,0,23,29,14,5,29,0,4,5,9,53,29,0,7,14,11,39,79,1,14,6,79,5,0,16,79,5,3,13,30,0,31,39,61,0,17,22,86,0,0,0,1,0,3,0,10,57,0,1,2,1,4,2,1,8,2,0,3,3,3,4,0,9,40,0,24,34,0,2,40,0,3,12,6,14,14,9,2,43,2,20,10,25,43,3,12,11,16,11,4,9.62962962962963,16.12248346051169,1.4,0.5477225575051661,3.948717948717949,2.448938738447609,2.685185185185185,1.7571855076956517
FRA,France,Grand Est,2021-01-02,2021-01-01,100,1,4426.544629723,1,4426.544629723,8,88,980397.6628569814,41,0,1,99,0,12,88,0,3,97,0,19,81,0,20,80,0,16,84,0,8,92,0,5,95,0,3,97,0,4,96,0,4,96,0,11,89,1,4,95,0,15,85,99,0,1,0,88,0,2,10,97,0,2,1,81,0,8,11,80,0,5,15,84,0,5,11,92,0,2,6,95,0,2,3,97,0,0,3,96,0,3,1,96,0,2,2,89,0,2,9,96,0,0,4,85,0,3,12,12,0,6,82,95,0,1,4,14,0,46,40,54,1,15,30,85,2,13,0,85,1,14,0,99,0,1,30,1,13,56,100,0,0,0,0,0,18,0,18,23,27,14,26,9,15,30,20,26,1,32,32,9,26,5,22,28,19,26,5,23,29,17,26,7,5,29,33,0,88,3,0,9,88,3,2,7,88,3,1,8,88,2,5,5,88,3,1,8,88,1,3,8,49,5,1,45,49,6,1,44,49,5,4,42,49,5,1,45,49,4,7,40,49,5,10,36,49,6,3,42,84,2,2,12,84,2,0,14,84,2,1,13,84,1,2,13,84,2,3,11,29,3,19,49,29,2,36,33,29,2,17,52,29,1,33,37,29,3,3,65,29,2,7,62,31,0,28,41,72,0,17,8,3,0,32,2,1,4,20,41,32,3,65,0,34,1,1,64,34,0,46,13,2,2,0,3,34,0,21,22,14,9,34,2,16,41,5,2,34,0,16,49,1,37,0,16,45,2,82,0,16,2,65,0,33,2,84,1,13,2,68,0,14,18,97,0,1,2,93,0,6,1,39,1,1,2,7,7,43,39,0,1,0,14,10,36,41,1,27,22,7,2,41,0,4,2,12,41,41,0,4,16,11,28,81,3,8,8,81,5,3,11,81,2,7,10,42,1,21,36,64,0,12,24,91,1,3,0,0,0,0,0,5,70,0,0,4,0,1,1,1,4,2,0,3,3,2,0,0,9,59,0,15,25,0,1,59,0,4,8,3,6,8,12,0,59,1,10,18,12,59,1,9,13,10,5,3,12.461538461538462,14.433934374884123,1.2,1.0954451150103321,3.7000000000000006,2.246069363623238,2.55,1.5012815038646663
FRA,France,Hauts-de-France,2021-01-02,2021-01-01,100,2,39519.0055557489,2,39519.0055557489,4,90,1442527.5646088298,51,0,2,98,0,12,88,0,1,99,0,24,76,0,22,78,0,10,90,0,6,94,0,2,98,0,4,96,0,1,99,0,2,98,0,12,88,0,6,94,0,21,79,98,0,1,1,88,1,4,7,99,0,0,1,76,1,11,12,78,1,6,15,90,0,5,5,94,1,3,2,98,0,1,1,96,1,1,2,99,0,1,0,98,0,2,0,88,0,4,8,94,0,3,3,79,1,7,13,9,1,3,87,97,0,3,0,9,0,46,45,54,1,15,30,85,2,13,0,85,1,13,1,99,0,1,25,2,7,66,100,0,0,0,0,0,14,0,17,26,25,18,14,6,18,40,22,14,3,33,30,20,14,4,20,40,22,14,5,25,34,22,14,5,11,33,37,0,95,0,1,4,95,1,0,4,95,1,0,4,95,1,2,2,95,1,0,4,95,1,2,2,24,1,1,74,24,1,2,73,24,0,7,69,24,1,1,74,24,1,18,57,24,2,17,57,24,2,9,65,76,1,0,23,76,1,0,23,76,1,0,23,76,1,1,22,76,1,3,20,19,0,26,55,19,1,40,40,19,1,20,60,19,1,43,37,19,1,0,80,19,1,8,72,20,0,42,38,58,0,30,7,4,1,20,1,0,6,24,49,20,0,78,2,21,0,8,71,21,0,62,12,1,1,1,2,21,0,22,31,18,8,23,2,20,47,6,2,25,1,21,51,2,25,0,26,46,3,74,1,22,3,60,0,39,1,80,0,19,1,57,0,22,21,100,0,0,0,92,0,8,0,25,0,1,2,11,20,41,25,0,2,3,16,12,42,27,1,31,29,9,3,27,0,5,10,19,39,27,0,12,15,19,27,73,1,18,8,73,4,2,21,73,4,5,18,28,0,33,39,61,0,13,26,90,0,2,0,0,0,0,0,8,58,0,1,6,1,4,1,1,4,2,0,4,3,4,0,1,10,47,1,22,29,0,1,47,0,8,7,10,14,5,7,2,49,2,16,19,14,49,2,13,11,19,4,2,8.460526315789474,11.158793392915529,1.3333333333333333,0.5773502691896257,3.875,2.166459874333419,2.8541666666666665,1.4290241177384004
FRA,France,Normandie,2021-01-02,2021-01-01,100,1,7871.1783200609,1,7871.1783200609,19,91,978983.4667699743,47,0,1,99,1,8,91,1,3,96,1,21,78,0,19,81,0,7,93,0,6,94,1,5,94,2,7,91,0,1,99,0,1,99,0,8,92,1,5,94,2,11,87,99,0,1,0,92,0,2,6,97,0,1,2,79,0,8,13,81,0,10,9,93,0,4,3,94,0,3,3,95,0,3,2,93,0,3,4,99,0,0,1,99,0,0,1,92,0,3,5,95,0,2,3,89,0,6,5,9,0,9,82,91,1,6,2,11,6,35,48,65,0,10,25,90,2,8,0,90,1,9,0,99,0,1,27,1,7,65,100,0,0,0,0,0,12,0,18,31,25,14,15,5,11,54,15,15,3,29,38,15,15,4,25,39,17,15,5,19,43,18,15,6,5,35,39,0,93,1,0,6,93,1,1,5,93,1,1,5,93,1,2,4,93,0,2,5,93,1,1,5,31,5,1,63,31,5,0,64,31,5,7,57,31,6,3,60,31,5,11,53,31,5,16,48,31,5,9,55,78,2,1,19,78,2,1,19,78,1,1,20,78,2,1,19,78,2,3,17,21,0,28,51,21,0,42,37,21,1,18,60,21,0,49,30,21,1,2,76,21,1,3,75,22,1,44,33,56,0,29,9,4,2,24,2,0,7,23,44,24,1,75,0,24,1,15,60,24,0,53,19,2,1,0,1,24,0,20,29,18,9,24,1,18,35,18,4,24,0,24,51,1,27,0,17,54,2,72,0,21,7,58,0,40,2,82,0,18,0,52,0,19,29,98,0,0,2,97,0,3,0,28,1,2,2,8,12,47,28,0,3,1,12,13,43,32,0,21,31,14,2,32,0,3,5,13,47,32,0,8,14,25,21,79,1,13,7,79,3,0,18,79,3,5,13,34,2,30,34,66,0,15,19,89,0,1,1,0,0,1,1,7,61,0,2,2,0,5,0,2,7,1,0,2,1,3,1,4,9,52,2,19,27,0,0,52,0,6,9,5,9,14,4,1,53,1,17,12,17,53,1,9,15,14,4,4,7.67741935483871,9.82984264633025,2.125,1.8850918886280925,4.222222222222222,2.799092823562776,2.522727272727273,1.562476215463795
