ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BA,BIH,Bosnia and Herzegovina,-99,2021-01-03,2020-12-22,100,1,11858.519052650801,0,0,56,87,2520260.1438705064,57,7,3,90,7,13,80,6,5,89,2,20,78,5,19,76,6,10,84,6,12,82,8,5,87,5,4,91,5,4,91,7,9,84,5,17,78,8,2,90,6,10,84,97,1,1,1,87,1,5,7,95,1,2,2,80,1,6,13,81,0,7,12,90,1,5,4,88,0,5,7,95,0,4,1,96,0,1,3,96,0,3,1,91,1,3,5,83,2,2,13,98,0,2,0,90,3,5,2,13,0,30,57,72,0,6,22,15,2,25,58,76,1,6,17,94,1,5,0,94,4,2,96,1,3,0,26,1,5,68,100,17,0,15,27,23,18,21,10,16,32,21,21,17,14,27,21,21,20,14,22,23,21,22,8,17,32,21,26,4,14,35,95,2,1,2,95,2,1,2,95,1,2,2,95,2,1,2,95,2,1,2,95,0,2,3,94,2,0,4,94,2,0,4,94,2,1,3,94,1,3,2,94,2,1,3,94,2,0,4,94,2,0,4,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,23,11,16,50,23,4,46,27,23,10,28,39,23,8,33,36,23,9,12,56,23,7,11,59,24,1,36,39,64,1,24,2,4,5,24,3,2,2,21,48,24,2,70,4,25,2,16,57,25,0,30,19,7,11,3,5,25,2,24,16,16,17,25,3,14,31,12,15,27,1,4,65,3,28,3,4,63,2,84,1,11,4,54,2,42,2,72,2,23,3,67,1,22,10,88,1,9,2,89,0,11,0,30,2,1,2,7,23,35,30,0,0,3,7,25,35,31,3,22,24,13,7,31,0,4,10,21,34,31,0,11,15,26,17,75,3,15,7,75,9,11,5,75,10,9,6,33,3,37,27,73,1,9,17,92,0,1,0,1,3,0,0,3,55,0,5,3,4,3,2,1,4,3,0,5,2,0,1,0,12,39,1,19,40,1,39,0,2,10,16,15,12,6,0,41,6,24,13,16,41,4,11,23,14,3,4,2.1,1.4467561813504934,2.7333333333333334,2.086236073022646,12.727272727272727,3.2458209339631687,2.3454545454545452,1.480967924455487
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-01-03,2021-01-01,100,3,46548.9558621746,3,46548.9558621746,42,94,1546858.4369857355,76,2,6,92,1,14,85,2,5,93,2,26,72,3,19,78,2,17,81,1,13,86,2,6,92,2,4,94,2,6,92,2,10,88,0,21,79,2,3,95,2,14,84,94,1,5,0,86,3,4,7,95,0,2,3,74,2,7,17,81,4,4,11,83,3,5,9,87,4,4,5,94,2,2,2,96,1,2,1,94,1,3,2,90,1,5,4,79,2,5,14,97,1,2,0,86,3,9,2,6,0,21,73,79,0,5,16,7,2,30,61,70,0,6,24,94,4,2,0,94,2,4,98,2,0,0,15,1,8,76,100,9,0,28,28,17,18,10,7,26,36,21,10,9,26,31,24,10,7,34,22,27,10,9,17,24,40,10,9,4,15,62,92,4,1,3,92,5,1,2,92,4,4,0,92,4,2,2,92,6,0,2,92,6,0,2,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,11,2,19,68,11,0,56,33,11,2,42,45,11,1,59,29,11,3,21,65,11,2,11,76,12,0,50,38,50,0,30,11,3,6,13,1,2,7,24,53,13,1,86,0,14,1,11,74,14,0,24,31,8,12,6,5,14,0,19,20,27,20,15,1,10,43,15,16,16,2,3,77,2,18,4,3,72,3,81,0,14,5,44,0,47,9,58,0,24,18,41,0,28,31,79,0,10,11,89,0,8,3,20,0,0,1,10,29,40,20,0,1,8,9,13,49,20,0,24,31,13,12,20,0,3,13,20,44,20,0,10,28,13,29,62,4,27,7,62,15,9,14,62,14,11,13,21,0,55,24,76,1,10,13,92,0,0,0,1,0,0,0,7,37,0,0,6,3,10,2,3,6,8,1,2,2,4,1,0,15,23,2,42,32,1,23,0,11,20,22,11,10,3,0,24,0,39,16,21,24,0,26,26,17,6,1,3.0454545454545454,2.6409524836962985,2.5,1.224744871391589,13.493333333333336,3.5158841621193155,2.175675675675676,1.2965508311502432
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2021-01-03,2020-12-31,100,2,25871.172008388,0,0,69,94,1742138.5779285808,71,3,3,94,2,20,78,3,7,90,2,15,83,3,19,78,2,9,89,3,12,85,2,2,96,2,3,95,3,2,95,3,9,88,3,15,82,3,1,96,3,16,81,97,0,1,2,80,0,4,16,93,0,3,4,85,0,6,9,81,0,6,13,91,0,3,6,88,0,8,4,98,0,0,2,97,0,1,2,98,0,1,1,91,0,6,3,85,0,4,11,99,0,0,1,84,0,3,13,5,1,30,64,70,0,11,19,5,0,41,54,59,0,10,31,90,3,7,0,90,6,4,94,3,2,1,15,1,9,75,100,5,0,19,25,30,21,9,2,22,37,30,9,6,23,32,30,9,6,20,29,36,9,5,15,33,38,9,5,3,19,64,91,5,1,3,91,4,3,2,91,2,5,2,91,5,1,3,91,4,1,4,91,4,3,2,69,1,0,30,69,1,1,29,69,1,1,29,69,1,1,29,69,1,5,25,69,1,5,25,69,1,2,28,90,1,2,7,90,1,2,7,90,1,0,9,90,1,1,8,90,0,4,6,11,2,12,75,11,1,55,33,11,4,47,38,11,2,51,36,11,3,16,70,11,2,2,85,14,1,47,38,53,0,28,13,3,3,18,0,0,8,34,40,18,1,81,0,19,0,13,68,19,0,33,24,8,8,7,1,19,1,23,17,23,17,20,0,6,33,23,18,20,0,3,72,5,21,2,5,69,3,88,0,10,2,46,0,46,8,53,0,32,15,49,0,19,32,84,0,5,11,98,0,1,1,21,0,1,3,8,27,40,21,0,2,3,8,26,40,22,0,13,38,13,14,22,0,2,9,18,49,22,0,7,23,22,26,70,3,22,5,70,13,6,11,70,11,10,9,22,2,46,30,70,0,15,15,86,1,3,0,0,3,1,0,6,41,0,2,6,5,4,4,2,4,5,1,5,5,5,4,1,6,27,2,43,27,1,27,0,8,18,18,19,7,3,0,29,2,30,32,7,29,2,14,18,25,7,5,3.439024390243903,2.8200069192096398,3.294117647058823,1.7235394498804248,13.685714285714285,3.4663720212418108,3.046875,1.3964772857171037
BA,BIH,Bosnia and Herzegovina,-99,2021-01-04,2020-12-23,100,1,11858.519052650801,0,0,55,87,2521816.961657901,56,7,3,90,7,13,80,7,5,88,3,20,77,6,19,75,7,10,83,7,12,81,9,5,86,6,4,90,6,4,90,8,9,83,6,17,77,9,2,89,7,10,83,97,1,1,1,87,1,5,7,95,1,2,2,80,1,6,13,81,0,7,12,90,1,5,4,88,0,5,7,95,0,4,1,96,0,1,3,96,0,3,1,91,1,3,5,83,2,2,13,98,0,2,0,90,3,5,2,13,0,29,58,73,0,6,21,15,2,26,57,75,1,6,18,94,1,5,0,94,4,2,96,1,3,0,26,1,5,68,100,17,0,16,26,23,18,22,10,16,31,21,22,17,14,26,21,22,19,14,22,23,22,21,8,17,32,22,25,4,14,35,95,2,1,2,95,2,1,2,95,1,2,2,95,2,1,2,95,2,1,2,95,0,2,3,94,2,0,4,94,2,0,4,94,2,1,3,94,1,3,2,94,2,1,3,94,2,0,4,94,2,0,4,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,24,10,16,50,24,4,45,27,24,9,28,39,24,7,33,36,24,8,12,56,24,6,11,59,25,1,36,38,64,1,24,2,4,5,25,3,2,1,21,48,25,2,69,4,26,2,16,56,26,0,30,19,7,10,3,5,26,2,23,16,16,17,26,3,14,30,12,15,28,1,4,64,3,29,3,4,62,2,84,1,11,4,55,2,41,2,72,2,23,3,67,1,22,10,88,1,9,2,89,0,11,0,31,2,1,2,7,23,34,31,0,0,3,7,25,34,32,3,22,23,13,7,32,0,4,10,21,33,32,0,11,15,26,16,75,3,15,7,75,9,11,5,75,10,9,6,34,3,37,26,74,1,9,16,92,0,1,0,1,3,0,0,3,55,0,5,3,4,3,2,1,4,3,0,5,2,0,1,0,12,40,1,18,40,1,40,0,2,10,16,15,11,6,0,42,6,24,13,15,42,4,11,23,14,2,4,2.1,1.4467561813504934,2.7333333333333334,2.086236073022646,12.88888888888889,3.0447397674632763,2.3518518518518516,1.4941067553913074
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-01-04,2021-01-03,100,3,46548.9558621746,3,46548.9558621746,42,94,1535274.8076579992,76,2,6,92,1,14,85,2,5,93,2,26,72,3,19,78,2,17,81,1,13,86,2,6,92,2,4,94,2,6,92,2,10,88,0,21,79,2,3,95,2,14,84,94,1,5,0,86,3,4,7,95,0,2,3,74,2,7,17,81,4,4,11,83,3,5,9,87,4,4,5,94,2,2,2,96,1,2,1,94,1,3,2,90,1,5,4,79,2,5,14,97,1,2,0,86,3,9,2,6,0,21,73,79,0,5,16,7,2,31,60,69,0,7,24,93,5,2,0,93,2,5,98,2,0,0,16,1,8,75,100,9,0,28,29,17,17,10,7,25,38,20,10,9,27,31,23,10,7,36,21,26,10,9,17,24,40,10,9,4,14,63,92,4,1,3,92,5,1,2,92,4,4,0,92,4,2,2,92,6,0,2,92,6,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,2,18,69,11,0,56,33,11,2,42,45,11,1,59,29,11,3,21,65,11,2,11,76,12,0,50,38,50,0,30,11,3,6,13,1,1,7,23,55,13,1,86,0,14,1,13,72,14,0,26,31,8,12,5,4,14,0,17,21,28,20,15,1,9,43,16,16,16,1,3,78,2,18,3,3,73,3,82,0,13,5,44,0,48,8,58,0,25,17,41,0,29,30,79,0,10,11,89,0,8,3,20,0,0,1,10,28,41,20,0,1,7,10,13,49,20,0,24,32,12,12,20,0,3,13,19,45,20,0,10,27,14,29,63,3,27,7,63,13,10,14,63,13,11,13,21,0,54,25,75,1,11,13,91,0,0,0,1,0,0,0,8,37,0,0,6,2,11,2,3,7,7,1,2,2,4,1,0,15,23,2,41,33,1,23,0,11,21,21,10,11,3,0,24,0,39,16,21,24,0,26,26,18,5,1,3.0454545454545454,2.6409524836962985,2.5,1.224744871391589,13.626666666666667,3.4787903043992143,2.189189189189189,1.2893204717158706
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2021-01-04,2020-12-31,100,2,25871.172008388,0,0,66,94,1746147.5354204874,70,3,3,94,2,20,78,3,7,90,2,14,84,3,19,78,2,8,90,3,13,84,2,2,96,2,3,95,3,2,95,3,8,89,3,14,83,3,1,96,3,16,81,97,0,1,2,80,0,4,16,93,0,3,4,86,0,5,9,81,0,5,14,92,0,2,6,87,0,8,5,98,0,0,2,97,0,1,2,98,0,1,1,92,0,5,3,86,0,3,11,99,0,0,1,84,0,2,14,5,1,30,64,70,0,10,20,5,0,40,55,60,0,9,31,91,2,7,0,91,6,3,94,3,2,1,14,1,9,76,100,5,1,19,23,31,21,9,3,23,35,30,9,7,22,32,30,9,7,20,28,36,9,6,15,32,38,9,6,3,19,63,91,5,1,3,91,4,3,2,91,2,5,2,91,5,1,3,91,4,1,4,91,4,3,2,69,1,0,30,69,1,1,29,69,1,1,29,69,1,1,29,69,1,5,25,69,1,5,25,69,1,2,28,90,1,2,7,90,1,2,7,90,1,0,9,90,1,1,8,90,0,4,6,12,2,12,74,12,1,55,32,12,4,47,37,12,2,51,35,12,3,16,69,12,2,2,84,15,1,46,38,54,0,27,13,3,3,19,0,0,7,34,40,19,0,81,0,20,0,13,67,20,0,33,24,7,8,7,1,20,1,23,16,23,17,21,0,7,32,22,18,21,0,3,71,5,22,2,5,69,2,88,0,10,2,46,0,46,8,53,0,32,15,49,0,19,32,84,0,5,11,98,0,1,1,22,0,1,3,7,26,41,22,0,2,3,7,25,41,23,0,13,37,13,14,23,0,2,9,18,48,23,0,7,21,23,26,72,2,22,4,72,13,4,11,72,10,9,9,23,2,47,28,72,0,14,14,87,1,3,0,0,3,0,0,6,41,0,2,6,5,4,4,2,4,5,1,6,4,5,4,1,6,28,2,42,27,1,28,0,7,18,17,19,8,3,0,30,2,30,31,7,30,2,14,17,25,7,5,3.380952380952381,2.8020234931587753,3.1176470588235294,1.6912404079985373,13.571428571428571,3.649782318588999,3,1.4027622519457354
BA,BIH,Bosnia and Herzegovina,-99,2021-01-13,2020-12-24,100,1,11858.519052650801,0,0,50,87,2367179.0798141584,56,8,2,90,8,13,79,8,6,86,4,19,77,7,19,74,8,10,82,8,11,81,10,7,83,7,5,88,7,4,89,9,8,83,8,16,76,10,2,88,8,10,82,98,1,1,0,87,2,6,5,94,1,2,3,81,1,5,13,81,1,7,11,90,2,5,3,89,1,4,6,93,1,5,1,95,1,1,3,96,0,3,1,92,2,2,4,84,2,1,13,98,0,2,0,90,4,4,2,13,0,27,60,75,0,7,18,15,1,26,58,75,1,7,17,93,1,6,0,93,5,2,95,2,3,0,26,1,5,68,100,17,1,17,22,22,21,23,11,18,28,20,23,17,15,25,20,23,19,16,21,21,23,21,10,17,29,23,25,5,14,33,95,3,1,1,95,3,1,1,95,2,2,1,95,2,2,1,95,3,1,1,95,1,1,3,94,2,0,4,94,2,0,4,94,2,1,3,94,1,3,2,94,2,1,3,94,2,0,4,94,2,0,4,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,24,10,15,51,24,5,42,29,24,10,25,41,24,7,35,34,24,9,14,53,24,7,12,57,25,1,38,36,62,1,26,4,2,5,25,3,2,2,25,43,25,3,68,4,25,2,17,56,25,0,29,17,7,11,5,6,25,2,19,18,18,18,25,3,13,31,13,15,27,1,1,68,3,30,3,2,62,3,85,1,10,4,58,2,36,4,75,2,18,5,65,2,23,10,86,0,10,4,88,1,11,0,32,3,1,2,6,23,33,32,0,0,2,9,23,34,33,4,21,20,12,10,33,0,4,10,19,34,33,0,10,16,25,16,74,4,16,6,74,10,11,5,74,12,9,5,34,3,34,29,71,1,12,16,89,1,1,0,1,3,0,0,5,55,0,5,3,4,3,3,1,2,4,0,5,2,0,1,2,10,40,1,21,37,1,40,0,3,11,16,15,10,5,0,42,8,22,12,16,42,5,10,19,15,5,4,2.566666666666667,1.9945327571990963,2.769230769230769,1.9215378456610457,12.596153846153847,3.291460224161887,2.4615384615384617,1.474775336317146
BA,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,2021-01-13,2021-01-03,100,2,16318.11663392385,2,16318.11663392385,41,92,1750334.4501430995,76,0,2,98,1,16,83,1,3,96,1,21,78,1,27,72,1,13,86,1,11,88,1,5,94,1,4,95,1,2,97,1,9,90,1,15,84,1,6,93,1,17,82,98,1,0,1,84,2,2,12,97,0,1,2,79,1,3,17,73,2,4,21,87,2,2,9,89,2,1,8,95,2,0,3,96,1,0,3,98,1,0,1,91,1,2,6,85,2,3,10,94,1,2,3,83,2,8,7,7,1,23,69,77,0,11,12,7,1,39,53,61,0,7,32,93,3,4,0,93,4,3,96,2,2,0,16,1,7,76,100,9,0,22,39,13,17,11,2,30,39,18,11,4,36,34,15,11,3,35,29,22,11,5,20,32,32,11,5,11,23,50,93,3,0,4,93,2,1,4,93,1,4,2,93,3,1,3,93,2,1,4,93,3,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,34,54,11,0,67,22,11,1,52,36,11,1,54,34,11,4,22,63,11,3,15,71,11,0,48,41,52,0,23,14,6,5,11,1,4,6,21,57,11,1,88,0,13,1,19,67,13,0,27,25,14,10,8,3,13,0,20,20,18,29,13,2,6,34,21,24,14,1,5,76,4,17,2,3,76,2,66,0,26,8,33,1,57,9,48,1,31,20,46,1,29,24,78,0,13,9,85,1,8,6,19,0,1,5,7,23,45,19,0,1,3,10,20,47,19,3,20,29,17,12,19,0,2,10,27,42,19,0,9,19,24,29,72,1,20,7,72,5,9,14,72,5,10,13,20,0,57,23,77,0,12,11,89,0,1,2,0,1,0,0,7,33,0,1,5,6,7,3,3,6,8,1,2,3,6,1,2,13,22,1,40,34,3,22,0,11,16,23,14,11,3,0,24,4,38,17,17,24,3,17,27,23,5,1,2.977777777777778,2.3402494902825377,2,1.0846522890932808,14.277777777777779,3.6510551136458487,2.436619718309859,1.3599621251679577
BA,BIH,Bosnia and Herzegovina,Repuplika Srpska,2021-01-13,2021-01-01,100,1,8201.0773688885,0,0,64,95,1586058.43309555,75,0,2,98,0,17,83,0,5,95,0,13,87,0,18,82,0,9,91,0,14,86,0,2,98,0,5,95,0,2,98,0,6,94,0,14,86,0,0,100,0,16,84,98,0,1,1,83,0,5,12,95,0,2,3,87,0,6,7,82,0,7,11,91,0,1,8,86,0,9,5,98,0,1,1,95,0,1,4,98,0,1,1,94,0,4,2,86,0,3,11,100,0,0,0,84,0,4,12,4,1,25,70,75,0,8,17,4,0,38,58,62,0,6,32,94,3,3,0,94,3,3,97,2,1,0,11,1,9,79,100,5,3,17,22,24,29,8,4,18,34,36,8,6,24,32,30,8,9,19,27,37,8,9,15,29,39,8,9,5,19,59,91,5,0,4,91,4,3,2,91,1,6,2,91,5,1,3,91,4,1,4,91,4,2,3,71,1,0,28,71,1,1,27,71,1,0,28,71,1,0,28,71,1,4,24,71,1,5,23,71,1,2,26,92,0,2,6,92,0,2,6,92,0,0,8,92,0,1,7,92,0,3,5,11,2,11,76,11,0,58,31,11,4,47,38,11,2,54,33,11,3,16,70,11,2,3,84,14,0,51,35,49,0,27,16,5,3,16,0,0,9,34,41,16,0,84,0,16,0,11,73,16,0,37,20,10,6,10,1,16,1,19,17,25,22,17,0,9,29,23,22,17,0,2,75,6,18,1,3,75,3,89,0,9,2,43,0,46,11,53,0,27,20,46,1,15,38,84,0,5,11,97,0,1,2,18,0,1,3,5,26,47,18,0,2,2,7,26,45,19,0,14,32,19,16,19,0,0,7,20,54,19,0,6,23,24,28,71,1,23,5,71,9,6,14,71,7,9,13,19,1,53,27,73,0,13,14,88,1,1,0,1,1,0,0,8,36,0,6,7,2,3,5,2,1,9,1,5,4,5,1,1,12,24,2,49,25,0,24,1,10,20,17,17,9,2,0,25,2,32,29,12,25,1,13,21,25,6,9,3.3095238095238093,2.9835982142871265,3.294117647058823,1.8629514849544841,12.492957746478874,4.613251841741571,3.014705882352941,1.606819859678557
BA,BIH,Bosnia and Herzegovina,-99,2021-01-14,2020-12-24,100,1,11858.519052650801,0,0,49,87,2360785.9413912315,55,8,2,90,8,14,78,8,6,86,4,19,77,7,19,74,8,10,82,8,11,81,10,7,83,7,5,88,7,4,89,9,8,83,8,16,76,10,2,88,8,11,81,98,1,1,0,86,2,6,6,94,1,2,3,81,1,5,13,81,1,7,11,90,2,5,3,89,1,4,6,93,1,5,1,95,1,1,3,96,0,3,1,92,2,2,4,84,2,1,13,98,0,2,0,89,4,5,2,13,0,27,60,75,0,8,17,15,1,25,59,76,1,6,17,94,0,6,0,94,5,1,95,2,3,0,25,1,5,69,100,17,1,17,23,21,21,24,11,17,28,20,24,17,15,24,20,24,19,16,21,20,24,21,10,17,28,24,25,5,14,32,95,3,1,1,95,3,1,1,95,2,2,1,95,2,2,1,95,3,1,1,95,1,1,3,94,2,0,4,94,2,0,4,94,2,1,3,94,1,3,2,94,2,1,3,94,2,0,4,94,2,0,4,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,25,9,15,51,25,5,42,28,25,10,25,40,25,7,35,33,25,8,14,53,25,7,12,56,26,1,37,36,63,1,26,3,2,5,26,3,2,2,25,42,26,3,67,4,26,2,16,56,26,0,28,17,7,11,5,6,26,2,19,18,18,17,26,3,13,31,12,15,28,1,1,67,3,31,3,2,61,3,85,1,10,4,58,2,36,4,75,2,18,5,65,2,23,10,86,0,10,4,88,1,11,0,33,2,1,2,6,23,33,33,0,0,2,9,23,33,34,4,21,19,12,10,34,0,4,9,19,34,34,0,9,16,25,16,75,3,16,6,75,10,10,5,75,11,9,5,35,3,34,28,72,1,11,16,90,1,1,0,1,3,0,0,4,56,0,5,3,4,3,3,1,2,4,0,5,2,0,1,2,9,41,1,21,36,1,41,0,3,10,16,15,10,5,0,43,8,21,12,16,43,5,10,18,15,5,4,2.7096774193548385,2.1164994430599595,2.8333333333333335,1.9924098397912438,12.627450980392158,3.316388302438214,2.450980392156863,1.4874639557340013
