ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EG,EGY,Egypt,Suhaj,2020-12-26,2020-12-24,100,0,0,0,0,70,90,3393124.368802469,58,0,4,0,96,0,4,15,81,0,4,9,87,0,3,32,65,0,4,23,73,0,3,16,81,0,5,16,79,0,2,9,89,0,4,7,89,0,3,3,94,0,3,13,84,0,3,29,68,0,3,6,91,0,2,20,78,100,0,0,0,85,2,7,6,91,1,4,4,68,3,9,20,77,1,9,13,84,1,7,8,84,2,7,7,91,1,5,3,93,0,4,3,97,1,1,1,87,0,4,9,71,0,13,16,94,1,2,3,80,1,8,11,10,0,23,67,79,0,12,9,15,3,7,75,93,0,0,7,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,19,2,10,69,100,0,0,0,0,0,19,0,26,22,18,15,24,6,24,22,24,24,6,24,20,26,24,8,33,21,14,24,5,24,20,27,24,9,16,16,35,0,90,2,6,2,90,3,2,5,90,1,7,2,90,4,2,4,90,4,3,3,90,3,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,2,32,42,24,4,48,24,24,4,36,36,24,4,41,31,24,3,30,43,24,3,30,43,24,0,52,24,48,0,22,13,3,14,25,2,5,15,31,22,25,2,70,3,26,1,22,51,26,0,15,22,11,10,13,3,26,0,23,10,19,22,26,0,15,24,25,10,27,0,5,54,14,28,1,2,56,13,68,0,16,16,52,0,31,17,64,0,19,17,59,0,16,25,70,0,15,15,70,0,19,11,29,0,5,2,9,24,31,29,1,3,7,10,19,31,33,1,20,27,10,9,33,1,8,12,10,36,33,1,17,24,14,11,59,7,24,10,59,6,26,9,59,3,27,11,33,1,33,33,67,1,14,18,86,0,8,0,1,2,0,0,3,53,0,4,9,0,6,3,2,4,1,0,4,3,1,3,2,5,38,1,46,11,0,4,38,2,16,21,17,4,2,0,0,41,3,25,7,24,41,2,12,26,15,4,0,2.6458333333333335,1.9731127080998816,4.133333333333334,3.1365738056189976,15.857142857142858,2.9134707289265305,4.038461538461538,1.781842387140162
EG,EGY,Egypt,-99,2020-12-27,2020-12-27,132,1,100174.575690442,1,100174.575690442,185,110,3599206.4074104517,68,0,17,4,111,0,13,26,93,0,15,9,108,0,12,38,82,0,12,38,82,0,12,27,93,0,15,20,97,0,15,14,103,0,16,4,112,0,11,11,110,0,13,18,101,0,10,39,83,0,14,7,111,0,13,31,88,128,0,3,1,106,3,7,16,123,1,5,3,94,5,11,22,94,5,14,19,105,5,9,13,112,2,8,10,118,3,7,4,128,0,3,1,121,1,6,4,114,3,6,9,93,3,15,21,125,2,2,3,101,3,14,14,20,2,56,54,80,1,21,30,26,7,15,84,118,0,7,7,125,0,0,5,2,125,0,6,1,0,126,0,3,3,0,41,6,12,73,132,0,0,0,0,0,29,1,34,25,26,17,46,10,24,33,19,46,17,27,21,21,46,20,36,18,12,46,17,28,21,20,46,20,16,20,30,0,120,5,2,5,120,4,4,4,120,2,7,3,120,6,1,5,120,4,5,3,120,4,2,6,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,0,47,4,44,37,47,5,58,22,47,4,30,51,47,5,52,28,47,8,21,56,47,4,34,47,49,0,52,31,80,0,29,11,6,6,51,1,4,17,23,36,51,0,79,2,53,3,10,66,53,1,26,26,11,5,5,5,53,2,18,15,24,20,53,2,21,26,27,3,53,1,2,64,12,54,4,6,53,15,88,2,37,5,74,2,42,14,102,2,19,9,80,1,27,24,111,0,13,8,98,1,28,5,55,3,0,8,10,18,38,55,3,0,9,15,23,27,58,1,25,28,12,8,58,1,6,5,20,42,58,1,14,22,17,20,96,6,19,11,96,11,18,7,96,15,14,7,58,1,45,28,104,0,10,18,122,0,1,1,0,1,0,1,6,78,0,1,8,4,9,2,0,4,8,1,1,6,0,2,2,6,62,0,46,22,0,2,62,1,15,19,22,6,5,1,1,64,3,42,11,12,64,3,11,27,20,6,1,3.734375,3.0406880356522485,4.225,2.7126248051165005,15.206349206349206,3.583828958686551,3.2711864406779663,1.9637271781379924
EG,EGY,Egypt,Ad Daqahliyah,2020-12-27,2020-12-27,117,2,77503.1582549412,1,54795.613249409296,136,105,4262546.619358255,71,0,2,2,113,0,3,21,93,0,3,6,108,0,2,42,73,0,2,40,75,0,3,34,80,0,2,13,102,0,3,9,105,0,4,13,100,0,3,5,109,0,3,16,98,0,2,36,79,0,3,8,106,0,3,34,80,115,0,1,1,96,2,11,8,111,0,4,2,75,1,19,22,77,1,19,20,83,0,19,15,104,0,9,4,108,0,4,5,104,1,6,6,112,0,2,3,101,0,13,3,81,1,15,20,109,0,7,1,83,0,19,15,12,0,45,60,75,1,12,29,16,1,16,84,101,0,7,9,110,0,1,6,0,110,0,5,2,0,112,0,3,2,0,24,2,7,84,117,0,0,0,0,0,16,0,32,32,16,21,23,2,36,36,20,23,8,37,26,23,23,10,46,25,13,23,9,32,30,23,23,9,20,21,44,0,110,1,4,2,110,2,3,2,110,3,2,2,110,2,2,3,110,4,1,2,110,4,2,1,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,23,4,47,43,23,5,57,32,23,8,36,50,23,5,55,34,23,5,22,67,23,5,32,57,24,0,63,30,54,0,34,16,7,6,26,0,2,17,38,34,26,0,88,3,28,0,20,69,28,0,26,30,11,7,4,11,28,0,23,18,28,20,28,1,19,41,20,8,30,0,6,73,8,32,1,8,65,11,71,1,34,11,61,2,39,15,82,2,19,14,63,1,29,24,96,1,14,6,86,1,22,8,34,0,6,6,17,28,26,34,0,1,12,20,16,34,37,0,41,29,7,3,37,0,9,10,16,45,37,0,19,18,17,26,80,3,21,13,80,6,20,11,80,6,21,10,37,0,41,39,78,0,17,22,101,0,3,1,2,3,0,0,7,60,0,2,16,5,9,2,1,4,4,0,1,3,0,0,2,8,41,0,54,20,0,2,41,0,21,21,24,4,4,1,1,43,1,32,9,32,43,1,4,32,20,11,6,3.710144927536232,2.7975906087169444,3.6,2.4876163880545663,14.95945945945946,2.9163647346409256,3.5588235294117645,1.7567129493186344
EG,EGY,Egypt,Al Bahr al Ahmar,2020-12-27,2020-12-21,100,0,0,0,0,59,90,1303764.4036548028,66,0,2,3,95,0,0,12,88,0,1,5,94,0,1,20,79,0,1,20,79,0,1,21,78,0,0,12,88,0,1,10,89,0,0,1,99,0,1,3,96,0,1,9,90,0,2,18,80,0,1,6,93,0,1,21,78,97,0,0,3,88,1,3,8,95,0,3,2,80,1,4,15,80,1,7,12,79,1,9,11,88,1,3,8,90,1,4,5,99,0,0,1,97,1,1,1,91,0,4,5,82,1,6,11,94,0,4,2,79,0,12,9,9,1,21,69,79,0,5,16,10,1,14,75,87,0,4,9,96,0,0,4,0,96,0,3,1,0,97,0,2,1,0,16,3,7,74,100,0,0,0,0,0,14,1,26,21,10,28,15,4,29,27,25,15,8,33,25,19,15,10,39,14,22,15,9,29,22,25,15,10,19,13,43,0,95,1,2,2,95,2,1,2,95,1,2,2,95,2,1,2,95,2,2,1,95,2,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,32,48,18,3,53,26,18,1,36,45,18,4,47,31,18,3,14,65,18,3,30,49,22,1,50,27,50,0,27,10,9,4,23,0,2,14,32,29,23,0,77,0,23,0,11,66,23,1,21,24,11,13,4,3,23,1,24,12,21,19,23,1,22,26,21,7,24,2,3,63,8,24,4,4,60,8,68,0,26,6,48,0,31,21,64,0,18,18,54,0,20,26,86,0,9,5,70,0,23,7,28,1,2,2,9,19,39,28,1,1,6,11,16,37,31,1,23,20,14,11,31,0,6,10,11,42,31,0,20,20,13,16,60,3,31,6,60,14,17,9,60,14,18,8,31,0,34,35,65,0,15,20,85,0,6,0,2,2,0,1,4,51,0,1,8,4,5,0,2,0,1,2,0,1,0,17,0,8,33,0,46,19,0,2,33,1,9,23,21,9,3,1,0,34,2,51,8,5,34,1,13,32,14,4,2,3.2222222222222223,2.5035328573191857,3.5333333333333337,2.695675549220764,15.051724137931032,3.610036758296132,3.169491525423729,1.7034705180781455
EG,EGY,Egypt,Al Buhayrah,2020-12-27,2020-12-26,100,1,134008.340885252,1,134008.340885252,126,90,6013111.496135443,63,0,4,4,92,0,3,22,75,0,4,9,87,0,2,38,60,0,4,32,64,0,2,35,63,0,2,22,76,0,4,15,81,0,3,9,88,0,4,10,86,0,3,19,78,0,3,33,64,0,3,9,88,0,2,31,67,96,0,3,1,78,1,8,13,91,0,6,3,62,2,14,22,68,3,9,20,65,2,18,15,78,2,9,11,85,0,9,6,91,0,6,3,90,1,5,4,81,0,13,6,67,0,12,21,91,1,7,1,69,2,16,13,9,1,46,44,57,1,21,21,13,2,12,73,88,0,4,8,96,0,0,3,1,96,0,3,1,0,97,0,2,1,0,20,1,14,65,100,0,0,0,0,0,16,1,21,22,24,16,23,1,28,25,23,23,4,32,23,18,23,3,35,27,12,23,4,25,26,22,23,4,21,18,34,0,87,6,6,1,87,6,5,2,87,2,10,1,87,8,3,2,87,7,4,2,87,7,5,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,2,43,32,23,4,48,25,23,6,24,47,23,4,54,19,23,7,15,55,23,7,39,31,24,0,57,19,43,1,28,12,4,12,24,0,4,16,31,25,24,0,73,3,25,0,19,56,25,0,14,20,13,7,6,15,25,0,12,16,23,24,26,1,17,28,21,7,28,0,7,59,6,30,1,5,55,9,57,2,32,9,52,1,28,19,76,1,14,9,47,1,23,29,85,0,9,6,61,0,25,14,34,0,1,4,14,19,28,34,0,3,9,13,18,23,36,0,28,24,4,8,36,0,9,12,12,31,36,0,17,17,14,16,66,4,28,2,66,8,22,4,66,8,23,3,36,0,39,25,75,0,10,15,90,0,1,0,2,2,0,1,4,51,0,5,17,2,3,3,0,4,1,1,0,1,0,0,2,10,36,1,54,9,0,0,36,0,15,27,17,4,1,0,0,36,2,18,9,35,36,0,9,34,10,7,4,3.4782608695652173,2.253159191604312,3.1621621621621623,2.1668399099137887,14.483870967741936,3.410408059253133,4.016393442622951,1.8840718606136775
EG,EGY,Egypt,Al Fayyum,2020-12-27,2020-12-25,100,2,82377.0934294832,2,82377.0934294832,81,92,3311595.3139506397,51,0,6,5,89,0,6,16,78,0,6,5,89,0,6,33,61,0,6,20,74,0,7,22,71,0,7,9,84,0,7,10,83,0,6,7,87,0,6,4,90,0,6,13,81,0,5,35,60,0,6,9,85,0,6,25,69,95,0,4,1,84,2,6,8,95,0,0,5,67,3,13,17,80,2,9,9,78,3,10,9,91,2,3,4,90,1,6,3,93,1,4,2,96,0,3,1,87,1,7,5,65,2,15,18,91,1,6,2,75,1,15,9,8,0,29,63,73,0,12,15,10,4,14,72,86,1,2,11,98,0,0,1,1,98,0,2,0,0,98,0,1,1,0,17,1,11,71,100,0,0,0,0,0,11,1,35,24,16,13,17,1,31,34,17,17,7,35,24,17,17,6,44,21,12,17,6,30,24,23,17,6,17,21,39,0,90,5,1,4,90,6,2,2,90,4,6,0,90,5,2,3,90,5,5,0,90,6,3,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,3,43,37,17,3,57,23,17,6,44,33,17,4,54,25,17,5,31,47,17,4,41,38,18,0,57,25,43,0,27,13,4,13,19,1,2,21,33,24,19,2,75,4,24,1,22,53,24,0,18,21,15,10,9,3,24,1,20,14,26,15,25,1,12,32,22,8,29,2,5,59,5,36,4,4,51,5,57,0,34,9,43,1,39,17,56,2,22,20,46,1,17,36,69,1,14,16,59,1,26,14,40,2,2,3,12,20,21,40,1,3,3,18,15,20,44,0,16,27,4,9,44,0,4,11,11,30,44,0,14,15,7,20,71,4,22,3,71,6,19,4,71,8,17,4,44,0,28,28,72,0,16,12,85,1,5,1,1,3,0,2,2,57,1,4,5,6,5,1,0,4,4,0,0,0,1,1,0,11,48,1,40,11,0,0,48,0,15,17,11,7,2,0,0,48,3,15,6,28,48,0,8,25,14,3,2,3.0714285714285716,2.395883916273854,3,2.3151673805580453,14.48936170212766,3.5131575072397907,3.979166666666666,2.148622352621418
EG,EGY,Egypt,Al Gharbiyah,2020-12-27,2020-12-26,100,3,111122.6205425389,2,94741.53651250151,172,92,4764828.103970427,61,0,3,3,94,0,3,17,80,0,3,10,87,0,3,40,57,0,1,27,72,0,3,26,71,0,2,14,84,0,3,16,81,0,3,6,91,0,3,5,92,0,3,16,81,0,3,39,58,0,3,8,89,0,3,25,72,97,0,1,2,83,1,6,10,90,1,5,4,60,3,15,22,73,0,12,15,74,1,12,13,86,0,9,5,84,1,8,7,94,1,3,2,95,0,5,0,84,1,11,4,61,4,22,13,92,0,6,2,75,3,14,8,8,0,48,44,53,0,19,28,9,1,16,74,84,0,5,11,95,0,2,2,1,95,0,3,2,0,97,0,3,0,0,16,0,16,68,100,0,0,0,0,0,13,0,33,26,19,9,17,8,30,24,21,17,8,32,26,17,17,10,42,20,11,17,12,27,21,23,17,13,13,20,37,0,85,3,6,6,85,2,6,7,85,2,9,4,85,3,4,8,85,3,5,7,85,2,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,2,39,40,19,5,50,26,19,7,29,45,19,5,47,29,19,6,24,51,19,4,42,35,22,0,54,24,46,0,31,12,2,9,26,1,1,11,26,35,26,0,71,3,27,3,17,53,27,0,30,20,11,6,3,3,27,0,15,23,22,13,27,0,20,34,16,3,27,0,4,67,2,30,1,0,67,2,62,1,31,6,51,2,39,8,72,1,20,7,54,0,30,16,77,0,17,6,59,1,36,4,32,1,1,9,14,20,23,32,0,3,7,11,25,22,35,0,24,26,8,7,35,0,5,13,14,33,35,0,19,20,11,15,61,3,25,11,61,11,22,6,61,9,25,5,36,0,29,35,65,0,18,17,83,1,1,2,0,4,1,1,7,54,0,0,11,2,4,1,1,5,4,0,1,0,2,3,4,8,38,0,44,18,0,0,38,0,15,23,17,5,2,0,0,38,1,30,10,21,38,0,4,36,16,5,1,3.275362318840579,2.508128303612632,3.883720930232558,2.6476341849675227,15.20967741935484,2.740928984398272,3.95,1.789091237926987
EG,EGY,Egypt,Al Iskandariyah,2020-12-27,2020-12-27,222,10,110451.57408015923,8,94652.469465079,354,204,3327400.3072226546,147,0,4,16,202,0,4,56,162,0,4,26,192,0,2,85,135,0,5,66,151,0,2,77,143,0,4,42,176,0,4,35,183,0,4,24,194,0,2,17,203,0,4,30,188,0,5,80,137,0,5,19,198,0,3,55,164,206,0,13,3,166,1,30,25,196,1,18,7,137,4,30,51,156,3,26,37,145,2,41,34,180,2,25,15,187,2,23,10,198,0,16,8,205,2,14,1,192,1,20,9,142,2,37,41,203,1,15,3,167,3,29,23,17,1,103,101,120,0,42,60,18,3,31,170,191,2,16,13,206,0,3,8,5,206,0,9,7,0,213,0,5,4,0,40,4,31,147,222,0,0,0,0,0,21,1,61,63,39,37,38,3,56,72,53,38,7,73,61,43,38,10,96,47,31,38,9,64,58,53,38,10,30,56,88,0,192,14,10,6,192,14,8,8,192,2,24,4,192,16,4,10,192,13,11,6,192,15,10,5,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,41,5,81,95,41,3,120,58,41,7,79,95,41,5,104,72,41,6,37,138,41,3,100,78,46,0,105,71,117,0,58,23,12,12,47,2,4,34,63,72,47,2,169,4,49,3,41,129,49,0,67,59,19,14,6,8,49,0,44,38,51,40,52,0,37,76,44,13,54,1,14,141,12,57,0,10,147,8,143,3,65,11,105,6,91,20,146,8,50,18,121,3,59,39,186,2,22,12,125,5,76,16,59,2,3,12,34,47,65,59,2,10,18,39,43,51,63,1,67,63,12,16,63,0,16,16,36,91,63,0,33,43,37,46,146,7,58,11,146,15,49,12,146,12,51,13,64,0,75,83,139,0,25,58,198,1,5,2,1,2,0,2,11,125,1,2,16,7,11,1,1,11,8,1,4,9,2,2,10,11,70,3,88,60,0,1,70,0,27,60,39,19,7,0,0,74,3,125,13,7,74,1,14,67,56,6,4,3.597315436241611,2.84015478995578,3.7777777777777772,3.0234208535907783,14.979020979020978,3.660732881808115,3.50354609929078,1.5474592700625542
EG,EGY,Egypt,Al Isma`iliyah,2020-12-27,2020-12-24,100,3,215871.7387129372,1,18785.5123659174,134,90,2331373.9826247934,66,0,3,5,92,0,2,21,77,0,3,11,86,0,3,37,60,0,3,29,68,0,3,22,75,0,3,14,83,0,3,15,82,0,4,7,89,0,1,6,93,0,3,14,83,0,1,36,63,0,3,10,87,0,1,29,70,95,3,2,0,79,2,10,9,89,4,4,3,63,3,14,20,71,2,12,15,78,3,10,9,86,2,8,4,85,4,5,6,93,2,5,0,94,2,3,1,86,1,8,5,64,3,13,20,90,2,6,2,71,4,16,9,10,0,33,57,69,0,14,17,12,2,15,71,85,0,3,12,97,0,0,3,0,97,0,2,1,0,98,0,2,0,0,17,4,14,65,100,0,0,0,0,0,13,1,23,24,25,14,18,2,27,30,23,18,4,35,25,18,18,3,44,18,17,18,5,31,19,27,18,6,17,16,43,0,86,3,7,4,86,3,6,5,86,1,12,1,86,4,3,7,86,1,9,4,86,3,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,0,41,40,19,0,68,13,19,3,34,44,19,1,55,25,19,3,15,63,19,0,25,56,20,0,52,28,48,0,23,17,7,5,20,3,3,13,27,34,20,1,78,1,22,3,18,57,22,0,17,30,9,12,4,6,22,0,23,21,13,21,22,0,14,47,13,4,23,0,6,67,4,23,0,5,67,5,59,1,36,4,32,1,54,13,66,1,26,7,45,3,26,26,85,2,9,4,75,1,20,4,25,0,2,3,18,23,29,25,0,3,10,15,16,31,32,1,32,26,4,5,32,0,3,11,21,33,32,0,14,20,17,17,66,2,22,10,66,6,21,7,66,6,13,15,32,1,42,25,75,0,8,17,92,0,3,2,0,1,0,1,1,50,0,2,14,7,1,3,2,3,2,0,1,4,1,0,2,8,33,0,46,20,0,1,33,0,11,24,22,9,1,0,0,33,3,48,7,9,33,3,6,30,24,2,2,3.8548387096774195,2.907575037124542,4.884615384615385,3.0896850723259557,15.015151515151516,3.4484887403143123,3.9193548387096775,1.7014784997584125
EG,EGY,Egypt,Al Jizah,2020-12-27,2020-12-27,200,1,6303.98689288922,0,0,217,181,3728183.0759716714,122,0,3,3,194,0,2,47,151,0,3,15,182,0,3,66,131,0,4,65,131,0,4,48,148,0,2,32,166,0,3,23,174,0,4,16,180,0,4,9,187,0,2,16,182,0,3,49,148,0,3,11,186,0,1,49,150,197,0,0,3,153,2,20,25,185,1,8,6,134,2,26,38,135,2,28,35,152,2,20,26,168,2,16,14,177,1,13,9,184,0,4,12,191,0,8,1,184,1,10,5,151,4,26,19,189,1,4,6,151,0,30,19,19,0,60,121,142,0,27,31,21,1,28,150,172,0,6,22,194,0,3,3,0,194,0,3,3,0,197,0,3,0,0,28,4,17,151,200,0,0,0,0,0,23,0,52,57,38,30,32,4,64,58,42,32,11,68,54,35,32,9,90,43,26,32,9,68,43,48,32,10,33,36,89,0,183,8,3,6,183,7,6,4,183,3,11,3,183,9,3,5,183,7,6,4,183,6,9,2,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,36,8,83,73,36,9,111,44,36,10,68,86,36,8,91,65,36,11,43,110,36,5,73,86,40,0,101,59,99,1,57,27,7,9,44,3,1,31,63,58,44,1,150,5,50,3,28,119,50,1,45,56,22,16,7,3,50,3,32,28,54,33,53,1,33,75,30,8,54,2,19,114,11,58,2,11,115,14,120,2,65,13,92,2,80,26,135,2,44,19,112,2,42,44,159,2,24,15,130,2,54,14,60,3,7,6,20,45,59,60,3,13,18,21,40,45,63,2,52,51,20,12,63,1,14,23,35,64,63,1,38,38,24,36,125,16,50,9,125,18,42,15,125,19,36,20,67,1,69,63,137,0,27,36,176,0,7,1,4,1,1,0,10,108,0,0,14,2,13,3,4,6,11,0,1,6,3,3,4,22,75,2,84,38,0,1,75,2,31,39,31,16,5,1,0,77,4,88,10,21,77,4,10,49,46,12,2,3.789915966386555,2.9397162020866423,3.9622641509433962,3.0882050060919966,15.426724137931034,3.148674193277592,3.571428571428572,1.7944573608969425
