ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PRT,Portugal,Braga,2021-01-13,2021-01-04,100,0,0,0,0,16,96,495053.66320847103,56,0,0,100,0,9,91,0,0,100,0,8,92,0,14,86,0,5,95,0,0,100,0,3,97,0,0,100,0,2,98,0,2,98,0,13,87,0,6,94,0,12,88,100,0,0,0,91,0,1,8,100,0,0,0,92,0,0,8,86,0,3,11,95,0,1,4,100,0,0,0,97,0,1,2,100,0,0,0,98,0,1,1,98,0,0,2,87,0,0,13,94,0,0,6,88,0,3,9,3,1,11,85,90,0,3,7,4,3,45,48,55,1,13,31,87,4,7,2,87,2,11,0,98,1,1,0,21,1,12,66,7,1,0,92,0,0,7,0,47,30,11,5,9,4,41,36,10,9,5,57,24,5,9,6,53,25,7,9,7,42,31,11,9,7,16,38,30,0,88,2,1,9,88,3,1,8,88,3,2,7,88,3,1,8,88,2,2,8,88,3,2,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,47,42,10,2,60,28,10,1,33,56,10,1,29,60,10,3,1,86,10,2,5,83,10,2,34,54,66,0,23,4,5,2,12,0,0,6,26,56,12,1,87,0,12,2,12,74,12,0,77,7,2,0,0,2,12,0,21,14,19,34,15,2,40,34,8,1,16,0,17,65,2,19,1,16,62,2,53,0,46,1,40,0,60,0,67,2,29,2,71,1,22,6,99,0,1,0,95,0,5,0,22,0,1,3,13,25,36,22,0,1,2,15,25,35,22,1,44,27,2,4,22,0,11,18,26,23,22,0,21,30,19,8,50,4,39,7,50,10,12,28,50,5,25,20,24,1,41,34,66,0,10,24,91,1,0,0,0,0,1,1,6,50,1,0,4,1,4,1,5,5,1,0,2,8,2,0,0,16,42,1,23,34,0,0,42,0,11,13,16,10,5,3,0,42,1,23,7,27,42,0,1,15,28,13,1,2.5483870967741935,1.7095556864756674,1.6666666666666667,1.2110601416389966,10.666666666666666,2.9310252627551834,3,1.3764944032233706
PRT,Portugal,Coimbra,2021-01-13,2021-01-03,100,0,0,0,0,30,98,397102.6171233895,62,1,0,99,1,12,87,0,0,100,1,11,88,1,18,81,1,5,94,0,8,92,1,0,99,1,1,98,1,0,99,1,1,98,1,12,87,1,6,93,1,15,84,100,0,0,0,88,0,0,12,100,0,0,0,89,0,2,9,82,1,2,15,95,0,1,4,92,0,1,7,100,0,0,0,99,0,0,1,100,0,0,0,99,0,0,1,88,1,2,9,94,1,1,4,85,1,6,8,2,0,16,82,85,0,5,10,3,0,39,58,61,0,15,24,85,4,10,1,85,1,14,0,99,0,1,0,19,1,5,75,28,1,3,68,0,0,9,1,44,30,11,5,12,6,29,45,8,12,3,54,27,4,12,1,54,28,5,12,3,40,37,8,12,4,18,40,26,0,95,1,0,4,95,1,0,4,95,0,2,3,95,1,1,3,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,30,61,9,0,50,41,9,0,28,63,9,0,31,60,9,0,3,88,9,0,7,84,10,0,32,58,68,0,18,7,3,4,10,1,0,6,26,57,10,2,88,0,13,2,15,70,13,0,71,8,0,1,0,7,13,1,25,16,17,28,13,2,33,42,8,2,15,0,12,71,2,16,1,9,72,2,70,1,29,0,50,1,49,0,72,1,27,0,69,1,24,6,97,0,3,0,93,0,7,0,17,0,0,5,11,25,42,17,0,0,3,17,26,37,19,1,38,31,7,4,19,0,12,12,18,39,19,0,18,14,27,22,69,3,27,1,69,13,6,12,69,13,9,9,20,0,38,42,58,0,14,28,88,1,0,0,1,3,1,0,6,50,0,0,7,1,7,0,2,13,1,0,2,2,3,0,1,11,32,0,26,42,0,0,32,0,10,13,18,10,9,5,3,37,1,30,14,18,37,0,5,13,26,14,5,3.428571428571428,3.155627226602868,1.866666666666667,1.1254628677422756,10.27659574468085,3.405252513522465,2.6166666666666667,1.4153117482140705
PRT,Portugal,Faro,2021-01-13,2021-01-03,100,1,3140.35630645838,0,0,20,95,367912.00690616155,64,0,2,98,1,12,87,1,0,99,1,10,89,1,20,79,1,10,89,1,2,97,1,2,97,1,1,98,1,4,95,1,5,94,1,6,93,1,10,89,1,8,91,98,0,1,1,88,0,3,9,100,0,0,0,90,0,4,6,80,0,6,14,90,0,0,10,98,0,0,2,98,0,2,0,99,0,0,1,96,0,4,0,95,0,1,4,94,0,1,5,90,0,2,8,92,0,2,6,3,2,12,83,88,0,6,6,3,1,37,59,63,2,10,25,90,3,7,0,90,3,7,0,97,0,3,0,16,3,6,75,11,0,0,89,0,0,3,1,43,35,14,4,6,5,49,32,8,6,6,51,32,5,6,5,52,29,8,6,6,39,37,12,6,8,22,32,32,0,94,1,2,3,94,3,1,2,94,2,1,3,94,2,2,2,94,3,0,3,94,3,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,4,35,55,6,2,65,27,6,4,45,45,6,4,36,54,6,5,2,87,6,4,6,84,6,0,39,55,61,0,25,9,3,2,6,0,0,4,33,57,6,0,92,2,6,1,6,87,6,1,64,23,1,2,0,3,6,1,28,13,27,25,6,4,31,42,12,5,7,2,15,75,1,9,1,12,76,2,65,0,33,2,35,0,63,2,55,1,42,2,64,0,31,5,98,1,1,0,94,1,4,1,11,3,0,1,16,24,45,11,3,0,1,12,24,49,11,1,39,34,11,4,11,1,10,16,27,35,11,1,16,28,30,14,56,2,37,5,56,17,10,17,56,16,14,14,13,2,45,40,60,0,20,20,85,2,2,0,1,2,1,0,7,41,0,3,7,6,1,1,3,4,1,0,2,2,1,15,3,10,33,1,29,36,0,1,33,0,4,11,16,15,10,11,0,36,2,40,9,13,36,2,9,19,29,4,1,3.6764705882352944,2.578707548428254,1.8000000000000003,0.7888106377466154,10.339622641509434,3.95621903913716,2.533333333333333,1.455168074242211
PRT,Portugal,Leiria,2021-01-13,2021-01-03,100,0,0,0,0,16,92,348856.00750175584,67,0,0,100,0,6,94,0,2,98,0,9,91,0,19,81,0,11,89,0,5,95,0,2,98,0,3,97,0,2,98,0,4,96,0,13,87,0,5,95,0,15,85,100,0,0,0,94,1,1,4,98,0,1,1,91,0,6,3,81,1,1,17,89,0,3,8,95,0,4,1,98,0,1,1,97,0,2,1,98,0,1,1,96,0,3,1,87,1,3,9,95,1,0,4,85,0,5,10,7,1,10,82,91,0,4,5,10,3,31,56,69,0,8,23,92,2,6,0,92,3,5,0,97,1,2,0,21,4,6,69,22,0,1,77,0,0,13,0,49,29,8,1,15,1,42,34,8,15,2,57,21,5,15,4,57,20,4,15,2,49,28,6,15,4,23,35,23,0,95,3,0,2,95,3,0,2,95,2,1,2,95,3,0,2,95,3,0,2,95,3,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,34,49,15,0,58,27,15,0,33,52,15,1,26,58,15,1,0,84,15,1,5,79,15,0,31,54,69,0,21,4,5,1,15,0,0,5,26,54,15,0,84,1,16,1,10,73,16,0,67,11,2,0,0,4,16,0,17,18,28,21,16,2,25,45,9,3,16,0,13,70,1,17,2,13,64,4,66,2,31,1,42,3,54,1,67,1,30,2,74,1,23,2,100,0,0,0,95,1,4,0,17,1,0,2,13,25,42,17,0,0,3,13,22,45,17,2,39,36,5,1,17,0,4,12,29,38,17,0,16,25,18,24,59,3,33,5,59,10,10,21,59,9,12,20,19,3,41,37,63,0,13,24,89,2,2,0,1,2,1,0,3,48,0,1,8,7,2,1,2,3,1,0,1,11,1,5,3,6,33,1,27,39,0,0,33,1,13,9,16,16,8,4,0,33,2,30,13,22,33,0,3,18,33,12,1,2.8285714285714287,2.490992175179746,1.7500000000000002,1.3887301496588271,9.818181818181818,3.687269938038114,2.746031746031746,1.0920276194110567
PRT,Portugal,Lisboa,2021-01-13,2021-01-13,364,1,3352.94229133677,0,0,63,349,1208591.3484576365,223,2,2,360,2,38,324,2,5,357,3,44,317,3,55,306,2,23,339,4,19,341,2,11,351,2,14,348,2,5,357,3,16,345,1,55,308,3,26,335,3,53,308,362,0,2,0,326,2,8,28,359,0,2,3,320,1,12,31,309,0,14,41,341,1,8,14,345,1,6,12,353,1,4,6,350,0,4,10,359,0,3,2,348,0,7,9,309,0,15,40,338,1,10,15,311,1,22,30,14,1,35,314,329,0,10,25,16,1,137,210,228,1,21,114,343,4,15,2,343,5,15,1,359,1,4,0,41,3,39,281,23,2,2,337,0,0,27,0,162,113,41,21,35,15,136,151,27,35,19,199,94,17,35,17,187,100,25,35,21,152,122,34,35,25,57,156,91,0,327,12,4,21,327,9,6,22,327,6,13,18,327,9,5,23,327,12,3,22,327,10,4,23,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,364,0,0,0,37,10,127,190,37,6,229,92,37,9,147,171,37,9,122,196,37,11,10,306,37,6,63,258,38,0,134,192,230,0,90,16,14,14,41,2,1,15,96,209,41,2,319,2,49,2,70,243,49,0,270,33,4,1,0,7,49,1,83,66,87,78,54,5,120,148,32,5,55,0,60,242,7,62,6,46,241,9,237,2,124,1,136,4,224,0,217,2,144,1,242,2,100,20,354,0,9,1,301,2,61,0,64,2,2,12,42,86,156,64,0,6,12,43,93,146,66,4,143,123,20,8,66,0,33,55,102,108,66,0,63,87,89,59,214,13,114,23,214,44,24,82,214,29,65,56,67,8,128,161,203,1,70,90,306,5,9,1,11,7,3,2,20,179,2,1,12,4,12,5,15,19,1,0,10,23,8,10,11,52,134,3,90,136,0,1,134,0,30,52,41,50,37,16,4,138,9,146,45,26,138,6,30,91,76,20,3,2.881944444444445,2.22979358001574,2.0384615384615383,1.6366006044424943,10.54140127388535,3.6505890741012035,2.5981308411214954,1.269799533800381
PRT,Portugal,Madeira,2021-01-13,2021-01-03,100,0,0,0,0,17,99,354396.7669323614,57,1,0,99,1,7,92,1,3,96,1,15,84,1,19,80,1,7,92,1,6,93,1,4,95,1,1,98,1,1,98,1,2,97,0,18,82,1,5,94,1,13,86,100,0,0,0,93,1,1,5,97,0,0,3,85,1,7,7,81,2,4,13,93,1,4,2,94,1,2,3,96,0,3,1,99,1,0,0,99,0,0,1,98,0,2,0,82,2,4,12,95,1,2,2,87,1,4,8,1,0,8,91,92,0,2,6,2,1,39,58,61,0,15,24,85,0,12,3,85,1,14,0,99,0,1,0,18,0,8,74,51,0,1,48,0,0,4,0,47,32,10,7,8,5,38,38,11,8,6,55,24,7,8,3,49,29,11,8,8,44,29,11,8,8,22,36,26,0,92,3,0,5,92,2,2,4,92,2,2,4,92,3,1,4,92,3,0,5,92,2,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,25,66,8,1,59,32,8,0,48,44,8,1,34,57,8,2,6,84,8,2,10,80,11,0,34,55,66,0,22,9,1,2,11,0,0,7,30,52,11,1,88,0,13,0,12,75,13,0,66,16,2,0,0,3,13,0,18,21,35,13,13,0,32,46,9,0,13,0,26,60,1,13,0,28,57,2,75,0,24,1,42,0,57,1,52,0,48,0,66,1,23,10,94,0,4,2,90,0,9,1,14,2,1,4,12,20,47,14,0,1,2,10,20,53,15,0,46,28,8,3,15,1,9,13,26,36,15,0,18,23,22,22,59,2,29,10,59,8,8,25,59,7,13,21,17,0,22,61,39,0,26,35,80,5,3,0,1,2,0,0,9,58,0,1,2,2,4,2,0,7,0,0,2,1,8,6,0,7,40,1,29,30,0,0,40,0,7,8,9,12,19,4,1,43,2,38,10,7,43,2,4,18,24,8,1,2.526315789473684,1.8119250939899367,2.2857142857142856,1.1126972805283737,10.416666666666666,3.140899270424054,2.5576923076923075,1.363580372724998
PRT,Portugal,Porto,2021-01-13,2021-01-13,292,0,0,0,0,42,284,1147168.020988895,190,2,0,290,2,10,280,3,8,281,2,18,272,2,37,253,3,13,276,2,16,274,2,2,288,2,4,286,3,3,286,2,9,281,4,27,261,4,19,269,2,33,257,292,0,0,0,282,0,3,7,284,0,1,7,274,0,3,15,255,0,8,29,279,0,4,9,276,1,5,10,290,0,1,1,288,0,2,2,289,0,1,2,283,0,3,6,265,0,8,19,273,0,5,14,259,0,10,23,5,3,24,260,269,1,7,15,7,1,125,159,167,1,24,100,268,1,22,1,268,6,17,1,286,0,6,0,34,4,16,238,10,1,7,272,2,0,18,0,161,79,23,11,29,11,124,101,27,29,11,169,73,10,29,15,168,64,16,29,17,134,94,18,29,18,66,100,79,0,278,1,3,10,278,1,2,11,278,0,6,8,278,1,2,11,278,1,2,11,278,1,3,10,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,292,0,0,0,27,6,106,153,27,2,183,80,27,4,124,137,27,5,111,149,27,7,9,249,27,4,40,221,29,0,118,145,174,0,79,18,9,12,32,1,1,21,83,154,32,2,256,2,34,3,58,197,34,0,221,28,4,0,1,4,34,1,55,43,68,91,40,1,99,127,18,7,43,0,58,188,3,46,5,54,181,6,186,2,101,3,110,4,178,0,168,3,120,1,181,1,88,22,283,2,6,1,252,1,38,1,50,2,3,9,54,57,117,50,2,4,9,45,74,108,52,2,117,95,24,2,52,0,31,49,76,84,52,0,59,91,52,38,143,11,123,15,143,34,31,84,143,28,58,63,57,4,111,120,172,0,45,75,250,4,6,0,7,3,1,1,20,140,1,0,21,8,12,2,10,19,4,1,3,12,7,10,2,40,96,0,75,120,1,0,96,0,27,48,49,34,21,15,2,99,5,133,35,20,99,2,20,60,85,21,5,3.0555555555555554,2.3192458630519095,1.85,1.4964871146156007,10.512820512820513,3.676406344011253,2.4946236559139785,1.307968558296195
PRT,Portugal,Santar<c3><a9>m,2021-01-13,2021-01-03,100,0,0,0,0,26,97,472043.1857806894,61,0,0,100,0,7,93,0,4,96,0,9,91,0,20,80,0,8,92,0,5,95,0,0,100,0,3,97,0,1,99,0,4,96,0,13,87,0,3,97,0,15,85,100,0,0,0,93,1,1,5,96,1,0,3,91,2,3,4,80,2,3,15,92,1,1,6,95,0,2,3,100,0,0,0,97,0,2,1,99,0,1,0,96,0,1,3,87,0,2,11,97,0,2,1,85,2,3,10,3,0,12,85,88,0,5,7,4,1,40,55,61,0,8,31,92,2,6,0,92,1,7,0,99,0,1,0,14,1,7,78,37,0,2,61,0,0,9,0,41,35,11,4,14,4,36,37,9,14,4,53,26,3,14,3,51,26,6,14,4,46,25,11,14,4,19,33,30,0,93,2,1,4,93,2,0,5,93,0,5,2,93,2,1,4,93,2,0,5,93,2,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,30,56,14,0,52,34,14,2,34,50,14,1,27,58,14,2,1,83,14,1,4,81,14,1,28,57,72,0,21,6,0,1,15,0,1,4,28,52,15,1,84,0,17,0,10,73,17,0,67,8,2,1,0,5,17,0,22,19,19,23,20,1,43,29,6,1,20,0,12,67,1,22,2,7,68,1,70,0,29,1,48,0,52,0,66,0,34,0,73,0,21,6,99,0,1,0,96,0,4,0,22,1,2,2,14,21,38,22,1,1,2,18,13,43,25,1,46,19,8,1,25,0,15,22,24,14,25,0,28,21,18,8,52,3,40,5,52,13,15,20,52,10,20,18,27,0,39,34,66,0,18,16,84,0,2,0,1,0,2,1,10,46,0,2,4,4,2,1,2,3,0,0,4,3,2,5,5,17,37,2,26,35,0,0,37,1,8,16,15,15,6,2,0,38,3,24,14,21,38,3,3,10,33,10,3,2.864864864864865,2.5403648268415018,2.272727272727273,1.1037127426019047,10.326923076923077,3.359044879689871,2.8620689655172415,1.2766221309909025
PRT,Portugal,Set<c3><ba>bal,2021-01-13,2021-01-13,146,1,6269.991579129101,1,6269.991579129101,29,138,761942.0497177942,87,1,1,144,1,12,133,1,3,142,1,14,131,1,30,115,1,9,136,1,3,142,2,2,142,1,4,141,1,6,139,1,7,138,2,25,119,1,10,135,1,17,128,145,1,0,0,134,0,4,8,143,1,1,1,132,2,1,11,116,1,8,21,137,1,4,4,143,1,1,1,144,0,0,2,142,0,4,0,140,1,5,0,139,1,2,4,121,0,3,22,136,3,2,5,129,0,9,8,8,0,15,123,131,0,6,9,12,4,43,87,103,1,9,33,137,6,3,0,137,2,7,0,144,0,2,0,26,2,9,109,12,1,2,131,0,0,15,0,61,46,19,5,18,3,52,65,8,18,3,84,36,5,18,2,80,37,9,18,3,61,57,7,18,3,33,55,37,0,137,3,1,5,137,2,2,5,137,2,4,3,137,3,0,6,137,3,2,4,137,3,0,6,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,18,1,45,82,18,0,89,39,18,1,54,73,18,2,49,77,18,1,4,123,18,1,15,112,19,0,51,76,95,0,34,7,5,5,19,1,1,6,34,85,19,1,126,0,21,4,17,104,21,0,98,18,4,0,0,5,21,0,32,27,32,34,22,4,47,58,11,4,23,0,16,106,1,27,1,17,99,2,101,0,44,1,57,0,89,0,92,0,54,0,97,0,37,12,142,0,4,0,131,0,15,0,30,0,3,0,16,30,67,30,0,1,5,18,26,66,32,0,62,41,8,3,32,0,16,28,31,39,32,0,26,35,33,20,85,4,48,9,85,17,10,34,85,9,23,29,32,1,50,63,83,0,35,28,114,2,6,0,5,3,3,1,12,64,0,3,12,1,5,1,9,7,5,0,2,5,4,2,0,26,53,1,37,55,0,0,53,0,10,22,14,26,12,8,1,56,1,55,19,15,56,0,8,37,36,6,3,3.259259259259259,2.5857752035346255,2.1666666666666665,1.3371158468430429,10.469135802469136,3.2942617524761393,2.460674157303371,1.1971194572358883
PRT,Portugal,Viseu,2021-01-13,2021-01-03,100,0,0,0,0,35,97,425877.0436123505,64,0,1,99,1,7,92,0,1,99,0,8,92,1,14,85,1,8,91,1,2,97,1,3,96,1,4,95,1,1,98,1,2,97,1,8,91,1,3,96,1,12,87,99,0,0,1,93,0,3,4,99,0,1,0,92,0,1,7,86,1,4,9,92,0,2,6,98,0,2,0,97,0,2,1,96,0,1,3,99,0,0,1,98,0,1,1,92,0,2,6,97,0,1,2,88,0,6,6,3,0,14,83,87,0,2,11,4,2,40,54,60,1,12,27,88,2,10,0,88,2,10,0,98,1,1,0,19,0,10,71,57,0,2,41,0,0,9,0,42,35,12,2,9,3,42,39,7,9,4,54,30,3,9,5,55,26,5,9,4,44,33,10,9,8,20,33,30,0,90,4,1,5,90,2,2,6,90,0,6,4,90,3,2,5,90,4,0,6,90,2,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,3,20,69,8,0,54,38,8,3,34,55,8,3,36,53,8,3,2,87,8,3,3,86,8,0,36,56,64,0,23,11,0,2,8,0,0,2,31,59,8,0,92,0,10,0,15,75,10,0,80,4,3,0,0,3,10,0,17,23,25,25,10,2,30,53,4,1,12,0,12,76,0,17,1,10,72,0,80,0,20,0,46,0,54,0,66,1,32,1,64,0,23,13,98,0,1,1,97,0,3,0,18,1,2,3,12,31,33,18,1,3,4,11,32,31,20,1,43,26,9,1,20,0,8,18,33,21,20,0,15,27,24,14,59,1,33,7,59,11,12,18,59,7,21,13,21,1,35,43,57,0,16,27,84,2,2,0,1,2,1,1,7,50,0,3,4,2,5,1,4,5,0,0,0,2,7,2,0,15,34,1,27,37,0,1,34,0,5,21,14,13,9,3,1,36,3,27,12,22,36,2,0,13,31,14,4,4.041666666666667,2.9263297485248394,2.75,1.8153386861559868,9.843859649122807,3.5902157487826574,2.5806451612903225,1.4547647784263866
