ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PRT,Portugal,Leiria,2021-01-03,2021-01-01,100,0,0,0,0,14,96,367029.0732131372,59,1,0,99,0,7,93,1,1,98,1,8,91,1,11,88,1,10,89,1,2,97,1,1,98,1,4,95,1,2,97,1,2,97,0,5,95,2,3,95,2,11,87,100,0,0,0,93,0,3,4,99,0,1,0,92,0,1,7,89,0,4,7,90,0,2,8,98,0,1,1,99,0,1,0,96,0,0,4,98,0,1,1,98,0,2,0,95,0,0,5,97,0,0,3,89,0,4,7,4,0,9,87,94,0,2,4,8,2,31,59,69,0,8,23,92,2,5,1,92,4,4,0,96,0,3,1,18,0,3,79,100,0,0,0,0,0,10,0,42,34,13,1,11,7,37,39,6,11,10,51,27,1,11,7,46,34,2,11,10,39,34,6,11,11,11,38,29,0,97,1,0,2,97,1,1,1,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,92,0,0,8,92,0,0,8,92,0,1,7,92,0,0,8,92,0,1,7,92,0,2,6,92,0,0,8,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,12,2,12,74,12,1,49,38,12,3,17,68,12,1,33,54,12,3,2,83,12,3,4,81,13,0,26,61,74,0,21,4,1,0,13,0,0,8,30,49,13,1,86,0,15,1,8,76,15,0,67,10,3,0,2,3,15,0,20,19,37,9,15,1,24,49,8,3,16,0,14,69,1,16,1,14,65,4,88,1,11,0,51,1,48,0,83,1,16,0,67,1,22,10,98,0,1,1,96,1,2,1,16,0,0,0,8,23,53,16,0,0,2,9,22,51,16,2,35,39,7,1,16,0,7,7,31,39,16,0,8,30,23,23,62,3,28,7,62,11,5,22,62,11,13,14,17,0,42,41,59,0,21,20,80,2,4,1,0,0,1,1,11,38,0,3,5,5,8,1,1,2,1,0,0,5,5,3,7,16,39,2,24,35,0,0,39,1,4,10,16,18,8,4,0,40,2,26,13,19,40,1,1,15,25,14,4,2.4827586206896552,1.97521589516496,2.6666666666666665,2.886751345948129,9.56,3.552291585751947,2.543859649122807,1.3372436394982203
PRT,Portugal,Lisboa,2021-01-03,2021-01-03,377,0,0,0,0,66,366,1524816.1721201225,247,5,2,370,5,29,343,3,7,367,5,35,337,6,42,329,4,23,350,6,13,358,6,5,366,5,8,364,6,1,370,6,10,361,5,48,324,8,12,357,9,57,311,375,0,0,2,348,0,6,23,370,0,4,3,342,0,9,26,335,1,6,35,354,0,7,16,364,0,3,10,372,0,2,3,369,1,4,3,376,0,0,1,367,0,2,8,329,1,11,36,365,0,5,7,320,2,18,37,10,1,30,336,350,0,10,17,15,1,154,207,223,1,28,125,349,2,25,1,349,10,17,1,367,0,9,1,45,9,27,296,377,0,0,0,0,0,18,2,197,99,41,20,20,20,150,155,32,20,17,230,90,20,20,23,208,101,25,20,27,178,118,34,20,30,73,131,123,0,350,5,6,16,350,5,6,16,350,2,15,10,350,6,4,17,350,6,2,19,350,6,2,19,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,377,0,0,0,21,8,56,292,21,3,212,141,21,7,118,231,21,8,120,228,21,8,11,337,21,8,23,325,24,0,113,240,264,0,94,9,5,5,26,2,3,26,134,186,26,2,349,0,32,4,55,286,32,0,282,54,4,1,0,4,32,0,64,92,131,58,33,5,114,182,35,8,35,0,71,264,7,43,4,73,246,11,321,3,52,1,167,4,206,0,259,3,114,1,258,3,68,48,367,0,7,3,354,0,20,3,45,5,4,9,56,78,180,45,1,5,14,55,81,176,49,3,139,156,22,8,49,0,34,55,98,141,49,0,54,89,104,81,234,17,100,26,234,38,21,84,234,29,50,64,55,2,160,160,217,1,76,83,315,10,9,4,6,4,4,2,23,156,3,1,21,1,17,4,12,20,0,0,9,27,20,12,9,65,117,5,94,160,0,1,117,3,21,48,45,70,47,16,10,124,11,157,56,29,124,7,15,111,86,25,9,2.8684210526315788,2.1056735743407047,2.3333333333333335,1.6641005886756872,10.154285714285715,3.631625364965584,2.715481171548117,1.3912281009402019
PRT,Portugal,Porto,2021-01-03,2021-01-03,311,1,4943.16127285617,1,4943.16127285617,40,297,1207244.076833163,209,0,4,307,1,20,290,0,4,307,0,29,282,0,37,274,0,19,292,0,15,296,0,11,300,1,6,304,1,6,304,0,21,290,0,45,266,0,15,296,0,43,268,307,0,2,2,291,1,5,14,307,1,2,1,282,3,11,15,274,2,8,27,292,1,8,10,296,1,5,9,300,0,5,6,305,1,2,3,305,0,4,2,290,1,8,12,266,2,8,35,296,1,8,6,268,0,15,28,12,2,20,277,292,0,7,12,14,6,123,168,189,0,27,95,284,6,20,1,284,8,19,0,303,0,8,0,48,9,16,238,311,0,0,0,0,0,15,1,165,90,26,14,23,17,131,124,16,23,18,178,78,14,23,18,180,75,15,23,22,155,94,17,23,25,70,116,77,0,295,5,2,9,295,6,1,9,295,3,5,8,295,5,1,10,295,6,2,8,295,6,2,8,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,311,0,0,0,24,2,56,229,24,1,158,128,24,3,86,198,24,2,116,169,24,1,9,277,24,2,26,259,28,0,98,185,213,0,80,14,3,1,31,1,2,23,109,145,31,0,280,0,34,3,47,227,34,0,244,15,3,1,3,11,34,0,42,75,114,46,35,2,97,149,23,5,36,0,69,205,1,42,5,65,195,4,255,1,51,4,153,0,156,2,225,1,83,2,195,0,79,37,302,1,6,2,285,1,23,2,44,3,2,3,42,77,140,44,3,1,7,48,76,132,48,5,134,97,11,16,48,1,18,54,80,110,48,0,35,73,90,65,204,17,68,22,204,30,24,53,204,22,45,40,50,3,124,134,177,0,58,76,257,2,6,2,7,4,3,4,26,134,0,3,17,8,19,4,8,25,4,0,4,15,9,7,6,48,96,5,84,125,1,0,96,1,23,34,47,47,43,15,5,100,8,138,44,21,100,4,16,70,100,15,6,2.963963963963964,2.2800635076000844,2.2857142857142856,2.054210364052382,9.946107784431138,3.7452901910023684,2.5829145728643215,1.2600743715980718
PRT,Portugal,Santar<c3><a9>m,2021-01-03,2021-01-01,100,0,0,0,0,17,97,428390.03923744446,64,0,0,100,0,10,90,0,4,96,0,8,92,0,16,84,0,6,94,0,4,96,0,3,97,0,3,97,0,1,99,0,5,95,0,12,88,0,4,96,0,8,92,100,0,0,0,90,0,0,10,96,0,0,4,92,0,3,5,84,0,2,14,94,0,2,4,96,0,1,3,97,0,0,3,97,0,1,2,99,0,0,1,95,0,1,4,88,0,1,11,96,0,1,3,92,0,0,8,3,0,7,90,93,0,2,5,4,1,29,66,71,0,9,20,91,0,9,0,91,4,5,0,96,0,4,0,14,1,5,80,100,0,0,0,0,0,4,0,46,33,10,7,6,4,40,40,10,6,4,64,21,5,6,7,49,31,7,6,6,42,34,12,6,7,19,36,32,0,95,2,1,2,95,2,0,3,95,1,2,2,95,2,0,3,95,2,0,3,95,1,1,3,83,0,0,17,83,0,0,17,83,0,0,17,83,0,0,17,83,1,1,15,83,0,0,17,83,0,0,17,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,23,70,7,1,44,48,7,1,24,68,7,1,36,56,7,1,2,90,7,1,3,89,7,1,27,65,73,0,24,2,0,1,8,0,0,5,31,56,8,1,91,0,10,0,8,82,10,0,65,19,0,3,0,3,10,0,14,21,34,21,12,1,27,53,5,2,13,0,21,65,1,14,2,17,66,1,77,0,19,4,56,0,43,1,76,0,24,0,64,0,25,11,98,0,1,1,97,0,3,0,15,2,0,0,15,19,49,15,2,0,1,15,17,50,17,0,37,39,5,2,17,0,9,20,26,28,17,0,14,27,27,15,60,4,30,6,60,16,8,16,60,14,12,14,19,2,42,37,63,0,17,20,85,1,4,0,0,1,2,1,6,44,0,0,6,3,6,1,1,4,0,0,4,5,2,3,10,11,32,0,39,29,0,0,32,0,6,14,15,14,12,7,0,35,1,31,20,13,35,1,3,19,30,8,4,2.6,2.3161834733787696,2.6666666666666665,1.8618986725025255,10,3.5265228818715513,2.484375,1.391495569750375
PRT,Portugal,Set<c3><ba>bal,2021-01-03,2021-01-03,135,0,0,0,0,39,128,708098.8888912607,88,0,1,134,0,12,123,0,2,133,0,16,119,0,19,116,0,10,125,0,7,128,0,2,133,0,4,131,0,1,134,0,9,126,0,19,116,0,8,127,0,18,117,134,0,1,0,123,0,1,11,133,0,1,1,119,1,8,7,116,1,3,15,125,0,2,8,128,0,0,7,133,0,0,2,131,0,3,1,134,0,1,0,126,1,3,5,116,0,6,13,127,0,6,2,117,1,5,12,7,0,16,112,120,0,3,12,10,1,36,88,99,0,9,27,126,1,8,0,126,3,6,0,132,0,3,0,20,4,7,104,135,0,0,0,0,0,11,2,56,37,23,6,15,9,48,51,12,15,10,64,40,6,15,10,66,35,9,15,13,56,35,16,15,15,27,47,31,0,128,2,0,5,128,2,0,5,128,2,2,3,128,2,2,3,128,2,1,4,128,2,1,4,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,15,4,18,98,15,0,66,54,15,1,37,82,15,2,39,79,15,2,2,116,15,2,6,112,15,0,37,83,98,1,25,8,1,2,16,0,0,7,39,73,16,0,119,0,16,0,12,107,16,0,86,25,2,1,0,5,16,0,38,17,41,23,17,1,45,51,20,1,18,0,25,91,1,22,0,27,84,2,117,2,15,1,69,1,65,0,98,1,36,0,96,1,27,11,133,0,2,0,129,0,6,0,23,0,0,2,16,31,63,23,0,1,4,18,30,59,23,0,49,57,5,1,23,0,6,25,30,51,23,0,14,34,28,36,87,6,33,9,87,15,6,27,87,8,20,20,23,0,52,60,75,1,33,26,105,3,6,0,1,2,1,0,17,54,1,2,9,5,5,0,7,4,2,0,3,4,8,7,3,21,44,0,38,53,0,0,44,0,5,14,20,27,15,7,3,45,5,43,26,16,45,4,8,32,32,7,7,3.0952380952380953,2.7568940088574916,3.3,1.8287822299126937,10.272727272727273,3.453183389928129,2.475609756097561,1.1136150647760814
PRT,Portugal,Viseu,2021-01-03,2021-01-01,100,0,0,0,0,26,96,528384.3972758665,59,0,0,100,0,10,90,0,3,97,0,5,95,0,8,92,0,6,94,0,1,99,0,3,97,0,2,98,1,2,97,0,3,97,0,9,91,0,4,96,0,9,91,100,0,0,0,90,0,2,8,97,0,2,1,95,0,1,4,92,0,1,7,94,0,0,6,99,0,1,0,97,0,1,2,98,0,0,2,98,0,0,2,97,0,0,3,91,0,1,8,96,0,1,3,91,0,3,6,4,0,10,86,91,0,3,6,6,3,33,58,67,1,4,28,96,1,3,0,96,0,4,0,100,0,0,0,14,3,6,77,100,0,0,0,0,0,8,0,40,40,11,1,8,6,36,44,6,8,5,50,35,2,8,8,54,27,3,8,8,45,32,7,8,11,22,33,26,0,94,2,0,4,94,0,2,4,94,0,4,2,94,2,0,4,94,2,0,4,94,0,1,5,70,1,0,29,70,1,0,29,70,2,3,25,70,0,2,28,70,1,3,26,70,1,5,24,70,0,2,28,92,0,0,8,92,1,1,6,92,1,1,6,92,0,2,6,92,1,1,6,9,2,17,72,9,0,53,38,9,3,27,61,9,2,35,54,9,3,0,88,9,3,2,86,9,0,36,55,64,0,23,11,2,0,9,1,0,3,29,58,9,1,90,0,12,0,9,79,12,0,79,4,2,0,0,3,12,0,20,19,28,21,12,2,31,46,8,1,14,0,14,71,1,18,1,13,67,1,83,0,16,1,47,0,52,1,73,1,25,1,65,1,22,12,100,0,0,0,98,0,2,0,18,3,0,2,15,23,39,18,2,1,1,13,28,37,18,1,35,36,8,2,18,0,10,11,28,33,18,0,11,27,25,19,62,5,26,7,62,12,9,17,62,9,12,17,18,1,34,47,53,0,14,33,86,2,3,0,1,0,1,1,6,54,0,1,2,1,9,1,6,4,1,0,1,2,2,2,0,14,37,2,28,33,0,0,37,2,3,16,12,15,6,6,3,39,3,26,12,20,39,2,1,20,25,10,3,3.782608695652174,2.9993411661279947,3.2857142857142856,1.889822365046136,9.542,4.107538614473119,2.5172413793103448,1.1734097758742945
PRT,Portugal,Aveiro,2021-01-04,2021-01-03,100,0,0,0,0,15,97,513609.74425182265,61,0,1,99,0,11,89,0,2,98,0,9,91,0,19,81,0,6,94,0,6,94,0,2,98,0,2,98,0,1,99,0,4,96,0,8,92,0,9,91,0,10,90,99,1,0,0,89,0,1,10,98,0,0,2,91,1,3,5,81,2,4,13,94,1,1,4,94,1,2,3,98,0,1,1,98,0,0,2,99,0,1,0,96,1,1,2,92,0,1,7,91,1,0,8,90,0,3,7,3,0,8,89,92,0,5,3,3,2,38,57,62,0,11,27,89,3,8,0,89,3,8,0,97,0,3,0,16,1,5,78,100,0,0,0,0,0,3,1,42,36,14,4,8,5,36,37,14,8,4,52,34,2,8,5,55,30,2,8,6,45,38,3,8,8,26,34,24,0,95,3,0,2,95,2,1,2,95,2,2,1,95,2,0,3,95,2,1,2,95,1,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,2,12,77,9,0,46,45,9,0,24,67,9,0,29,62,9,0,2,89,9,0,1,90,9,0,31,60,69,0,23,8,0,0,9,2,1,7,23,58,9,1,90,0,11,1,13,75,11,0,75,9,1,0,1,3,11,0,19,24,33,13,11,1,32,48,7,1,11,1,18,69,1,14,1,16,66,3,88,0,11,1,54,0,46,0,76,0,24,0,71,0,21,8,98,0,1,1,99,0,1,0,15,2,2,3,12,16,50,15,0,1,1,14,21,48,15,0,45,29,11,0,15,0,8,16,33,28,15,0,13,22,30,20,66,5,25,4,66,6,11,17,66,6,14,14,16,1,34,49,51,0,26,23,79,2,1,1,2,0,3,0,12,46,0,1,7,1,7,0,0,5,3,1,3,5,2,2,0,17,38,0,21,39,0,2,38,0,9,7,16,18,5,7,0,39,3,31,13,14,39,1,1,15,29,12,3,2.6578947368421053,2.4962275947590227,2,1.5275252316519468,10.583333333333334,2.7508863819730585,2.925925925925926,1.4647023247301416
PRT,Portugal,Braga,2021-01-04,2021-01-03,100,0,0,0,0,13,93,479916.7538189461,55,2,0,98,1,6,93,2,0,98,0,11,89,2,16,82,1,9,90,2,1,97,1,0,99,1,1,98,2,0,98,2,5,93,1,15,84,1,2,97,2,16,82,100,0,0,0,94,0,0,6,100,0,0,0,89,2,0,9,84,1,2,13,91,1,1,7,99,0,0,1,100,0,0,0,99,0,1,0,100,0,0,0,95,0,3,2,85,1,2,12,98,0,0,2,84,0,3,13,7,0,8,85,93,0,1,6,8,4,32,56,68,1,9,22,91,1,8,0,91,6,3,0,95,0,5,0,23,0,6,71,100,0,0,0,0,0,11,0,51,24,11,3,17,5,44,33,1,17,8,52,23,0,17,10,47,22,4,17,11,40,26,6,17,11,16,34,22,0,94,2,0,4,94,2,1,3,94,2,2,2,94,2,0,4,94,2,1,3,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,3,11,67,19,1,46,34,19,3,27,51,19,2,29,50,19,3,1,77,19,2,3,76,20,0,31,49,69,0,23,8,0,0,20,0,0,5,35,40,20,0,80,0,21,0,6,73,21,0,70,7,1,0,0,1,21,0,15,14,34,16,22,1,27,40,9,1,22,0,15,61,2,24,1,16,57,2,89,0,11,0,55,0,45,0,73,0,26,1,72,0,19,9,99,0,1,0,97,0,3,0,24,2,2,2,10,22,38,24,3,1,2,13,22,35,25,0,32,33,6,4,25,1,4,12,26,32,25,0,9,26,25,15,65,3,26,6,65,16,8,11,65,13,15,7,27,0,38,35,65,0,14,21,89,3,2,0,1,0,1,0,4,51,2,1,5,1,8,0,2,3,1,0,1,6,2,2,0,15,43,1,27,29,0,0,43,0,6,13,10,13,11,4,0,43,1,28,13,15,43,1,0,16,28,8,4,2.2580645161290325,1.504830930381303,1.6666666666666667,1.3662601021279464,10.725,3.1864094413940474,2.6792452830188678,1.2675473728919953
PRT,Portugal,Coimbra,2021-01-04,2021-01-01,100,0,0,0,0,21,97,479825.59677296155,60,0,0,100,0,12,88,0,1,99,0,11,89,0,13,87,0,7,93,1,6,93,0,3,97,0,2,98,0,1,99,0,2,98,0,14,86,0,4,96,0,16,84,100,0,0,0,88,0,1,11,99,0,0,1,89,0,3,8,87,0,1,12,93,0,3,4,94,0,1,5,97,0,1,2,98,0,2,0,99,0,0,1,98,0,0,2,86,0,6,8,96,0,2,2,84,2,5,9,3,0,10,87,90,0,4,6,3,1,39,57,61,0,14,25,86,2,11,1,86,0,14,0,100,0,0,0,19,0,7,74,100,0,0,0,0,0,5,0,44,34,13,4,7,8,40,40,5,7,5,61,27,0,7,6,58,23,6,7,6,45,33,9,7,7,19,36,31,0,93,0,2,5,93,0,1,6,93,0,1,6,93,0,0,7,93,0,1,6,93,0,1,6,72,0,1,27,72,1,0,27,72,2,1,25,72,0,3,25,72,1,3,24,72,0,4,24,72,1,1,26,94,0,1,5,94,0,0,6,94,0,0,6,94,0,0,6,94,0,1,5,10,0,12,78,10,0,51,39,10,0,25,65,10,0,35,55,10,0,0,90,10,0,3,87,11,0,26,63,74,0,19,4,2,1,11,0,0,9,30,50,11,1,87,1,14,1,9,76,14,0,72,9,0,1,0,4,14,0,19,18,35,14,14,0,32,45,8,1,14,0,18,62,6,17,1,15,61,6,88,0,11,1,50,1,49,0,76,1,22,1,66,1,26,7,100,0,0,0,97,1,1,1,17,0,0,2,10,25,46,17,0,0,1,10,36,36,17,0,41,32,6,4,17,1,6,10,32,34,17,0,10,28,25,20,62,3,30,5,62,12,7,19,62,11,12,15,18,0,39,43,57,0,14,29,87,1,3,0,3,0,0,0,6,48,0,0,6,2,8,1,2,5,2,0,1,5,2,1,1,16,38,1,26,33,0,2,38,0,6,13,22,11,4,4,2,39,0,26,15,20,39,0,4,15,29,11,2,2.515151515151515,2.0481884087104287,2,1.1547005383792515,9.565217391304348,3.5693271940741838,2.8666666666666667,1.1269678332477557
PRT,Portugal,Faro,2021-01-04,2021-01-01,100,1,20697.1653061081,1,20697.1653061081,6,97,396570.96868706215,63,1,3,96,1,5,94,2,0,98,0,13,87,1,19,80,1,11,88,1,2,97,1,3,96,2,3,95,1,3,96,1,6,93,1,12,87,1,3,96,1,15,84,97,1,1,1,95,2,1,2,100,0,0,0,87,2,5,6,81,2,3,14,89,2,1,8,98,1,1,0,97,0,1,2,97,1,0,2,97,1,1,1,94,2,2,2,88,2,3,7,97,0,1,2,85,2,1,12,3,0,3,94,97,0,1,2,3,3,34,60,66,2,5,27,95,1,4,0,95,1,4,0,99,0,1,0,13,0,10,77,100,0,0,0,0,0,5,0,37,37,18,3,7,5,33,40,15,7,4,55,24,10,7,5,52,24,12,7,7,42,30,14,7,8,20,28,37,0,90,3,3,4,90,3,4,3,90,2,3,5,90,3,0,7,90,2,2,6,90,2,3,5,94,0,0,6,94,0,0,6,94,0,0,6,94,0,0,6,94,0,0,6,94,0,0,6,94,0,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,14,78,8,0,56,36,8,0,28,64,8,0,34,58,8,0,3,89,8,0,2,90,8,1,39,52,61,0,31,4,1,3,8,2,0,3,39,48,8,1,91,0,10,1,12,77,10,0,67,16,3,0,0,4,10,0,19,21,37,13,10,0,32,47,7,4,11,0,20,68,1,14,0,12,71,3,86,0,12,2,44,1,55,0,72,1,26,1,66,1,22,11,97,1,2,0,98,0,2,0,14,1,1,2,7,21,54,14,1,2,3,6,19,55,15,2,36,31,15,1,15,0,7,13,30,35,15,0,16,20,29,20,64,0,32,4,64,11,8,17,64,11,15,10,15,3,34,48,52,1,20,27,83,1,2,1,2,3,0,0,8,50,0,2,4,3,4,1,1,4,0,0,2,1,4,11,3,10,32,0,32,36,0,0,32,0,8,7,18,13,7,13,2,35,4,33,12,16,35,2,8,25,19,9,2,2.34375,1.5985754747233853,2,1.7320508075688772,10.114035087719298,3.8161049044285993,2.596774193548387,1.2862409001013773
