ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CR,CRI,Costa Rica,Cartago,2020-12-24,2020-12-23,100,2,16287.71366870611,1,13210.744335007601,38,93,615896.0176759963,75,1,3,96,1,15,84,1,3,96,1,17,82,1,26,73,1,15,84,1,14,85,1,9,90,1,3,96,1,4,95,1,13,86,0,23,77,1,7,92,0,14,86,97,0,3,0,85,0,8,7,97,0,1,2,83,1,10,6,74,1,9,16,85,0,10,5,86,1,7,6,91,0,4,5,97,0,2,1,96,0,3,1,87,0,9,4,77,1,9,13,93,1,5,1,86,2,6,6,7,0,20,73,80,0,8,12,8,2,11,79,89,0,3,8,97,1,2,0,97,0,3,100,0,0,0,13,0,11,76,100,0,0,0,0,8,0,52,30,5,5,9,2,56,23,10,9,1,69,17,4,9,3,67,14,7,9,5,62,15,9,9,6,16,23,46,89,2,1,8,89,2,1,8,89,1,3,7,89,3,1,7,89,2,1,8,89,2,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,2,28,61,9,1,60,30,9,2,29,60,9,0,45,46,9,2,7,82,9,1,26,64,10,1,47,42,53,0,37,4,2,4,11,1,0,2,31,55,11,1,88,0,12,1,13,74,12,0,80,7,0,0,0,1,12,0,11,31,29,17,13,0,31,48,7,1,14,0,21,63,2,14,2,24,56,4,72,0,28,0,40,1,58,1,71,2,27,0,55,1,33,11,93,1,4,2,74,1,25,0,16,0,0,3,9,17,55,16,0,0,5,4,18,57,17,0,37,28,13,5,17,0,7,21,24,31,17,0,23,21,20,19,56,1,37,6,56,11,13,20,56,9,17,18,20,0,43,37,63,0,8,29,93,1,0,0,2,1,1,0,2,50,0,5,1,3,8,0,1,1,1,0,3,6,3,1,1,16,24,1,32,43,0,0,24,1,8,22,17,17,8,3,0,25,1,36,25,13,25,1,11,21,31,9,2,3.111111111111111,2.168963465741936,2,1.2833778958394957,12.140845070422536,5.046344574181217,3.027027027027027,1.3135017817903343
CR,CRI,Costa Rica,Guanacaste,2020-12-24,2020-12-21,100,0,0,0,0,35,92,759669.93685539125,66,2,1,97,2,8,90,1,4,95,2,11,87,3,17,80,0,14,86,1,10,89,2,5,93,1,8,91,2,3,95,2,6,92,2,20,78,2,3,95,0,16,84,99,0,0,1,92,0,4,4,96,1,3,0,89,0,7,4,83,0,8,9,86,1,7,6,90,1,4,5,95,0,4,1,92,1,1,6,97,0,1,2,94,0,4,2,80,0,9,11,97,0,1,2,84,1,10,5,7,1,15,77,85,0,2,13,7,0,8,85,92,0,1,7,99,1,0,0,99,0,1,100,0,0,0,8,1,7,84,100,0,0,0,0,8,0,43,31,12,6,17,4,44,21,14,17,2,56,17,8,17,2,52,18,11,17,4,48,21,10,17,5,16,17,45,93,1,3,3,93,2,1,4,93,1,2,4,93,2,3,2,93,2,2,3,93,2,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,2,35,51,12,0,61,27,12,3,36,49,12,1,48,39,12,3,13,72,12,3,14,71,12,0,41,47,59,0,26,7,3,5,12,1,0,6,25,56,12,0,88,0,15,1,14,70,15,0,72,7,1,2,0,3,15,0,20,21,29,15,15,0,37,36,8,4,15,0,13,64,8,20,1,21,48,10,65,2,30,3,39,2,57,2,64,2,34,0,52,2,29,17,87,2,9,2,86,2,12,0,22,0,1,1,11,15,50,22,0,0,5,11,19,43,25,0,38,22,7,8,25,0,8,17,23,27,25,0,18,23,18,16,60,1,34,5,60,12,9,19,60,11,11,18,29,0,40,31,69,0,11,20,89,2,2,0,0,3,0,0,4,49,4,3,1,4,3,0,1,3,2,0,6,8,1,4,1,10,29,0,34,36,0,1,29,0,9,22,18,10,9,3,0,34,0,18,29,19,34,0,14,30,13,7,2,3.375,1.9570713336841363,2.5384615384615383,1.853617391992597,11.696969696969697,6.428230279178285,2.9545454545454546,1.6022274704713024
CR,CRI,Costa Rica,Heredia,2020-12-24,2020-12-23,100,0,0,0,0,28,95,517748.86610375915,71,0,1,99,0,8,92,0,2,98,0,15,85,0,16,84,0,14,86,0,10,90,0,4,96,0,6,94,0,0,100,0,5,95,0,21,79,0,4,96,0,22,78,99,0,1,0,92,0,3,5,98,0,0,2,85,1,6,8,84,1,7,8,86,0,7,7,90,0,5,5,96,0,1,3,94,0,3,3,100,0,0,0,95,0,3,2,79,1,10,10,96,0,3,1,78,0,13,9,5,0,11,84,90,0,0,10,7,1,13,79,87,0,1,12,99,0,0,1,99,0,1,100,0,0,0,9,0,9,82,100,0,0,0,0,9,0,55,19,12,5,10,6,44,24,16,10,7,59,16,8,10,7,57,14,12,10,5,60,14,11,10,6,15,26,43,92,5,1,2,92,5,0,3,92,1,4,3,92,4,2,2,92,5,0,3,92,5,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,0,22,67,11,0,68,21,11,0,47,42,11,0,42,47,11,0,5,84,11,0,25,64,11,0,43,46,57,0,31,11,1,0,11,0,0,3,17,69,11,0,89,0,13,1,17,69,13,0,79,6,0,0,0,2,13,0,21,25,30,11,13,0,38,38,8,3,15,0,26,53,6,17,1,38,39,5,78,1,19,2,32,2,66,0,53,1,44,2,58,0,30,12,95,0,5,0,75,1,23,1,18,1,0,0,13,16,52,18,0,0,3,14,18,47,19,0,35,31,9,6,19,0,7,15,19,40,19,0,11,26,22,22,63,1,29,7,63,12,9,16,63,11,11,15,19,0,42,39,61,0,13,26,91,1,1,1,1,0,0,0,5,49,0,3,0,2,2,0,4,5,2,0,8,10,2,0,0,13,27,0,29,43,0,1,27,0,11,12,15,15,17,2,1,29,1,38,22,10,29,0,12,28,26,4,1,2.3902439024390243,1.5145634483323538,2.888888888888889,2.1473497877875207,11.772727272727273,5.493479924266738,2.8529411764705883,1.406431982664388
CR,CRI,Costa Rica,Puntarenas,2020-12-24,2020-12-21,100,1,12187.7295223282,1,12187.7295223282,40,91,1604567.186655363,64,2,1,97,3,10,87,3,1,96,3,12,85,3,17,80,3,7,90,2,9,89,3,1,96,3,5,92,2,2,96,3,5,92,3,17,80,3,4,93,3,14,83,99,0,1,0,90,0,6,4,99,0,0,1,88,1,5,6,83,0,8,9,93,0,3,4,91,0,6,3,99,0,0,1,95,0,2,3,98,0,0,2,95,0,3,2,83,0,9,8,96,0,2,2,86,0,6,8,8,1,18,73,82,0,4,14,9,1,13,77,87,1,1,11,99,0,0,1,99,1,0,99,0,1,0,12,1,3,84,100,0,0,0,0,9,0,39,34,10,8,15,4,42,25,14,15,6,48,21,10,15,2,45,26,12,15,4,41,27,13,15,6,10,28,41,97,0,1,2,97,0,1,2,97,0,0,3,97,0,0,3,97,0,1,2,97,0,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,1,27,59,13,1,58,28,13,3,30,54,13,1,45,41,13,3,13,71,13,2,14,71,15,0,49,36,51,1,35,8,4,1,18,0,0,3,21,58,18,1,81,0,18,1,15,66,18,1,67,12,2,0,0,0,18,1,21,24,26,10,19,1,33,34,11,2,19,0,18,54,9,23,0,24,45,8,73,1,25,1,42,0,58,0,70,0,29,1,55,0,34,11,87,0,9,4,86,0,13,1,23,0,1,3,6,22,45,23,0,3,3,6,21,44,24,1,29,31,11,4,24,2,14,11,18,31,24,2,22,16,16,20,63,2,31,4,63,14,9,14,63,12,13,12,27,0,39,34,66,0,17,17,84,2,4,0,0,3,0,1,6,45,0,6,3,1,7,2,2,2,1,1,3,3,3,2,1,18,33,2,33,31,1,0,33,1,10,13,18,14,8,3,0,36,1,13,19,31,36,1,14,20,21,7,1,2.212121212121212,1.6725275737184382,2.5714285714285716,2.1737697038266783,11.415384615384616,5.150522751661681,3.1129032258064515,1.472199633532433
CR,CRI,Costa Rica,San Jos<c3><a9>,2020-12-24,2020-12-24,178,1,3597.7285814496995,1,3597.7285814496995,88,163,730925.7924020857,125,1,2,175,0,17,161,1,2,175,1,24,153,1,29,148,1,21,156,2,20,156,1,3,174,1,6,171,1,2,175,1,7,170,1,36,141,2,9,167,2,25,151,176,0,1,1,161,0,8,9,176,0,0,2,154,0,11,13,149,0,8,21,157,0,8,13,158,0,14,6,175,0,2,1,172,0,2,4,176,0,1,1,171,0,2,5,142,0,17,19,169,0,5,4,153,0,10,15,15,0,33,130,147,0,7,24,17,2,24,135,155,0,3,20,175,1,2,0,175,3,0,175,1,2,0,23,4,8,143,178,0,0,0,0,20,0,97,40,16,5,21,9,83,49,16,21,7,115,27,8,21,8,107,29,13,21,8,111,28,10,21,12,38,34,73,170,1,1,6,170,2,0,6,170,2,2,4,170,2,1,5,170,2,0,6,170,0,2,6,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,23,3,59,93,23,3,106,46,23,3,58,94,23,2,83,70,23,2,16,137,23,3,45,107,23,1,75,79,103,0,42,18,10,5,24,1,1,7,54,91,24,1,153,0,28,1,19,130,28,0,122,18,3,1,0,6,28,0,33,40,50,27,29,3,53,73,17,3,29,0,53,86,10,32,1,59,72,14,119,3,53,3,72,4,98,4,120,2,54,2,95,1,55,27,162,1,12,3,133,2,42,1,36,1,0,5,14,32,90,36,1,1,6,15,28,91,38,0,49,60,15,16,38,0,17,30,30,63,38,0,39,40,30,31,99,5,56,18,99,19,21,39,99,16,28,35,40,1,74,63,115,0,20,43,159,1,2,0,3,1,1,1,10,85,1,2,4,8,13,1,5,6,3,0,3,15,8,1,3,20,48,1,70,58,0,1,48,1,17,25,35,21,19,9,3,51,2,92,22,11,51,1,24,42,40,16,4,2.761904761904762,1.802456081647284,2.9642857142857144,2.0089087300607478,11.974999999999998,5.61430121664847,3.153225806451613,1.4372758494096018
CR,CRI,Costa Rica,-99,2020-12-25,2020-12-21,100,1,14558.9714668257,1,14558.9714668257,13,82,754734.0268247188,36,7,1,92,5,8,87,5,5,90,6,11,83,6,8,86,3,13,84,9,7,84,7,2,91,6,1,93,7,4,89,5,4,91,6,13,81,7,6,87,9,5,86,99,0,1,0,92,1,4,3,95,2,2,1,89,1,6,4,92,1,5,2,87,2,9,2,93,2,2,3,98,1,1,0,99,0,1,0,96,1,3,0,96,1,2,1,87,2,6,5,94,1,4,1,95,1,3,1,16,2,6,76,95,0,0,5,18,5,9,68,91,1,2,6,98,0,2,0,98,2,0,98,1,1,0,26,5,4,65,100,0,0,0,0,20,0,42,23,11,4,24,10,44,16,6,24,16,42,12,6,24,14,37,16,9,24,13,40,13,10,24,17,14,15,30,96,2,0,2,96,2,1,1,96,2,1,1,96,1,0,3,96,2,0,2,96,2,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,7,23,41,29,3,43,25,29,4,26,41,29,2,35,34,29,4,8,59,29,2,19,50,31,0,33,36,67,0,21,5,2,5,32,1,0,6,17,44,32,1,67,0,33,0,11,56,33,0,55,4,1,1,0,6,33,0,22,21,10,14,33,0,34,21,7,5,34,0,25,38,3,35,1,34,27,3,78,0,20,2,58,0,40,2,75,0,25,0,66,0,26,8,92,0,5,3,81,0,18,1,38,1,2,1,6,11,41,38,0,1,1,5,14,41,40,0,25,23,4,8,40,0,7,11,20,22,40,0,17,15,14,14,68,3,23,6,68,11,11,10,68,8,12,12,43,0,26,31,69,0,10,21,91,0,1,1,0,0,0,3,4,65,0,4,3,3,0,1,1,4,1,0,2,1,0,1,0,14,63,0,11,26,0,0,63,0,1,6,6,10,12,2,0,64,1,17,12,6,64,1,4,19,8,4,0,1.916666666666667,1.378954368902449,3.3333333333333335,1.1547005383792515,10.90625,6.4325752380790995,2.8484848484848486,1.3946597282404614
CR,CRI,Costa Rica,Alajuela,2020-12-25,2020-12-24,100,1,7646.81083143067,1,7646.81083143067,41,87,750447.3271289379,59,4,4,92,2,15,83,4,3,93,5,13,82,2,27,71,4,15,81,2,15,83,4,3,93,5,4,91,2,5,93,4,12,84,2,26,72,5,5,90,5,12,83,96,1,2,1,85,1,8,6,97,0,3,0,87,1,6,6,73,2,14,11,85,1,7,7,85,1,6,8,97,1,1,1,96,1,2,1,95,1,4,0,88,1,7,4,74,2,9,15,95,1,2,2,88,1,2,9,13,0,16,71,85,0,6,9,14,1,12,73,88,0,3,9,97,2,1,0,97,1,2,99,0,1,0,18,1,5,76,100,0,0,0,0,14,0,45,27,10,4,16,7,48,21,8,16,7,57,17,3,16,7,46,19,12,16,6,50,19,9,16,6,15,27,36,95,0,2,3,95,2,0,3,95,2,1,2,95,2,0,3,95,2,0,3,95,1,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,26,56,17,0,62,21,17,1,31,51,17,0,58,25,17,0,17,66,17,0,22,61,17,0,56,27,44,0,29,12,12,3,19,4,1,4,22,50,19,2,77,2,21,1,10,68,21,0,73,4,0,0,0,2,21,1,17,20,20,21,21,2,20,37,16,4,21,0,24,48,7,21,2,26,41,10,74,0,25,1,38,0,62,0,69,0,31,0,42,1,36,21,83,1,12,4,78,1,21,0,25,2,0,6,10,11,46,25,1,3,4,9,15,43,28,0,36,25,6,5,28,0,10,17,21,24,28,0,19,25,12,16,56,2,36,6,56,13,11,20,56,13,17,14,28,2,33,37,63,0,11,26,91,0,3,0,0,3,0,1,2,61,0,2,3,3,2,1,2,2,3,0,4,3,1,2,1,10,35,0,28,37,0,0,35,0,18,13,18,9,3,3,1,38,0,20,26,16,38,0,6,19,27,8,2,2.74468085106383,1.8233758121822923,2.923076923076923,2.100061049173669,11.9,5.818439420337346,3.3278688524590163,1.3990629182350334
CR,CRI,Costa Rica,Cartago,2020-12-25,2020-12-24,100,3,23986.721031623292,2,20909.75169792478,31,92,684724.0259838108,71,0,3,97,0,11,89,0,2,98,0,16,84,0,21,79,0,16,84,0,8,92,0,9,91,0,5,95,0,3,97,0,14,86,0,20,80,0,8,92,0,8,92,97,1,2,0,89,1,5,5,98,0,0,2,84,1,10,5,79,1,7,13,84,1,7,8,92,0,5,3,91,1,4,4,95,1,3,1,97,0,2,1,86,1,7,6,80,1,3,16,92,1,5,2,92,0,5,3,8,0,14,78,87,0,5,8,10,0,11,79,89,1,4,6,96,2,2,0,96,2,2,98,1,1,0,15,2,10,73,100,0,0,0,0,10,0,61,22,5,2,12,3,58,23,4,12,4,69,13,2,12,5,61,16,6,12,6,64,12,6,12,8,20,23,37,90,2,2,6,90,3,2,5,90,1,6,3,90,4,0,6,90,4,1,5,90,4,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,3,30,54,13,2,59,26,13,3,26,58,13,1,43,43,13,3,10,74,13,1,23,63,14,0,43,43,57,0,30,3,7,3,15,1,0,6,27,51,15,1,84,0,16,0,14,70,16,0,77,6,0,0,0,1,16,0,15,17,34,18,17,0,27,43,9,4,18,0,22,51,9,19,1,31,44,5,70,1,27,2,41,2,57,0,74,0,26,0,57,1,32,10,90,0,6,4,77,1,22,0,20,0,2,1,7,18,52,20,0,3,3,5,15,54,20,0,31,34,12,3,20,0,5,24,22,29,20,0,18,27,16,19,55,1,37,7,55,5,14,26,55,4,12,29,22,0,40,38,62,0,14,24,87,1,4,0,2,0,2,0,4,47,0,2,5,3,4,1,3,2,1,0,5,7,3,4,0,13,27,0,43,30,0,0,27,0,9,18,17,20,6,3,0,29,1,35,19,16,29,1,2,20,31,14,3,2.85,2.057506581601462,2.5454545454545454,1.9164360862620162,12.382352941176471,5.249106282891946,3.528571428571428,1.5577894833815515
CR,CRI,Costa Rica,Guanacaste,2020-12-25,2020-12-22,100,1,4767.3621604521895,0,0,31,93,818525.5386494313,68,2,1,97,2,8,90,1,4,95,3,9,88,2,18,80,0,11,89,2,9,89,2,4,94,1,8,91,2,4,94,2,5,93,2,21,77,2,2,96,0,16,84,99,0,1,0,92,0,2,6,96,1,3,0,91,0,5,4,82,0,9,9,89,1,6,4,91,1,3,5,96,0,3,1,92,1,2,5,96,0,3,1,95,0,4,1,79,0,8,13,98,0,0,2,84,1,8,7,6,1,15,78,85,0,3,12,6,0,9,85,91,0,3,6,97,3,0,0,97,1,2,99,1,0,0,9,0,10,81,100,0,0,0,0,7,0,45,30,10,8,8,9,46,25,12,8,6,61,16,9,8,7,53,18,14,8,7,52,20,13,8,8,20,21,43,90,2,3,5,90,3,2,5,90,1,3,6,90,3,4,3,90,3,2,5,90,3,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,3,32,54,11,1,57,31,11,4,32,53,11,1,45,43,11,3,10,76,11,3,12,74,11,0,41,48,59,0,30,5,3,3,12,0,0,6,23,59,12,0,88,0,15,1,16,68,15,0,69,7,2,2,0,5,15,0,21,18,29,17,16,0,42,30,7,5,16,0,15,62,7,22,0,21,47,10,68,1,30,1,43,0,55,2,68,0,31,1,55,0,29,16,90,0,8,2,88,1,11,0,22,0,2,0,10,18,48,22,0,1,5,10,20,42,24,0,37,19,12,8,24,0,11,15,23,27,24,0,17,21,20,18,63,1,32,4,63,14,8,15,63,13,9,15,27,0,38,35,65,0,12,23,88,1,2,0,0,2,1,0,6,50,2,6,1,4,5,0,1,3,2,0,6,6,1,2,1,10,28,0,34,37,0,1,28,0,8,15,19,11,11,8,0,32,0,19,27,22,32,0,14,32,15,5,2,3.1904761904761907,1.928453130109476,2.230769230769231,1.6408253082847337,11.385714285714286,6.179191019568395,3.0294117647058822,1.6478895434228025
CR,CRI,Costa Rica,Heredia,2020-12-25,2020-12-24,100,0,0,0,0,17,94,552994.1824040744,70,0,2,98,1,11,88,1,5,94,0,13,87,0,27,73,0,10,90,1,10,89,0,6,94,0,7,93,0,5,95,0,8,92,1,25,74,0,4,96,0,19,81,98,0,2,0,89,0,6,5,95,0,3,2,87,0,5,8,73,2,12,13,90,0,1,9,90,0,5,5,94,0,2,4,93,0,5,2,95,0,4,1,92,0,3,5,75,2,9,14,96,0,2,2,81,1,8,10,6,0,10,84,94,0,1,5,11,1,12,76,88,0,2,10,98,1,1,0,98,1,1,99,1,0,0,14,2,8,76,100,0,0,0,0,12,0,51,22,7,8,13,4,42,22,19,13,5,62,10,10,13,5,53,14,15,13,3,58,13,13,13,5,13,25,44,92,3,1,4,92,2,2,4,92,2,2,4,92,2,3,3,92,3,0,5,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,2,32,52,14,2,67,17,14,1,38,47,14,0,50,36,14,1,6,79,14,0,23,63,18,0,51,31,49,0,35,11,4,1,18,0,0,2,21,59,18,0,82,0,19,0,18,63,19,0,72,7,0,0,0,2,19,0,10,27,27,17,20,0,25,42,10,3,21,0,23,52,4,22,0,28,41,9,69,1,29,1,36,1,63,0,64,1,33,2,52,1,35,12,95,0,5,0,79,1,19,1,23,1,0,0,11,18,47,23,0,0,4,11,17,45,24,0,29,33,11,3,24,0,7,18,21,30,24,0,13,22,19,22,65,1,27,7,65,12,8,15,65,11,15,9,24,0,44,32,68,0,14,18,86,1,2,1,2,0,0,0,8,42,0,1,2,2,3,2,3,8,1,0,5,9,4,1,0,17,28,0,29,42,0,1,28,0,10,11,25,11,11,3,1,30,1,36,24,9,30,0,14,25,19,12,0,2.6382978723404253,1.8815526880847244,2,2.5298221281347035,12.014285714285714,5.235034867325317,3.1911764705882355,1.2369600790041868
