ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CR,CRI,Costa Rica,San Jos<c3><a9>,2020-12-26,2020-12-26,204,3,8600.41857584879,2,5826.155677793309,59,186,674378.94522547815,155,1,4,199,1,24,179,1,7,196,3,29,172,2,44,158,0,24,180,1,30,173,2,10,192,1,14,189,3,6,195,2,19,183,1,45,158,2,5,197,1,29,174,200,0,3,1,180,2,11,11,197,1,4,2,175,2,14,13,160,4,18,22,180,3,7,14,174,3,16,11,194,1,4,5,190,0,7,7,198,2,2,2,185,1,9,9,159,6,17,22,199,1,3,1,175,0,18,11,18,0,25,161,180,0,7,17,20,3,36,145,168,0,11,25,193,3,6,2,193,5,6,199,1,4,0,34,5,14,151,204,0,0,0,0,20,0,107,48,20,9,22,6,103,46,27,22,8,124,34,16,22,9,110,39,24,22,7,114,41,20,22,11,37,44,90,190,1,6,7,190,3,3,8,190,2,8,4,190,3,5,6,190,3,2,9,190,3,1,10,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,204,0,0,0,22,1,40,141,22,0,115,67,22,1,65,116,22,0,96,86,22,2,22,158,22,1,42,139,24,0,98,82,106,0,60,20,11,7,26,3,1,6,52,116,26,1,176,1,29,1,26,148,29,0,150,11,3,1,0,10,29,1,38,53,62,21,32,2,59,87,17,7,32,0,50,107,15,32,3,63,88,18,164,1,39,0,90,1,110,3,139,0,63,2,109,1,53,41,182,0,15,7,163,1,38,2,37,1,2,6,24,32,102,37,0,3,5,25,41,93,38,0,61,72,19,14,38,1,15,44,38,68,38,0,39,47,41,39,119,5,73,7,119,23,23,39,119,15,34,36,39,0,81,84,120,0,41,43,164,3,8,1,3,4,3,2,16,84,2,0,6,9,12,1,4,9,4,0,15,10,6,1,5,36,48,4,78,72,0,2,48,1,20,30,41,26,33,4,1,48,3,111,24,18,48,0,13,57,58,21,7,2.7241379310344827,1.9747808543264425,2.7,1.260743306232687,12.516778523489933,5.351943353593738,3.2119205298013247,1.5301820001693864
CR,CRI,Costa Rica,-99,2020-12-27,2020-12-24,100,1,2787.18762989107,0,0,23,86,644281.4253421379,47,8,2,90,7,4,89,7,5,88,8,8,84,9,6,85,6,11,83,10,6,84,9,3,88,9,4,87,11,0,89,9,3,88,7,18,75,9,2,89,8,9,83,98,0,2,0,96,1,2,1,95,1,2,2,92,1,3,4,94,0,3,3,89,3,4,4,94,1,2,3,97,0,0,3,96,0,2,2,100,0,0,0,97,1,1,1,82,2,6,10,98,0,2,0,91,1,4,4,12,2,13,73,89,0,2,9,16,4,6,74,94,1,0,5,100,0,0,0,100,0,0,100,0,0,0,21,8,7,64,100,0,0,0,0,20,0,47,18,11,4,24,12,41,17,6,24,19,43,8,6,24,16,45,8,7,24,15,44,10,7,24,19,18,11,28,94,3,1,2,94,4,1,1,94,3,2,1,94,2,1,3,94,4,0,2,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,6,20,47,27,6,42,25,27,9,23,41,27,6,33,34,27,9,11,53,27,4,20,49,29,1,31,39,69,0,19,7,3,2,29,1,0,6,25,39,29,0,71,0,30,2,10,58,30,1,60,1,1,1,0,6,30,0,21,29,10,10,30,1,30,26,8,5,30,0,32,36,2,33,2,36,25,4,80,2,15,3,59,2,37,2,78,2,19,1,68,2,18,12,89,0,8,3,80,1,19,0,33,0,0,1,7,16,43,33,0,0,2,10,11,44,34,0,28,19,4,15,34,0,8,17,19,22,34,0,16,21,12,17,65,5,25,5,65,10,8,17,65,8,12,15,40,0,27,33,67,0,12,21,88,1,1,2,1,0,0,2,5,61,0,5,5,2,0,0,2,4,1,0,4,0,0,1,2,13,51,1,17,31,0,0,51,1,3,9,6,13,12,4,1,53,1,26,11,9,53,1,7,14,18,6,1,2.25,1.9159991209755156,3.5000000000000004,3.1091263510296048,10.186046511627907,5.653721125879286,3.227272727272727,1.7369264000638887
CR,CRI,Costa Rica,Alajuela,2020-12-27,2020-12-26,100,2,11655.39436403391,1,5178.179262477221,57,94,601570.5748324954,70,0,2,98,0,10,90,0,7,93,0,12,88,0,22,78,0,14,86,0,15,85,0,1,99,0,9,91,0,1,99,0,11,89,0,22,78,0,5,95,0,21,79,98,0,2,0,90,0,5,5,93,0,3,4,88,0,9,3,78,1,7,14,86,0,4,10,85,1,10,4,99,0,1,0,91,1,4,4,99,0,0,1,89,3,5,3,78,0,6,16,95,1,3,1,79,3,12,6,6,0,17,77,85,0,5,10,8,1,19,72,81,2,3,14,97,1,2,0,97,1,2,99,1,0,0,14,2,14,70,100,0,0,0,0,9,0,53,24,8,6,10,3,46,26,15,10,5,62,15,8,10,5,51,23,11,10,4,55,20,11,10,6,13,32,39,86,4,3,7,86,4,1,9,86,2,4,8,86,3,2,9,86,4,2,8,86,4,2,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,26,62,11,3,53,33,11,3,32,54,11,4,49,36,11,3,12,74,11,1,27,61,12,0,51,37,49,1,35,7,3,5,12,0,0,2,28,58,12,0,88,0,12,0,12,76,12,0,80,5,0,0,0,3,12,0,13,27,35,13,13,0,31,49,5,2,14,0,25,58,3,14,2,28,44,12,74,0,26,0,47,0,53,0,68,0,31,1,51,0,35,14,88,1,10,1,73,1,24,2,14,0,2,4,10,19,51,14,0,2,3,14,19,48,19,0,46,25,5,5,19,0,15,21,14,31,19,0,28,25,12,16,47,4,39,10,47,9,20,24,47,8,22,23,19,0,46,35,65,0,13,22,88,1,2,0,1,3,1,0,4,43,0,5,5,2,7,0,2,4,4,0,4,1,4,3,0,16,27,0,32,40,0,1,27,0,8,16,27,12,6,2,2,28,1,22,31,18,28,1,11,20,32,7,1,3.204545454545454,1.6364957663357007,3.6666666666666665,2.160246899469287,11.073529411764707,5.266951811739095,3.1285714285714286,1.5315184145952363
CR,CRI,Costa Rica,Cartago,2020-12-27,2020-12-26,100,0,0,0,0,19,91,547635.5252795661,69,1,0,99,1,12,87,1,6,93,1,17,82,0,23,77,1,8,91,1,10,89,1,6,93,1,4,95,1,4,95,1,9,90,1,22,77,1,4,95,1,15,84,100,0,0,0,88,1,7,4,94,1,5,0,83,0,8,9,77,1,9,13,92,0,7,1,90,1,2,7,94,1,4,1,96,0,3,1,96,0,3,1,91,0,2,7,78,0,8,14,96,0,2,2,85,0,11,4,9,0,10,81,91,0,2,7,10,1,10,79,90,1,2,7,98,1,1,0,98,0,2,100,0,0,0,14,1,6,79,100,0,0,0,0,11,0,60,22,5,2,14,2,62,18,4,14,1,70,11,4,14,2,61,16,7,14,1,65,14,6,14,6,17,30,33,94,2,1,3,94,2,1,3,94,1,1,4,94,1,1,4,94,1,1,4,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,3,18,65,14,0,53,33,14,3,31,52,14,1,45,40,14,2,7,77,14,1,16,69,15,0,41,44,59,0,24,11,4,2,17,0,0,7,28,48,17,0,83,0,17,2,13,68,17,0,73,6,1,0,0,3,17,1,16,31,27,8,17,0,37,33,12,1,18,0,26,51,5,22,1,29,41,7,82,0,18,0,47,0,51,2,70,0,29,1,55,0,30,15,93,0,6,1,84,0,14,2,24,0,0,2,5,20,49,24,0,0,5,8,12,51,25,1,39,27,2,6,25,0,13,18,13,31,25,0,17,26,17,15,57,3,32,8,57,10,15,18,57,10,19,14,26,0,38,36,64,1,12,23,88,1,0,0,1,1,2,0,7,51,1,7,2,0,7,0,2,2,3,0,4,1,4,1,4,11,31,2,30,37,0,0,31,0,13,13,15,12,8,5,3,31,1,35,20,13,31,0,8,17,30,12,2,3.066666666666667,2.0932792890147702,2.2857142857142856,0.9511897312113419,11.733333333333333,5.297478346926789,3.1911764705882355,1.4584530031588876
CR,CRI,Costa Rica,Guanacaste,2020-12-27,2020-12-24,100,2,8773.76278042748,1,4006.40061997529,24,91,823352.9450682508,67,0,3,97,0,9,91,1,6,93,2,9,89,0,24,76,0,7,93,2,13,85,1,2,97,2,5,93,0,4,96,2,6,92,1,19,80,1,3,96,0,16,84,97,1,1,1,91,1,3,5,94,0,3,3,91,0,5,4,76,0,12,12,93,0,3,4,87,0,6,7,98,0,1,1,95,0,3,2,96,0,3,1,94,0,2,4,81,1,9,9,97,0,0,3,84,1,8,7,8,1,13,78,87,0,3,10,8,1,16,75,84,0,4,12,96,3,1,0,96,1,3,99,1,0,0,13,1,9,77,100,0,0,0,0,9,0,53,26,6,6,10,5,50,23,12,10,6,59,18,7,10,7,49,21,13,10,6,52,21,11,10,7,19,24,40,91,6,1,2,91,6,2,1,91,3,2,4,91,7,1,1,91,6,1,2,91,4,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,4,28,56,12,2,55,31,12,3,28,57,12,1,42,45,12,2,13,73,12,1,10,77,14,0,38,48,62,0,24,7,4,3,15,0,2,3,26,54,15,0,85,0,17,2,11,70,17,0,68,8,2,1,0,4,17,0,19,23,27,14,18,0,30,40,8,4,18,0,22,49,11,21,4,29,35,11,73,0,25,2,46,0,52,2,72,0,25,3,59,0,28,13,88,0,9,3,91,0,9,0,22,1,2,0,6,17,52,22,0,1,2,6,20,49,23,1,30,29,11,6,23,0,14,15,16,32,23,0,19,18,20,20,64,1,31,4,64,9,12,15,64,10,11,15,27,0,36,37,63,0,12,25,89,0,3,0,1,1,1,0,5,54,1,7,1,3,2,0,2,4,0,0,5,3,3,3,1,11,32,0,25,43,0,0,32,0,7,12,18,10,13,8,0,33,0,20,22,25,33,0,13,26,23,4,1,2.744186046511628,1.9035433533008652,2.2222222222222223,0.8333333333333334,11.924242424242424,5.964795711404363,3.014925373134328,1.5224833910964781
CR,CRI,Costa Rica,Heredia,2020-12-27,2020-12-26,100,1,6862.98326464859,1,6862.98326464859,31,92,526846.1571104984,64,2,2,96,1,7,92,2,2,96,3,21,76,2,21,77,3,17,80,2,13,85,2,1,97,1,7,92,2,3,95,2,11,87,1,23,76,2,7,91,2,16,82,98,1,0,1,93,1,5,1,98,0,1,1,79,2,11,8,79,1,8,12,83,3,8,6,87,0,9,4,99,0,1,0,93,1,6,0,97,0,1,2,89,1,6,4,77,2,10,11,93,1,4,2,84,2,11,3,8,0,10,82,91,0,4,5,9,2,11,78,89,0,3,8,97,0,3,0,97,2,1,98,0,2,0,14,1,8,77,100,0,0,0,0,9,1,54,22,9,5,9,6,47,23,15,9,7,57,21,6,9,9,49,23,10,9,8,53,22,8,9,10,18,23,40,92,1,1,6,92,0,1,7,92,1,2,5,92,1,3,4,92,1,0,7,92,1,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,24,64,11,1,62,26,11,1,31,57,11,0,55,34,11,1,10,78,11,1,19,69,12,0,50,38,50,0,35,11,2,2,15,0,1,4,29,51,15,0,84,1,17,0,8,75,17,0,73,6,1,1,1,1,17,0,14,29,32,8,17,1,25,43,10,4,17,1,24,48,10,22,2,33,34,9,76,1,20,3,38,2,60,0,69,0,31,0,45,1,37,17,90,0,9,1,81,2,16,1,23,0,1,1,6,15,54,23,0,1,1,5,19,51,26,0,27,29,11,7,26,0,3,12,17,42,26,0,5,27,16,26,68,2,22,8,68,6,9,17,68,6,11,15,28,0,42,30,70,1,13,16,89,0,2,0,1,2,0,1,5,49,0,2,4,1,6,0,5,4,2,0,1,7,4,0,0,15,34,3,30,31,1,1,34,1,7,18,14,9,14,3,0,36,1,39,14,10,36,0,16,19,22,6,1,2.3658536585365852,1.7713850168861598,3.2222222222222223,1.7159383568311668,13.573770491803277,5.377294909752308,2.9516129032258065,1.5621277980804564
CR,CRI,Costa Rica,Lim<c3><b3>n,2020-12-27,2020-12-24,100,1,13113.763983873101,0,0,46,92,978729.94996016,73,0,6,94,1,9,90,1,0,99,1,16,83,0,16,84,1,17,82,1,14,85,0,5,95,1,4,95,2,3,95,0,7,93,2,25,73,1,5,94,1,22,77,94,0,2,4,91,1,4,4,100,0,0,0,84,0,8,8,84,0,7,9,83,0,9,8,86,0,11,3,95,1,2,2,96,0,1,3,97,0,3,0,93,1,5,1,75,1,11,13,95,1,2,2,78,1,12,9,7,1,18,74,83,0,5,12,8,0,12,80,88,0,3,9,97,0,3,0,97,0,3,100,0,0,0,12,1,9,78,100,0,0,0,0,10,1,44,30,10,5,12,5,52,21,10,12,4,52,27,5,12,9,40,28,11,12,6,49,22,11,12,7,17,17,47,91,6,2,1,91,5,2,2,91,5,3,1,91,7,0,2,91,7,2,0,91,7,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,20,64,15,0,54,31,15,1,27,57,15,1,41,43,15,1,12,72,15,1,23,61,16,0,40,44,60,0,27,8,4,1,16,1,0,6,31,46,16,2,82,0,16,0,14,70,16,0,70,7,1,1,0,5,16,0,19,24,28,13,17,0,32,40,11,0,17,1,18,53,11,18,4,30,37,11,80,1,18,1,46,3,50,1,73,2,24,1,59,2,21,18,88,1,8,3,77,1,22,0,18,0,2,3,8,21,48,18,0,3,2,10,22,45,18,0,42,31,5,4,18,0,14,19,17,32,18,0,25,27,14,16,50,1,46,3,50,7,13,30,50,9,24,17,20,0,36,44,56,0,11,33,90,1,1,0,2,2,0,1,3,55,1,5,1,1,7,2,1,3,2,0,3,1,1,2,0,15,25,0,35,40,0,0,25,0,13,17,21,11,8,4,1,26,2,21,24,27,26,2,10,23,26,12,1,2.5833333333333335,1.8431394739865392,2.75,2.3804761428476167,10.25,5.474010297066893,3.211267605633803,1.6554282394400588
CR,CRI,Costa Rica,Puntarenas,2020-12-27,2020-12-25,100,0,0,0,0,47,93,1457707.0368982917,74,0,1,99,0,9,91,0,2,98,0,5,95,0,15,85,0,10,90,0,10,90,0,5,95,0,3,97,0,3,97,0,5,95,0,21,79,0,2,98,0,8,92,99,0,1,0,91,0,6,3,98,0,2,0,95,0,3,2,85,1,8,6,90,0,3,7,90,0,8,2,95,0,3,2,97,0,1,2,97,0,1,2,95,0,5,0,79,0,12,9,98,0,2,0,92,0,3,5,7,0,15,78,85,0,4,11,8,1,14,77,86,0,2,12,98,2,0,0,98,0,2,100,0,0,0,13,3,6,78,100,0,0,0,0,10,1,41,27,12,9,11,7,33,32,17,11,6,54,16,13,11,6,55,12,16,11,9,45,21,14,11,8,22,19,40,94,3,1,2,94,2,3,1,94,3,2,1,94,4,0,2,94,4,0,2,94,4,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,22,66,11,2,53,34,11,4,30,55,11,3,40,46,11,4,4,81,11,2,22,65,12,0,36,52,64,0,21,9,2,4,14,0,0,9,32,45,14,2,83,1,15,0,12,73,15,0,64,13,1,3,0,4,15,0,27,26,20,12,15,0,29,42,9,5,15,1,18,59,7,17,1,30,40,12,78,0,19,3,47,0,52,1,70,0,27,3,60,0,28,12,96,1,3,0,79,0,21,0,18,1,0,2,9,11,59,18,1,1,3,10,16,51,20,0,38,26,9,7,20,1,18,14,20,27,20,1,25,20,18,16,55,1,43,1,55,14,15,16,55,13,15,17,20,0,43,37,63,0,18,19,82,0,3,1,3,2,0,0,9,39,0,7,1,4,4,0,0,3,1,0,5,1,4,9,2,20,23,1,38,35,0,3,23,0,7,24,15,15,11,4,1,24,0,13,29,34,24,1,13,31,22,5,4,2.7142857142857144,2.0374642338460034,3.066666666666667,2.6040261866871424,10.897058823529411,4.9659728898531865,2.863013698630137,1.6609490969284757
CR,CRI,Costa Rica,San Jos<c3><a9>,2020-12-27,2020-12-27,249,2,3244.4625670531,2,3244.4625670531,78,237,685491.8378784334,177,3,8,238,2,28,219,5,10,234,4,41,204,3,55,191,2,38,209,5,32,212,3,9,237,4,11,234,2,4,243,3,24,222,1,47,201,3,19,227,3,42,204,241,0,7,1,221,0,13,15,239,1,5,4,208,1,19,21,194,0,20,35,211,0,15,23,217,2,19,11,240,0,5,4,238,1,4,6,245,0,4,0,225,1,12,11,202,0,16,31,230,1,12,6,207,2,21,19,12,0,37,200,215,0,9,25,18,6,42,183,207,0,6,36,243,0,6,0,243,3,3,246,1,2,0,30,4,23,192,249,0,0,0,0,21,0,129,63,24,12,30,12,109,69,29,30,19,149,35,16,30,16,138,40,25,30,14,140,45,20,30,19,46,66,88,227,7,8,7,227,8,5,9,227,5,10,7,227,8,3,11,227,7,3,12,227,9,6,7,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,32,3,52,162,32,1,137,79,32,4,92,121,32,1,110,106,32,3,25,189,32,2,45,170,35,3,117,94,132,0,86,18,7,6,38,1,1,8,60,141,38,1,210,0,41,3,25,180,41,0,184,16,1,0,2,5,41,0,37,77,70,24,42,3,61,119,19,5,45,0,62,133,9,51,4,79,97,18,198,0,51,0,113,1,134,1,157,2,89,1,140,1,72,36,225,0,18,6,205,1,43,0,52,1,5,4,24,44,119,52,1,6,6,22,44,118,55,2,80,79,17,16,55,0,14,40,56,84,55,0,39,62,42,51,148,4,89,8,148,28,22,51,148,21,37,43,55,0,88,106,143,1,44,61,211,3,4,3,7,4,0,1,16,123,2,3,9,3,13,0,7,12,8,0,4,12,5,2,4,42,68,2,66,112,0,1,68,1,22,36,40,40,29,11,2,68,4,123,34,20,68,2,33,43,70,23,10,2.6842105263157894,1.6949471470794129,2.242424242424242,1.2997668788647985,12.783393939393939,5.688867015771574,3.2222222222222223,1.5709786300930864
CR,CRI,Costa Rica,-99,2020-12-28,2020-12-24,100,1,2787.18762989107,0,0,23,86,644281.4253421379,47,8,2,90,7,4,89,7,5,88,8,8,84,9,6,85,6,11,83,10,6,84,9,3,88,9,4,87,11,0,89,9,3,88,7,18,75,9,2,89,8,9,83,98,0,2,0,96,1,2,1,95,1,2,2,92,1,3,4,94,0,3,3,89,3,4,4,94,1,2,3,97,0,0,3,96,0,2,2,100,0,0,0,97,1,1,1,82,2,6,10,98,0,2,0,91,1,4,4,12,2,13,73,89,0,2,9,16,4,6,74,94,1,0,5,100,0,0,0,100,0,0,100,0,0,0,21,8,7,64,100,0,0,0,0,20,0,47,18,11,4,24,12,41,17,6,24,19,43,8,6,24,16,45,8,7,24,15,44,10,7,24,19,18,11,28,94,3,1,2,94,4,1,1,94,3,2,1,94,2,1,3,94,4,0,2,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,6,20,47,27,6,42,25,27,9,23,41,27,6,33,34,27,9,11,53,27,4,20,49,29,1,31,39,69,0,19,7,3,2,29,1,0,6,25,39,29,0,71,0,30,2,10,58,30,1,60,1,1,1,0,6,30,0,21,29,10,10,30,1,30,26,8,5,30,0,32,36,2,33,2,36,25,4,80,2,15,3,59,2,37,2,78,2,19,1,68,2,18,12,89,0,8,3,80,1,19,0,33,0,0,1,7,16,43,33,0,0,2,10,11,44,34,0,28,19,4,15,34,0,8,17,19,22,34,0,16,21,12,17,65,5,25,5,65,10,8,17,65,8,12,15,40,0,27,33,67,0,12,21,88,1,1,2,1,0,0,2,5,61,0,5,5,2,0,0,2,4,1,0,4,0,0,1,2,13,51,1,17,31,0,0,51,1,3,9,6,13,12,4,1,53,1,26,11,9,53,1,7,14,18,6,1,2.25,1.9159991209755156,3.5000000000000004,3.1091263510296048,10.186046511627907,5.653721125879286,3.227272727272727,1.7369264000638887
