ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GT,GTM,Guatemala,Guatemala,2021-01-03,2021-01-03,252,1,2349.5661232410002,0,0,98,242,1800391.2282333842,185,4,3,245,3,14,235,4,5,243,4,16,232,4,51,197,5,25,222,4,33,215,3,7,242,4,20,228,3,3,246,5,25,222,3,53,196,3,7,242,3,49,200,249,0,2,1,238,0,8,6,247,0,1,4,236,0,8,8,201,0,22,29,227,0,12,13,219,0,20,13,245,0,3,4,232,0,12,8,249,0,1,2,227,0,13,12,199,1,23,29,245,0,4,3,203,1,27,21,10,0,35,207,217,0,11,24,10,1,68,173,184,0,19,49,233,2,17,0,233,9,10,0,243,0,1,8,30,3,27,192,252,0,0,0,0,14,1,115,80,27,15,19,5,136,61,31,19,15,125,61,32,19,9,140,47,37,19,12,96,79,46,19,14,23,40,156,225,7,7,13,225,7,5,15,225,5,8,14,225,5,7,15,225,7,6,14,225,7,8,12,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,21,4,63,164,21,6,154,71,21,8,89,134,21,4,118,109,21,4,28,199,21,4,28,199,21,1,119,111,133,0,81,22,10,6,24,2,0,20,72,134,24,1,227,0,26,1,15,210,26,1,189,19,0,1,1,15,26,2,61,53,77,33,26,1,78,121,21,5,28,1,38,165,20,30,4,39,155,24,189,1,61,1,98,2,152,0,163,2,86,1,134,0,81,37,224,2,24,2,224,1,26,1,34,1,1,7,23,71,115,34,1,0,6,34,53,124,40,1,96,74,21,20,40,2,23,49,68,70,40,1,52,73,44,42,127,8,95,22,127,29,61,35,127,29,66,30,44,2,109,97,155,1,45,51,215,3,7,1,4,7,2,1,12,107,1,2,12,10,11,0,6,14,9,1,8,19,5,3,3,41,59,3,98,90,1,1,59,2,38,73,42,23,11,4,0,64,2,154,20,12,64,1,22,50,69,27,19,2.64,1.7888543819998317,3.066666666666667,2.7784060592154374,13.939759036144578,5.592959638451014,3.07103825136612,1.5725609104928535
GT,GTM,Guatemala,Huehuetenango,2021-01-03,2020-12-23,100,2,107086.874878247,0,0,49,94,4740144.046172615,64,2,4,94,2,7,91,1,4,95,2,10,88,2,14,84,1,6,93,2,14,84,2,2,96,2,3,95,2,3,95,2,11,87,2,16,82,2,10,88,2,16,82,96,0,2,2,93,1,5,1,96,0,2,2,90,1,5,4,86,1,9,4,94,0,5,1,86,1,7,6,98,0,0,2,97,0,2,1,97,0,2,1,89,1,6,4,84,1,11,4,90,1,6,3,84,1,11,4,5,1,20,74,80,0,8,12,7,0,27,66,73,0,4,23,96,0,4,0,96,0,4,0,100,0,0,0,11,3,12,74,100,0,0,0,0,11,0,42,28,10,9,12,3,52,20,13,12,6,48,21,13,12,5,50,18,15,12,5,45,19,19,12,5,11,25,47,89,7,1,3,89,5,4,2,89,5,4,2,89,8,1,2,89,7,2,2,89,6,4,1,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,14,2,24,60,14,3,61,22,14,3,36,47,14,2,43,41,14,2,19,65,14,4,13,69,20,0,46,34,54,0,29,7,6,4,20,0,1,7,26,46,20,0,80,0,21,1,11,67,21,0,60,10,2,2,1,4,21,0,22,25,20,12,22,0,24,36,16,2,24,1,11,57,7,29,2,22,37,10,78,0,21,1,41,1,56,2,65,1,33,1,59,0,24,17,83,2,13,2,88,0,12,0,29,0,0,2,13,14,42,29,0,0,3,10,19,39,31,0,30,27,7,5,31,0,6,28,19,16,31,0,20,27,12,10,53,6,31,10,53,13,18,16,53,10,26,11,32,0,37,31,69,0,13,18,87,1,2,0,0,0,0,0,10,50,0,4,6,2,7,0,1,6,0,0,2,4,2,0,3,13,35,0,39,25,0,1,35,0,19,21,16,4,4,1,0,36,1,26,23,14,36,0,8,8,19,22,7,2.026315789473684,1.2408985869067615,2.45,1.394538218230416,14.11111111111111,5.612205925116429,3.274193548387097,1.7571339820222494
GT,GTM,Guatemala,Izabal,2021-01-03,2020-12-21,100,0,0,0,0,41,94,2075226.0998984168,70,1,1,98,0,6,94,0,1,99,1,6,93,0,12,88,1,13,86,1,5,94,1,0,99,0,4,96,0,0,100,1,6,93,1,17,82,2,2,96,1,17,82,99,0,0,1,94,0,4,2,99,0,0,1,94,0,4,2,88,0,5,7,87,0,6,7,95,0,3,2,100,0,0,0,96,0,4,0,100,0,0,0,94,0,0,6,83,0,5,12,98,0,2,0,83,0,7,10,5,1,13,81,87,1,6,6,6,0,27,67,73,0,5,22,95,1,4,0,95,2,3,0,98,0,2,0,11,6,10,73,100,0,0,0,0,8,2,32,35,11,12,11,5,47,20,17,11,7,46,21,15,11,8,47,18,16,11,8,38,22,21,11,8,10,12,59,91,3,4,2,91,3,4,2,91,1,6,2,91,3,4,2,91,3,4,2,91,2,5,2,93,0,0,7,93,0,0,7,93,0,1,6,93,0,1,6,93,0,2,5,93,0,2,5,93,0,0,7,97,1,0,2,97,0,1,2,97,0,1,2,97,1,0,2,97,1,0,2,15,3,30,52,15,2,60,23,15,3,38,44,15,3,51,31,15,2,26,57,15,3,18,64,18,1,59,22,41,0,31,11,9,8,19,1,0,8,20,52,19,1,80,0,21,1,7,71,21,0,62,9,2,2,0,4,21,0,23,19,22,15,21,0,28,30,18,3,21,0,14,58,7,23,2,16,46,13,71,2,25,2,41,2,57,0,63,2,34,1,50,2,35,13,75,2,20,3,83,1,16,0,24,2,2,3,9,11,49,24,1,0,8,9,17,41,27,1,35,24,1,12,27,1,14,18,18,22,27,0,21,23,11,18,56,2,39,3,56,14,18,12,56,9,26,9,27,0,36,37,63,0,19,18,81,1,2,0,2,2,2,0,10,45,0,5,7,2,5,1,0,2,1,0,2,1,3,2,2,22,29,0,41,29,0,1,29,0,21,19,21,3,5,2,0,30,1,21,31,17,30,1,14,21,20,9,5,2.8,1.6051388065321,4.5,2.878491668515698,12.950000000000001,5.136855860893239,3.015151515151515,1.7584295812100617
GT,GTM,Guatemala,Quezaltenango,2021-01-03,2020-12-30,100,2,43986.9179790791,0,0,53,91,1834946.4691531544,65,2,2,96,1,15,84,3,1,96,3,5,92,2,23,75,3,10,87,1,11,88,1,1,98,3,8,89,2,3,95,1,6,93,1,21,78,2,5,93,1,14,85,98,0,2,0,85,0,7,8,99,0,0,1,95,0,0,5,77,0,12,11,90,0,4,6,89,1,4,6,99,0,1,0,92,0,6,2,97,0,3,0,94,0,5,1,79,0,12,9,95,0,5,0,86,1,6,7,9,0,15,76,86,0,5,9,11,2,18,69,82,0,4,14,96,2,2,0,96,1,2,1,99,0,1,0,17,2,5,76,100,0,0,0,0,12,0,39,35,5,9,15,1,49,17,18,15,3,48,23,11,15,3,54,14,14,15,3,48,17,17,15,3,12,16,54,95,2,2,1,95,1,2,2,95,0,3,2,95,1,2,2,95,2,3,0,95,2,2,1,78,1,1,20,78,1,0,21,78,2,0,20,78,2,1,19,78,3,7,12,78,1,11,10,78,1,5,16,89,0,1,10,89,0,1,10,89,0,2,9,89,0,6,5,89,0,5,6,18,1,24,57,18,0,59,23,18,2,34,46,18,1,34,47,18,1,8,73,18,1,15,66,19,0,38,43,62,0,28,6,3,1,19,0,0,2,18,61,19,0,80,1,20,2,9,69,20,1,71,1,0,0,0,7,20,1,30,20,18,11,21,3,34,35,4,3,23,0,14,55,8,26,2,15,50,7,76,1,22,1,41,3,56,0,66,1,31,2,66,1,26,7,92,1,5,2,85,1,13,1,26,0,1,2,6,18,47,26,0,1,3,8,15,47,28,2,28,25,8,9,28,1,9,21,17,24,28,0,22,20,16,14,58,3,37,2,58,10,17,15,58,8,21,13,29,1,35,35,65,0,16,19,85,1,3,0,1,2,1,0,7,50,1,1,0,1,12,2,0,4,3,0,2,5,6,1,2,10,32,1,42,25,0,0,32,1,14,16,18,10,9,0,0,34,0,45,15,6,34,0,7,10,23,17,9,3.0789473684210527,1.8509541578473379,3.923076923076923,3.3779071050365506,14.983333333333333,4.876410414544027,2.984126984126984,1.5912265860433201
GT,GTM,Guatemala,Sacatep<c3><a9>quez,2021-01-03,2020-12-25,100,0,0,0,0,33,96,1288320.7684303084,64,1,3,96,1,11,88,0,1,99,1,13,86,1,20,79,0,17,83,0,14,86,1,1,98,1,10,89,0,3,97,0,16,84,1,32,67,1,3,96,1,17,82,97,0,1,2,89,1,4,6,99,0,1,0,87,0,5,8,80,1,11,8,83,0,9,8,86,2,5,7,99,0,0,1,90,1,7,2,97,1,1,1,84,3,7,6,68,1,14,17,97,0,0,3,83,1,10,6,4,0,13,83,88,0,5,7,5,1,24,70,76,0,1,23,99,0,1,0,99,0,1,0,100,0,0,0,7,2,12,79,100,0,0,0,0,8,1,50,23,9,9,13,6,44,27,10,13,10,45,24,8,13,7,58,12,10,13,9,46,23,9,13,10,15,22,40,88,6,3,3,88,7,3,2,88,3,6,3,88,6,0,6,88,8,1,3,88,7,2,3,85,0,0,15,85,1,0,14,85,1,1,13,85,1,1,13,85,1,2,12,85,1,7,7,85,1,2,12,92,1,1,6,92,0,3,5,92,0,2,6,92,0,2,6,92,0,3,5,17,3,24,56,17,1,65,17,17,4,34,45,17,4,47,32,17,3,23,57,17,3,22,58,18,0,53,29,47,0,35,5,7,6,20,0,0,8,26,46,20,0,80,0,23,2,4,71,23,0,63,13,0,0,0,1,23,0,12,24,20,21,25,1,18,43,9,4,25,1,8,57,9,27,2,13,48,10,76,0,23,1,35,0,64,1,66,1,31,2,53,1,32,14,77,0,16,7,78,0,22,0,29,1,0,1,7,13,49,29,1,0,3,9,12,46,31,0,29,23,7,10,31,0,11,19,21,18,31,0,18,30,10,11,52,6,32,10,52,12,20,16,52,9,27,12,31,1,31,37,63,1,17,19,85,1,2,1,1,2,1,0,7,54,0,5,7,2,6,0,0,3,5,0,4,2,4,4,0,4,33,2,34,31,0,0,33,1,18,19,11,7,7,4,0,35,2,17,41,5,35,1,12,12,20,13,7,2.245614035087719,1.479390581025873,2.8181818181818183,2.7502066038093145,14.85,5.203730734705825,3.2063492063492065,1.867884176131622
GT,GTM,Guatemala,San Marcos,2021-01-03,2020-12-22,100,2,52719.5427639817,0,0,27,91,3455113.3640698963,63,4,2,94,4,13,83,3,2,95,5,14,81,5,24,71,5,11,84,4,19,77,4,9,87,4,4,92,4,2,94,5,7,88,5,16,79,5,6,89,4,17,79,98,0,1,1,87,2,6,5,98,0,1,1,86,0,6,8,76,2,12,10,89,0,8,3,81,1,12,6,91,0,5,4,96,1,3,0,98,1,0,1,93,0,5,2,84,1,7,8,94,1,3,2,83,2,8,7,9,0,16,75,85,1,4,10,12,2,16,70,84,0,5,11,95,1,4,0,95,3,2,0,97,0,3,0,19,0,13,68,100,0,0,0,0,14,0,47,22,9,8,15,6,37,19,23,15,9,47,20,9,15,5,52,15,13,15,6,47,21,11,15,8,7,10,60,87,5,6,2,87,6,3,4,87,4,6,3,87,6,1,6,87,6,3,4,87,2,7,4,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,2,5,93,0,3,4,93,0,2,5,97,1,0,2,97,0,1,2,97,1,0,2,97,0,1,2,97,0,1,2,17,3,27,53,17,1,60,22,17,3,30,50,17,4,37,42,17,4,16,63,17,2,14,67,19,1,47,33,53,0,24,15,4,4,19,0,2,8,23,48,19,0,79,2,19,3,6,72,19,0,61,13,1,2,1,3,19,0,22,23,22,14,20,1,31,33,11,4,24,0,8,61,7,27,3,16,47,7,73,0,19,8,41,0,57,2,71,0,28,1,64,0,27,9,84,0,15,1,86,0,14,0,28,0,0,3,5,15,49,28,1,1,5,6,12,47,29,1,30,23,10,7,29,0,11,20,16,24,29,0,21,24,16,10,55,3,40,2,55,13,18,14,55,11,24,10,29,0,29,42,58,0,15,27,85,1,2,0,1,2,0,1,8,56,0,6,2,3,9,0,0,3,1,0,4,0,1,0,0,15,34,1,42,23,0,0,34,0,16,19,17,8,5,1,0,37,2,19,24,18,37,1,11,17,16,13,5,2.723404255319149,1.8261640440096483,1.916666666666667,1.0836246694508318,13.631578947368423,5.04844947536005,3.508474576271187,1.794367445512458
GT,GTM,Guatemala,-99,2021-01-04,2020-12-30,100,1,43685.06083017,0,0,11,84,2755136.4536397075,42,9,1,90,10,6,84,7,3,90,7,6,87,7,14,79,9,8,83,9,9,82,5,4,91,10,1,89,7,1,92,10,4,86,9,10,81,10,2,88,11,6,83,99,0,1,0,94,0,3,3,97,0,2,1,94,0,4,2,86,0,6,8,92,1,5,2,91,2,4,3,96,1,2,1,99,0,1,0,99,0,1,0,96,0,3,1,90,0,3,7,98,0,2,0,94,1,5,0,16,0,6,78,95,0,4,1,19,3,10,68,90,1,4,5,96,1,3,0,96,2,2,0,98,0,2,0,28,6,5,61,100,0,0,0,0,23,2,35,23,5,12,31,11,37,14,7,31,17,32,12,8,31,19,36,7,7,31,19,36,9,5,31,20,11,11,27,96,4,0,0,96,1,2,1,96,3,0,1,96,3,1,0,96,3,0,1,96,4,0,0,87,3,0,10,87,3,0,10,87,3,0,10,87,4,2,7,87,2,2,9,87,2,5,6,87,3,1,9,94,3,0,3,94,3,0,3,94,2,0,4,94,1,3,2,94,3,0,3,32,9,12,47,32,5,39,24,32,7,22,39,32,5,22,41,32,7,12,49,32,5,15,48,33,0,24,43,76,1,12,8,0,3,34,2,0,9,15,40,34,3,63,0,36,2,6,56,36,0,46,4,1,3,0,10,36,2,27,19,8,8,37,4,28,16,8,7,38,1,9,42,10,43,3,11,33,10,89,0,11,0,62,0,37,1,79,0,21,0,79,1,15,5,89,1,7,3,85,1,13,1,44,1,0,0,5,11,39,44,1,0,3,6,8,38,47,0,16,19,6,12,47,0,12,10,14,17,47,0,14,17,9,13,69,4,24,3,69,13,11,7,69,8,19,4,47,1,22,30,70,0,15,15,86,0,3,0,2,1,1,1,6,64,0,3,2,6,0,0,2,2,3,0,2,0,1,2,4,9,55,1,20,23,0,1,55,0,3,12,12,9,8,0,1,58,3,17,14,8,58,2,11,16,7,4,2,3.05,2.0894471693929497,2.25,1.2583057392117916,9.303030303030303,4.3480228875091065,2.8,1.2319281873646408
GT,GTM,Guatemala,Chimaltenango,2021-01-04,2020-12-21,100,1,24570.2169243987,0,0,9,94,3586479.830322337,74,1,3,96,1,10,89,2,5,93,1,12,87,1,15,84,1,11,88,1,14,85,1,3,96,1,4,95,2,2,96,1,10,89,1,16,83,2,3,95,1,22,77,97,1,1,1,90,1,4,5,95,0,2,3,88,0,3,9,85,0,7,8,89,0,5,6,86,0,8,6,97,0,2,1,96,0,2,2,98,0,1,1,90,0,6,4,84,0,6,10,97,0,3,0,78,0,9,13,6,0,5,89,96,0,0,4,7,0,18,75,82,0,3,15,97,0,3,0,97,1,2,0,99,0,1,0,11,1,8,80,100,0,0,0,0,9,0,55,22,12,2,12,2,56,24,6,12,4,65,13,6,12,3,64,15,6,12,3,55,21,9,12,5,13,21,49,92,2,3,3,92,2,4,2,92,1,1,6,92,1,4,3,92,1,2,5,92,1,3,4,94,0,0,6,94,0,2,4,94,0,1,5,94,0,1,5,94,0,3,3,94,0,4,2,94,0,2,4,96,0,1,3,96,0,1,3,96,0,2,2,96,0,2,2,96,0,1,3,14,2,35,49,14,1,68,17,14,2,37,47,14,2,45,39,14,2,17,67,14,2,20,64,16,0,46,38,54,0,26,10,3,7,16,0,2,6,19,57,16,0,82,2,17,2,8,73,17,0,74,4,0,2,1,2,17,0,23,23,24,13,17,1,37,33,8,4,20,0,11,58,11,21,2,13,56,8,65,2,32,1,33,1,66,0,63,1,35,1,56,0,36,8,83,0,14,3,81,1,17,1,21,1,2,3,8,24,41,21,1,1,2,13,19,43,21,1,33,21,12,12,21,0,10,18,29,22,21,0,24,27,18,10,49,1,42,8,49,14,24,13,49,12,28,11,21,0,47,32,68,0,11,21,89,1,1,0,3,1,0,1,4,43,0,4,4,4,8,1,1,2,1,0,0,3,3,4,2,20,24,0,46,29,0,1,24,0,18,27,20,6,3,1,1,25,2,12,54,7,25,2,8,18,25,12,10,2.2325581395348837,1.3244443453464798,1.7500000000000002,1.707825127659933,13.085714285714287,5.481835239985208,3.1857142857142855,1.7960734721008116
GT,GTM,Guatemala,Escuintla,2021-01-04,2020-12-25,100,2,56471.7592389957,0,0,38,88,2290433.3764610267,63,2,4,94,1,12,87,1,3,96,1,15,84,0,17,83,1,15,84,1,13,86,0,2,98,2,4,94,0,3,97,1,9,90,0,18,82,1,7,92,1,15,84,96,0,3,1,88,0,6,6,97,0,0,3,85,0,8,7,83,2,11,4,85,1,8,6,87,1,6,6,98,0,1,1,96,0,4,0,97,0,2,1,91,1,6,2,82,1,10,7,93,1,3,3,85,1,9,5,12,0,12,76,88,1,4,7,14,2,18,66,82,0,2,16,98,0,2,0,98,0,2,0,100,0,0,0,18,2,12,68,100,0,0,0,0,15,0,39,25,9,12,16,5,46,21,12,16,8,42,21,13,16,4,56,12,12,16,5,46,20,13,16,6,10,23,45,89,5,5,1,89,6,4,1,89,4,4,3,89,7,1,3,89,8,1,2,89,7,2,2,92,0,0,8,92,0,0,8,92,0,1,7,92,0,1,7,92,1,2,5,92,0,4,4,92,0,1,7,96,0,2,2,96,0,2,2,96,0,1,3,96,0,2,2,96,0,1,3,19,2,22,57,19,0,52,29,19,2,26,53,19,1,39,41,19,1,15,65,19,1,9,71,20,0,50,30,50,0,28,11,4,7,21,1,0,8,34,36,21,0,79,0,22,1,8,69,22,1,58,12,1,2,0,4,22,0,22,19,14,23,23,2,23,35,14,3,26,0,13,51,10,29,0,12,46,13,78,1,20,1,48,2,48,2,75,1,23,1,62,1,28,9,85,1,13,1,91,0,9,0,30,0,2,0,11,18,39,30,1,5,2,8,20,34,32,1,32,16,9,10,32,0,16,10,14,28,32,0,24,20,12,12,57,3,34,6,57,14,16,13,57,9,24,10,34,0,32,34,66,0,8,26,92,0,1,1,1,1,0,1,3,60,0,3,3,4,2,1,0,1,3,0,2,1,2,0,3,15,35,0,39,24,0,2,35,0,23,27,6,6,3,0,0,35,2,25,30,8,35,2,12,18,18,10,5,2.7804878048780486,2.079810028848202,3.888888888888889,3.295619988880864,12.758620689655173,5.0343045821175085,3.0317460317460316,1.5446917843548447
GT,GTM,Guatemala,Guatemala,2021-01-04,2021-01-03,100,0,0,0,0,12,92,697514.5684929312,50,3,1,96,2,6,92,3,0,97,3,4,93,2,19,79,3,3,94,3,10,87,3,3,94,3,6,91,2,3,95,4,7,89,2,19,79,2,2,96,2,21,77,99,0,1,0,94,0,4,2,100,0,0,0,96,0,1,3,81,1,5,13,97,0,3,0,90,1,5,4,97,1,1,1,94,0,5,1,97,1,0,2,93,0,3,4,81,1,7,11,98,0,2,0,79,1,12,8,8,0,8,84,92,0,3,5,8,0,22,70,78,0,4,18,96,1,3,0,96,1,3,0,99,0,0,1,12,0,6,82,100,0,0,0,0,12,0,42,25,16,5,15,3,45,25,12,15,7,39,24,15,15,4,49,20,12,15,6,34,24,21,15,8,6,13,58,94,2,2,2,94,2,3,1,94,1,1,4,94,2,3,1,94,2,3,1,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,23,59,17,2,54,27,17,2,36,45,17,1,44,38,17,0,12,71,17,1,6,76,17,1,48,34,52,0,30,7,7,4,20,1,0,8,24,47,20,0,80,0,21,0,7,72,21,0,64,6,0,0,1,8,21,1,21,17,26,14,21,1,24,44,8,2,23,0,16,55,6,26,1,16,52,5,77,0,21,2,46,1,53,0,64,1,34,1,56,0,29,15,88,1,11,0,94,0,6,0,27,0,0,3,8,25,37,27,0,0,1,11,23,38,31,0,35,24,4,6,31,0,11,19,17,22,31,0,15,33,9,12,52,3,38,7,52,17,21,10,52,14,20,14,34,0,40,26,74,0,17,9,87,1,3,0,2,2,1,1,3,47,0,2,5,3,3,0,5,6,3,1,2,9,1,1,1,11,41,1,29,28,0,1,41,1,10,18,17,8,5,0,0,47,1,41,8,3,47,0,7,12,20,10,4,3.0526315789473686,1.9857243000307407,2,0.8164965809277259,13.057692307692308,5.83906204372996,3.2549019607843137,1.5728081542883985
