ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AE,ARE,United Arab Emirates,Dubai,2020-12-25,2020-12-25,140,2,31451.664480624997,0,0,21,133,2453219.807512076,85,2,3,135,2,9,129,3,3,134,3,11,126,2,13,125,2,13,125,2,4,134,3,4,133,3,2,135,3,3,134,1,4,135,3,17,120,3,4,133,4,18,118,137,1,1,1,131,2,4,3,137,1,2,0,129,0,1,10,127,1,5,7,127,0,5,8,136,3,0,1,136,1,1,2,138,0,0,2,137,1,1,1,136,0,1,3,123,2,2,13,136,0,2,2,122,1,6,11,6,1,10,123,131,0,3,6,7,2,85,46,56,1,36,47,104,0,1,34,1,104,22,13,1,119,0,7,14,0,47,0,11,82,140,11,0,34,50,22,23,22,2,55,38,23,22,2,58,39,19,22,2,59,34,23,22,2,60,32,24,22,1,23,30,64,130,5,1,4,130,5,1,4,130,3,5,2,130,3,2,5,130,4,1,5,130,2,3,5,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,26,2,58,54,26,2,76,36,26,2,72,40,26,1,54,59,26,2,14,98,26,2,22,90,30,0,45,65,95,23,13,6,3,32,0,1,7,35,65,32,0,108,0,35,2,20,83,35,0,84,17,1,0,2,1,35,0,40,15,28,22,35,1,39,41,19,5,35,1,11,88,5,39,4,9,81,7,84,0,54,2,66,0,72,2,71,0,67,2,88,0,41,11,127,0,11,2,119,0,20,1,42,1,0,3,9,19,66,42,1,1,4,12,23,57,45,0,25,40,17,13,45,0,7,10,27,51,45,0,19,22,22,32,100,3,35,2,100,7,18,15,100,9,17,14,49,0,59,32,108,0,13,19,129,0,1,0,4,0,0,1,5,71,0,0,4,7,3,3,8,4,4,0,5,7,2,2,4,16,53,0,61,26,0,0,53,0,5,26,29,19,6,2,0,54,2,76,7,1,54,0,35,26,12,6,7,3,2.650356625796317,2.5714285714285716,1.9023794624226837,15.380952380952381,4.687601595762664,2.807228915662651,1.5808135550212916
AE,ARE,United Arab Emirates,Sharjah,2020-12-25,2020-12-23,100,0,0,0,0,31,98,2948424.8298066044,56,2,1,97,2,7,91,2,1,97,2,7,91,2,7,91,2,11,87,2,6,92,1,1,98,2,3,95,2,0,98,2,3,95,0,19,81,2,3,95,1,12,87,99,0,0,1,93,1,1,5,99,0,1,0,93,1,2,4,93,0,1,6,89,1,2,8,94,1,4,1,99,1,0,0,97,0,1,2,100,0,0,0,97,1,1,1,81,1,5,13,97,1,1,1,88,0,6,6,2,0,12,86,88,0,1,11,2,2,59,37,42,1,24,33,76,0,0,23,1,76,9,15,0,92,0,2,6,0,30,0,6,64,100,8,0,21,35,28,8,19,4,30,33,14,19,8,37,28,8,19,6,43,22,10,19,3,42,29,7,19,6,15,24,36,95,0,0,5,95,0,0,5,95,1,0,4,95,1,1,3,95,0,1,4,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,1,41,36,22,1,49,28,22,0,38,40,22,1,39,38,22,1,7,70,22,2,9,67,22,0,22,56,78,15,5,1,1,25,0,0,3,29,43,25,0,75,0,27,1,12,60,27,0,65,5,2,0,0,1,27,0,29,14,19,11,27,0,21,37,13,2,27,0,5,61,7,30,0,7,57,6,59,0,37,4,51,0,47,2,62,0,31,7,61,0,33,6,93,0,5,2,91,0,8,1,32,1,2,2,4,17,42,32,1,5,4,9,18,31,35,2,22,20,14,7,35,0,7,9,13,36,35,0,18,15,17,15,67,1,29,3,67,6,15,12,67,6,18,9,36,0,35,29,71,0,13,16,93,0,4,1,0,0,1,0,1,58,0,1,7,5,4,0,6,5,2,0,0,3,1,0,2,6,44,0,42,14,0,0,44,0,1,25,14,10,5,0,1,44,3,47,6,0,44,1,11,21,16,4,3,2.8518518518518516,1.854385730840927,3.375,1.407885953173359,14.428571428571429,4.659220249498121,3.4799999999999995,1.8542835130957658
AE,ARE,United Arab Emirates,Abu Dhabi,2020-12-26,2020-12-25,100,0,0,0,0,4,95,2015469.6150320587,72,0,0,100,0,4,96,0,3,97,0,8,92,0,9,91,0,8,92,0,3,97,0,5,95,0,4,96,0,1,99,0,1,99,0,13,87,1,5,94,0,13,87,100,0,0,0,96,1,0,3,97,0,1,2,92,0,5,3,91,0,6,3,92,1,2,5,97,0,1,2,95,0,2,3,96,1,2,1,99,0,1,0,99,0,0,1,87,0,2,11,95,0,4,1,87,0,6,7,5,0,4,91,96,0,1,3,5,0,86,9,15,2,55,28,45,0,2,52,1,45,17,38,0,83,0,7,10,0,63,0,4,33,100,8,3,37,34,11,7,11,5,51,17,16,11,6,50,20,13,11,6,57,10,16,11,7,48,24,10,11,8,20,16,45,96,0,0,4,96,0,1,3,96,0,2,2,96,0,0,4,96,0,2,2,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,1,35,52,12,0,60,28,12,0,52,36,12,1,38,49,12,1,10,77,12,1,17,70,12,0,36,52,64,24,10,1,1,13,1,1,5,24,56,13,1,86,0,17,1,32,50,17,1,70,9,1,0,0,2,17,1,33,24,12,13,17,1,29,41,10,2,18,1,14,61,6,19,1,20,54,6,65,1,32,2,40,1,57,2,48,1,49,2,62,1,31,6,90,0,9,1,83,1,15,1,23,0,1,4,13,14,45,23,0,0,5,12,15,45,23,0,27,23,15,12,23,0,6,7,14,50,23,0,11,19,15,32,70,1,26,3,70,9,9,12,70,7,13,10,23,0,42,35,65,0,16,19,87,0,1,1,2,0,1,1,7,45,0,2,5,7,3,1,3,4,0,0,0,9,1,1,1,18,27,1,56,15,0,1,27,0,4,24,27,10,6,1,1,28,0,52,11,9,28,0,29,22,16,2,3,2,1.4142135623730951,1,0,14.842857142857143,4.974240060772561,2.8285714285714287,1.5601136020642072
AE,ARE,United Arab Emirates,Dubai,2020-12-26,2020-12-26,126,0,0,0,0,21,122,2488498.7757476014,85,1,0,125,1,8,117,1,2,123,1,5,120,1,12,113,1,11,114,1,12,113,1,1,124,1,1,124,1,0,125,1,2,123,1,14,111,1,3,122,1,5,120,126,0,0,0,118,0,4,4,124,0,1,1,121,0,2,3,114,0,4,8,115,0,3,8,114,0,6,6,125,0,0,1,125,0,1,0,126,0,0,0,124,0,2,0,112,0,7,7,123,0,2,1,121,0,3,2,4,0,10,112,118,0,3,5,6,4,86,30,40,0,28,58,98,0,1,26,1,98,16,12,0,110,0,2,14,0,38,1,7,80,126,13,0,36,32,29,16,21,3,37,41,24,21,3,45,33,24,21,3,47,26,29,21,1,47,33,24,21,2,16,30,57,119,3,0,4,119,3,0,4,119,2,2,3,119,3,0,4,119,1,3,3,119,3,1,3,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,25,1,51,49,25,2,78,21,25,3,68,30,25,2,54,45,25,2,31,68,25,2,21,78,28,1,41,56,85,28,8,1,4,30,1,2,6,29,58,30,1,95,0,31,0,17,78,31,0,81,12,0,0,0,2,31,0,42,22,18,13,31,2,30,34,22,7,32,0,5,82,7,33,0,10,76,7,76,0,49,1,49,0,75,2,58,0,66,2,72,0,44,10,95,0,28,3,105,0,21,0,34,0,0,3,11,23,55,34,0,1,5,18,18,50,36,2,23,33,21,11,36,0,8,10,17,55,36,1,12,25,20,32,90,2,29,5,90,8,15,13,90,6,16,14,38,0,46,42,84,0,19,23,108,0,6,1,3,0,1,0,7,63,0,0,6,10,2,2,2,6,1,1,1,13,1,3,5,10,41,2,62,19,0,2,41,0,5,29,28,13,6,4,0,41,1,70,9,5,41,0,24,35,15,7,4,2.1818181818181817,1.7221814918611484,2.5714285714285716,1.3972762620115438,15.25925925925926,4.064411943251378,2.7560975609756095,1.4703738972695874
AE,ARE,United Arab Emirates,Sharjah,2020-12-26,2020-12-24,100,0,0,0,0,23,99,2932939.2668454573,55,1,1,98,1,7,92,1,1,98,1,10,89,1,8,91,1,14,85,1,6,93,1,1,98,1,3,96,1,0,99,1,3,96,0,22,78,2,3,95,1,12,87,99,0,0,1,93,1,1,5,99,0,1,0,90,1,2,7,92,0,1,7,86,1,3,10,94,1,4,1,99,0,1,0,97,0,0,3,100,0,0,0,97,1,1,1,78,1,7,14,97,0,1,2,88,0,6,6,1,0,10,89,91,0,0,9,3,3,62,32,39,1,25,35,75,0,0,25,0,75,11,14,0,90,0,3,7,0,34,0,5,61,100,9,0,21,35,26,9,19,2,35,32,12,19,6,35,30,10,19,4,41,26,10,19,2,42,28,9,19,4,19,23,35,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,0,1,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,1,42,36,21,0,54,25,21,1,38,40,21,1,41,37,21,1,11,67,21,2,11,66,22,0,22,56,78,14,7,1,0,24,0,0,5,28,43,24,0,76,0,26,1,14,59,26,0,69,3,2,0,0,0,26,0,29,13,20,12,26,0,23,39,11,1,26,0,4,62,8,30,0,6,58,6,58,0,38,4,46,0,52,2,62,0,31,7,59,0,34,7,89,0,10,1,89,0,10,1,32,1,1,2,4,19,41,32,1,4,4,11,17,31,37,2,20,18,13,10,37,0,6,10,12,35,37,0,15,17,18,13,68,2,27,3,68,10,15,7,68,8,18,6,38,0,30,32,68,0,16,16,89,0,4,2,1,0,1,0,3,59,0,1,8,4,4,0,5,5,2,0,0,2,0,0,3,7,45,1,39,15,0,0,45,0,0,20,18,11,5,0,1,45,3,46,6,0,45,1,10,21,15,5,3,2.7714285714285714,2.101620023384122,3.166666666666666,0.983192080250175,14.23076923076923,5.105227557738204,3.3725490196078427,1.5869566385219918
AE,ARE,United Arab Emirates,Abu Dhabi,2020-12-27,2020-12-26,100,0,0,0,0,12,92,1842260.2295407853,57,2,0,98,3,4,93,3,1,96,1,7,92,2,8,90,2,8,90,1,5,94,3,2,95,1,2,97,2,1,97,3,2,95,1,11,88,3,3,94,2,10,88,100,0,0,0,96,0,0,4,99,0,1,0,93,0,1,6,92,0,3,5,92,0,3,5,95,1,0,4,98,0,2,0,98,0,0,2,99,0,0,1,98,0,1,1,89,0,1,10,97,0,2,1,90,0,6,4,8,0,6,86,94,0,3,3,8,2,79,11,21,3,46,30,54,0,0,45,1,54,14,32,0,86,0,4,10,0,60,0,7,33,100,13,2,40,24,17,4,17,2,47,23,11,17,4,50,21,8,17,4,51,17,11,17,3,53,18,9,17,6,21,28,28,93,0,2,5,93,1,0,6,93,1,0,6,93,1,3,3,93,1,1,5,93,1,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,3,40,35,22,0,48,30,22,5,45,28,22,4,30,44,22,5,9,64,22,5,10,63,24,0,25,51,75,12,4,4,5,25,2,0,8,16,49,25,0,74,1,27,0,14,59,27,0,61,8,0,0,1,3,27,0,30,16,14,13,27,2,26,32,10,3,30,0,16,48,6,33,1,12,49,5,61,0,39,0,54,0,45,1,56,0,41,3,71,0,24,5,91,0,8,1,90,0,9,1,35,0,0,0,7,18,40,35,0,0,1,8,16,40,35,0,21,22,17,5,35,0,6,9,14,36,35,0,13,9,22,21,78,1,19,2,78,7,8,7,78,6,11,5,37,0,39,24,76,0,11,13,90,0,1,3,1,1,1,2,1,51,0,1,1,5,3,2,3,0,2,1,3,5,0,3,0,20,42,0,38,19,0,1,42,0,3,24,21,4,4,2,0,42,0,42,9,7,42,0,26,8,13,4,7,2.3,2.2501461940809184,2,1.2649110640673518,15.14285714285714,5.0647752222530125,3.1428571428571432,1.7932050679117586
AE,ARE,United Arab Emirates,Dubai,2020-12-27,2020-12-27,141,1,12823.3033930925,1,12823.3033930925,11,136,1872636.2601524822,98,1,4,136,1,14,126,1,2,138,1,11,129,1,19,121,1,11,129,1,7,133,1,4,136,1,5,135,1,1,139,0,10,131,1,14,126,1,4,136,1,19,121,137,0,2,2,127,1,3,10,139,0,2,0,130,0,1,10,122,0,3,16,130,0,2,9,134,0,2,5,137,0,3,1,136,0,1,4,140,0,1,0,131,0,2,8,127,0,4,10,137,0,1,3,122,0,5,14,4,1,6,130,136,0,4,1,7,2,88,44,53,0,32,56,109,0,1,26,5,109,15,17,0,127,0,2,10,2,41,4,9,87,141,14,1,37,48,28,13,19,1,54,43,24,19,2,64,35,21,19,2,64,33,23,19,1,69,33,19,19,2,21,38,61,135,2,0,4,135,2,0,4,135,0,3,3,135,2,1,3,135,2,0,4,135,2,2,2,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,21,1,60,59,21,1,83,36,21,0,72,48,21,0,65,55,21,0,24,96,21,0,32,88,26,1,54,60,87,36,13,2,3,26,0,2,6,40,67,26,0,114,1,27,1,28,85,27,0,98,12,0,0,0,4,27,0,38,27,33,16,28,1,29,59,20,4,29,0,17,91,4,32,0,17,86,6,83,2,54,2,60,2,76,3,71,2,66,2,78,2,46,15,118,1,18,4,110,1,30,0,34,0,2,4,12,30,59,34,0,3,3,13,33,55,36,0,31,31,32,11,36,0,8,13,25,59,36,0,15,35,26,29,91,1,45,4,91,13,19,18,91,12,21,17,37,0,56,48,93,0,21,27,121,0,4,2,1,0,0,2,11,66,0,0,13,4,7,2,11,3,3,0,3,9,2,2,2,14,40,2,53,46,0,0,40,0,5,41,31,15,8,1,0,43,1,87,6,4,43,1,28,43,13,5,8,2.9655172413793105,2.4131621334161655,2.25,1.8929694486000914,14.052083333333334,5.306142997391978,2.978723404255319,1.451574772625103
AE,ARE,United Arab Emirates,Sharjah,2020-12-27,2020-12-24,100,0,0,0,0,24,98,3020160.1477683666,62,0,2,98,1,9,90,1,1,98,1,10,89,1,7,92,1,11,88,1,8,91,1,2,97,1,3,96,1,0,99,1,4,95,0,17,83,1,3,96,1,13,86,98,0,0,2,91,1,2,6,99,0,1,0,90,0,4,6,93,0,1,6,89,0,2,9,92,0,3,5,98,0,1,1,97,0,1,2,100,0,0,0,96,0,3,1,83,1,5,11,97,0,1,2,87,0,7,6,2,0,12,86,89,0,3,8,4,3,65,28,36,0,23,41,77,0,1,22,0,77,10,13,0,91,0,3,6,0,32,0,3,65,100,10,0,23,32,26,9,15,2,38,33,12,15,4,35,32,14,15,3,43,25,14,15,2,42,26,15,15,4,20,17,44,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,1,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,2,49,30,19,0,58,23,19,1,40,40,19,2,42,37,19,2,12,67,19,2,12,67,20,0,24,56,76,14,8,1,1,20,0,1,8,32,39,20,0,80,0,21,0,13,66,21,0,71,7,1,0,0,0,21,0,31,19,18,11,21,0,22,46,10,1,21,0,4,69,6,24,0,5,64,7,51,0,45,4,42,0,57,1,60,0,37,3,58,0,33,9,88,0,11,1,88,0,11,1,26,0,0,1,6,18,49,26,0,2,6,11,17,38,31,1,20,21,16,11,31,0,8,9,17,35,31,0,16,18,20,15,66,2,29,3,66,10,13,11,66,8,14,12,32,0,39,29,71,0,16,13,86,0,3,3,4,0,0,0,4,47,0,2,9,7,5,0,3,8,5,0,1,2,0,0,3,8,38,1,45,16,0,0,38,0,1,23,18,15,5,0,0,38,3,53,5,1,38,2,18,23,15,2,2,2.864864864864865,2.5073465629598926,2.5,1.0690449676496976,14.086206896551722,4.725015484087209,3.0701754385964914,1.5219776739821942
AE,ARE,United Arab Emirates,Abu Dhabi,2020-12-28,2020-12-26,100,0,0,0,0,12,92,1818909.2502441893,55,2,0,98,3,4,93,3,1,96,1,7,92,2,9,89,2,8,90,1,5,94,3,2,95,1,2,97,2,1,97,3,1,96,1,10,89,3,3,94,2,10,88,100,0,0,0,96,0,0,4,99,0,1,0,93,0,1,6,91,0,3,6,92,0,3,5,95,1,0,4,98,0,2,0,98,0,0,2,99,0,0,1,99,0,1,0,90,0,1,9,97,0,2,1,90,0,6,4,8,0,6,86,94,0,3,3,8,2,77,13,23,3,44,30,56,0,0,43,1,56,14,30,0,86,0,4,10,0,58,0,8,34,100,14,2,41,22,17,4,18,2,46,23,11,18,4,51,19,8,18,4,50,17,11,18,3,52,18,9,18,6,22,27,27,92,0,2,6,92,1,0,7,92,1,0,7,92,1,3,4,92,1,1,6,92,1,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,3,40,34,23,0,48,29,23,5,43,29,23,4,29,44,23,5,9,63,23,5,11,61,25,0,24,51,76,11,4,4,5,26,2,0,8,15,49,26,0,73,1,28,0,15,57,28,0,61,7,0,0,1,3,28,0,30,15,14,13,28,2,26,30,11,3,31,0,16,47,6,34,1,12,48,5,61,0,39,0,54,0,45,1,58,0,40,2,72,0,23,5,91,0,8,1,89,0,10,1,36,0,0,0,7,17,40,36,0,0,1,8,15,40,36,0,20,22,17,5,36,0,6,9,14,35,36,0,14,9,20,21,77,1,20,2,77,7,8,8,77,6,11,6,38,0,39,23,77,0,11,12,90,0,1,3,1,1,1,2,1,51,0,1,1,5,3,2,3,1,2,1,3,5,0,2,0,20,43,0,37,19,0,1,43,0,3,23,21,4,4,2,0,43,1,41,8,7,43,1,24,8,13,4,7,2.6,2.458069417888334,2,1.2649110640673518,15.22222222222222,5.142008515388422,3.2037037037037037,1.7949576084722554
AE,ARE,United Arab Emirates,Dubai,2020-12-28,2020-12-27,100,0,0,0,0,5,97,1310048.7724140747,65,1,3,96,1,8,91,2,1,97,2,4,94,1,16,83,2,7,91,1,6,93,1,2,97,1,4,95,2,1,97,1,7,92,2,10,88,2,4,94,2,13,85,97,0,1,2,92,0,1,7,99,0,1,0,96,0,0,4,84,0,2,14,93,0,1,6,94,0,2,4,98,0,1,1,96,0,1,3,99,0,1,0,93,0,1,6,90,0,2,8,96,0,0,4,87,0,3,10,2,1,4,93,97,0,3,0,4,2,67,27,33,0,26,41,74,0,1,20,5,74,12,14,0,89,0,2,7,2,32,4,5,59,100,11,1,25,35,19,9,16,1,35,32,16,16,2,43,26,13,16,1,45,25,13,16,1,49,24,10,16,1,17,23,43,97,1,0,2,97,1,0,2,97,0,1,2,97,1,1,1,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,1,40,40,19,0,57,24,19,0,46,35,19,0,40,41,19,0,15,66,19,0,19,62,21,1,35,43,65,25,9,0,1,21,0,2,4,30,43,21,0,79,0,21,1,16,62,21,0,67,8,0,0,0,4,21,0,31,18,21,9,22,0,22,41,12,3,23,0,13,61,3,27,0,11,56,6,60,2,36,2,43,2,52,3,54,2,42,2,61,2,27,10,85,1,11,3,81,1,18,0,28,0,2,3,12,21,34,28,0,2,4,11,20,35,30,0,21,18,24,7,30,0,6,10,17,37,30,0,9,26,18,17,65,0,30,5,65,8,13,14,65,9,11,15,30,0,29,41,59,0,19,22,81,0,4,2,1,0,0,1,11,53,0,0,11,4,4,0,5,3,2,0,3,5,1,2,0,7,32,2,36,30,0,0,32,0,2,30,20,10,5,1,0,35,0,58,4,3,35,0,22,24,11,4,4,2.7555555555555555,2.4229542031798847,1.3333333333333333,0.5773502691896257,13.938461538461539,4.977690613743872,3.03125,1.425045251300452
