ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,Eastern Cape,2021-10-11,2021-10-10,60,8361821.55227652,81,391,34,319,0,5,105,50,0,0,61,35,20,39,3,161195.184275214,1,1,0,1,2,113328.606706313,34,103,1384.57913025999,2,0,1,0,0,6,2,3,1,1,6,2,3,1,1,11,6,0,0,0,2,0,2,0,0,1,2,2,2,0,4,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,4,2,2,0,1,2,1,2,0,1,0,1,2,0,1,0,0,0,0,0,2,0.0476190476190476,0.0407332576804628,0.0285714285714286,0.0318658021730655,0.0192775202469285,9.31957896547597e-05,0.0190476190476191,0.0261455482229834,0.0135531003619014,7.83707181975029e-05,0.0245561985277184,0.00815212621481122
ZA,ZAF,South Africa,Eastern Cape,2021-10-12,2021-10-11,55,8712330.11602584,87,443,44,432,0,9,115,56,0,0,64,41,27,36,3,198329.260053679,1,1,0,1,2,150462.682484778,44,114,1532.44680436543,2,0,1,0,0,6,2,3,1,1,6,2,3,1,1,6,4,0,0,0,1,0,1,0,0,0,4,4,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,7,7,4,5,0,3,3,4,5,0,2,1,3,3,1,2,0,1,1,1,2,2,0.0782608695652174,0.0490880203349805,0.0260869565217391,0.0291320448021993,0.0227642039973742,9.90391370086571e-05,0.0173913043478261,0.023892167460625,0.0172700850956061,8.6505805934015e-05,0.0287122527677038,0.00836109150613957
ZA,ZAF,South Africa,Eastern Cape,2021-10-13,2021-10-12,52,8226120.00105455,78,446,31,390,0,6,107,61,0,0,69,29,29,38,4,278020.113780146,1,2,0,1,3,202760.714174289,31,107,1438.34919357106,2,0,1,0,0,9,3,5,2,1,6,2,4,2,0,5,4,0,0,0,0,0,0,0,0,0,3,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,5,4,4,1,4,2,4,4,0,2,2,3,2,2,2,1,2,1,2,2,2,0.0560747663551402,0.0435921948951269,0.0373831775700935,0.035943555304845,0.0337972353605959,0.000123488153482909,0.0280373831775701,0.0312787739529993,0.0246484021808941,0.000105956000426067,0.0215524854037946,0.00750470060348021
ZA,ZAF,South Africa,Eastern Cape,2021-10-14,2021-10-12,46,12196796.3270527,117,634,43,504,0,9,153,85,0,0,103,38,47,53,8,656913.917733892,4,3,3,1,3,202760.714174289,43,152,2043.26240582057,4,1,1,1,0,13,5,7,4,1,10,4,5,4,0,9,7,0,0,0,0,0,0,0,0,0,5,4,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,6,8,6,5,3,4,3,6,4,1,3,2,3,4,3,3,2,2,2,3,2,3,0.0588235294117647,0.0372832227481666,0.0522875816993464,0.0352728002858569,0.0538595464021028,0.000126687672343217,0.0196078431372549,0.0219693496914309,0.0166240960935424,7.17553036645015e-05,0.0210447761763283,0.00622357014015965
ZA,ZAF,South Africa,Eastern Cape,2021-10-15,2021-10-13,34,11975913.4361835,103,510,28,436,0,4,132,69,0,0,92,30,42,47,8,747159.544016604,5,2,4,1,2,123309.52782872,28,131,1760.96957343746,3,1,0,1,0,12,6,5,4,2,8,4,3,3,1,13,9,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,3,2,3,1,1,3,0,1,2,1,1,3,2,2,2,1,1,2,0,3,0.0303030303030303,0.0292430168633732,0.0606060606060606,0.0407045567883817,0.0623885224286248,0.000136980130155587,0.0151515151515152,0.0208388557396111,0.0102964611831744,5.71729131840334e-05,0.0159003315118859,0.0058424472141902
ZA,ZAF,South Africa,Eastern Cape,2021-10-16,2021-10-14,48,11890897.2639493,105,490,31,429,0,4,128,63,0,0,87,32,43,43,7,819098.546742433,5,2,5,0,1,132157.744071041,31,127,1707.1995101264,2,1,0,1,0,8,4,4,3,1,8,3,4,2,1,12,9,0,0,0,0,0,0,0,0,0,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,4,3,2,3,0,1,2,0,1,1,0,0,2,1,1,1,0,1,1,0,3,0.03125,0.0301421325137655,0.0546875,0.0393889897100669,0.0688845028731151,0.000143947232394338,0.0078125,0.0152522879936616,0.011114194424311,5.9587181558699e-05,0.0181583932142207,0.0063338150324863
ZA,ZAF,South Africa,Eastern Cape,2021-10-17,2021-10-15,41,11992337.3854352,97,470,24,436,0,2,123,62,0,0,81,30,36,45,3,440204.742788687,2,1,2,0,1,132157.744071041,24,121,1626.54441515979,0,0,0,0,0,5,3,2,1,2,5,2,3,0,2,14,11,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.016260162601626,0.0223510590973029,0.024390243902439,0.027260993187646,0.0367071679723854,0.00010642674404871,0.00813008130081301,0.0158697592791709,0.0110201822900303,5.90859572103179e-05,0.0147552072825765,0.00585949056303758
ZA,ZAF,South Africa,Eastern Cape,2021-10-18,2021-10-16,50,11828871.4109985,113,512,40,510,0,4,139,70,0,0,95,29,38,57,4,402552.482017798,1,2,1,0,2,184385.340714979,40,136,1828.1821525763,1,0,1,0,0,7,3,3,0,3,9,3,5,0,3,14,12,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0287769784172662,0.0277921900258217,0.0287769784172662,0.0277921900258217,0.0340313515999087,0.000103323129124884,0.0143884892086331,0.0197970815489537,0.0155877373511337,7.05921619697503e-05,0.0218796578577422,0.0067058644014152
ZA,ZAF,South Africa,Eastern Cape,2021-10-19,2021-10-17,49,11948552.4986664,111,821,135,452,0,4,140,73,0,0,96,26,40,56,4,294561.673964396,2,1,1,1,2,125555.492707658,135,137,1841.62466840406,2,0,1,0,0,9,6,2,2,4,12,6,3,2,4,13,10,0,0,0,0,0,0,0,0,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0.0285714285714286,0.0275965941938441,0.0285714285714286,0.0275965941938441,0.0246524986183281,8.79226162134957e-05,0.0142857142857143,0.0196566985974023,0.0105080086246155,5.78171653072853e-05,0.0733048391000267,0.0119037089370137
ZA,ZAF,South Africa,Eastern Cape,2021-10-20,2021-10-18,48,12042243.5655043,119,717,138,436,0,4,147,72,0,0,105,26,44,61,7,563968.892216604,4,1,2,2,3,202098.084842623,138,145,1949.1647950262,2,0,1,0,0,12,7,3,3,4,15,7,4,3,4,12,8,0,0,0,0,0,0,0,0,0,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,3,1,0,2,1,2,0,0,1,0,1,1,1,0,0,0,0,1,0,3,0.0272108843537415,0.0263008693124522,0.0476190476190476,0.0344258860375962,0.0468325432174553,0.000119330885105531,0.0204081632653061,0.0228567228517791,0.016782427937394,7.25515339105439e-05,0.0707995549438112,0.011386592539983
ZA,ZAF,South Africa,Eastern Cape,2021-10-21,2021-10-19,31,12558621.8160167,98,580,127,285,0,3,128,67,0,0,90,23,39,51,5,431924.340359213,4,0,2,2,2,149870.488198686,127,126,1693.75699429863,1,0,0,0,0,9,6,2,4,2,12,6,2,4,2,10,6,0,0,0,1,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,3,0.0234375,0.0262088985896068,0.0390625,0.0335637667591062,0.0343926544398651,0.000100788325126304,0.015625,0.0214849034782183,0.0119336731684641,6.00561128511435e-05,0.074981240182326,0.0125422115030371
ZA,ZAF,South Africa,Eastern Cape,2021-10-22,2021-10-20,38,12352654.8900814,90,413,35,289,0,6,117,61,0,0,84,25,36,48,5,680099.817763848,3,1,1,2,2,330192.200769104,35,115,1545.88932019319,2,0,2,0,0,9,4,4,2,2,12,5,5,2,3,13,9,0,0,0,3,1,1,0,1,2,2,3,0,2,5,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,3,0,1,1,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,3,0.0512820512820513,0.0399674474842471,0.0427350427350427,0.0366490998194861,0.0550569755097698,0.00012719701621353,0.0170940170940171,0.0234873065658838,0.0267304643177746,8.99472216507662e-05,0.0226406894354028,0.00741533615791888
ZA,ZAF,South Africa,Eastern Cape,2021-10-23,2021-10-21,48,12628776.3589821,86,602,30,268,0,6,117,63,0,0,82,30,34,47,4,650046.649448937,2,2,1,1,1,253649.608634138,30,116,1559.33183602096,3,0,3,0,0,8,3,5,2,1,9,3,5,1,2,9,7,0,0,0,3,1,1,0,1,2,1,4,0,1,5,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,3,1,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0512820512820513,0.0399674474842471,0.0341880341880342,0.0329259652734508,0.0514734469097314,0.000121866356540938,0.00854700854700855,0.0166800862899834,0.0200850503187296,7.73745450613526e-05,0.0192390094956009,0.00681791785601271
ZA,ZAF,South Africa,Eastern Cape,2021-10-24,2021-10-22,33,12178024.6080039,97,543,26,311,0,5,119,56,0,0,87,31,35,50,4,650046.649448937,2,2,1,1,1,253649.608634138,26,118,1586.21686767649,3,0,3,0,0,6,2,4,1,1,6,2,4,0,2,9,8,0,0,0,2,1,1,0,1,1,1,4,0,1,4,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,3,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0420168067226891,0.0360466638652036,0.0336134453781513,0.032382215957275,0.0533786611846474,0.000126250076767387,0.00840336134453782,0.0164009367054754,0.0208284690496872,8.02080080812006e-05,0.0163912013103763,0.00624860977233915
ZA,ZAF,South Africa,Eastern Cape,2021-10-25,2021-10-23,49,12145962.4544481,99,434,18,315,0,3,130,57,0,0,92,36,32,58,3,330808.600706566,2,1,2,0,1,91454.5507692683,18,129,1734.08454178193,3,2,1,1,1,5,3,2,2,1,3,2,1,1,1,12,11,0,0,0,2,2,0,1,1,2,2,1,1,1,3,0,1,0,2,1,1,1,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,2,1,0,2,0,3,2,1,2,0,1,2,3,2,0,1,0,2,1,1,1,0,1,1,2,1,3,0.0230769230769231,0.0258104484518851,0.0230769230769231,0.0258104484518851,0.0272360961057817,9.15394452848174e-05,0.00769230769230769,0.0150185469901632,0.00752962567703109,4.86158174955243e-05,0.0103801167511149,0.00477032845640801
ZA,ZAF,South Africa,Eastern Cape,2021-10-26,2021-10-24,35,11519421.2736551,88,378,18,294,0,2,117,48,10,21,86,28,30,55,3,392132.48517251,2,0,1,1,3,392132.48517251,18,116,1559.33183602096,2,2,0,1,1,4,3,0,1,2,2,2,0,1,1,12,11,0,0,0,2,2,0,1,1,2,2,0,1,1,2,0,1,0,2,1,1,1,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,2,1,3,0.0170940170940171,0.0234873065658838,0.0256410256410256,0.0286406157970728,0.0340409883324014,0.000104716035123619,0.0256410256410256,0.0286406157970728,0.0340409883324014,0.000104716035123619,0.0115434056973605,0.00530181536451083
ZA,ZAF,South Africa,Eastern Cape,2021-10-27,2021-10-25,45,11411694.2613403,91,462,21,279,0,2,129,55,17,59,95,30,40,55,4,467399.904765262,3,0,2,1,3,392132.48517251,21,129,1734.08454178193,2,2,0,1,1,8,5,2,3,2,7,4,3,3,1,12,11,0,0,0,2,2,0,1,1,2,2,0,1,1,2,0,1,0,2,1,1,1,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,2,1,3,0.0155038759689922,0.0213196653743568,0.0310077519379845,0.0299122118319957,0.0409579764460291,0.000114990269536101,0.0232558139534884,0.0260081478581565,0.0343623371072031,0.000105686976165424,0.012110136209634,0.00514803790883705
ZA,ZAF,South Africa,Eastern Cape,2021-10-28,2021-10-26,28,11163100.57428,77,340,11,207,0,2,108,44,23,79,83,21,41,42,5,473911.0574292,3,0,1,2,4,398643.637836448,11,107,1438.34919357106,1,0,0,0,0,8,4,2,2,2,8,3,4,2,1,6,6,0,0,0,1,1,0,0,1,1,1,0,0,1,2,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,2,2,1,2,2,2,2,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,1,0,3,0.0185185185185185,0.0254261373247429,0.0462962962962963,0.0396292699929665,0.0424533537323046,0.000118274642548014,0.037037037037037,0.0356171465392445,0.0357108345646309,0.000108857740513625,0.0076476561110239,0.00450207835545384
