ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.NA,C0_2.0,C0_2.1,C0_2.NA,C0_3.0,C0_3.1,C0_3.NA,C0_4.0,C0_4.1,C0_4.NA,C0_5.0,C0_5.1,C0_5.NA,C0_6.0,C0_6.1,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-10-11,101136263.063704,4465,7814.4,335,8679,0,10630,4,2,7,4,5122,1467,513,4463,4583,426,286,4251,29,875813.874622171,24,3,2,21,23,669550.836375504,343,5056,53312.5319829687,246,216,0,0,0,4,3,1,0,3,2,3,1,0,3,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2662,1813,647,1306,3169,647,3089,1386,647,2988,1487,647,4183,292,647,3030,1445,647,4147,328,647,124,1517,554,2927,128,1426,610,2958,530,1220,408,2964,229,1484,441,2968,1333,769,47,2973,922,1150,82,2968,504,1427,211,2980,1855,250,34,2983,44,37,272,343,1719,2707,54,172,502,162,48,195,582,350,223,279,44,161,275,379,2,1694,35,61,279,401,1634,2712,34,149,685,1527,2727,187,453,740,1022,2720,2021-10-11,5122,1,0.103094855305466,0.00844889007011594,0.000780944943381492,0.000765013089841305,0.000390472471690746,0.00054105162799111,0.00136665365091761,0.00101172054396348,0.000780944943381492,0.000765013089841305,0.00566185083951581,0.00205482370329532,0.00865974130436783,1.80575352199658e-05,0.00449043342444358,0.00183102870935596,0.00662028451608661,1.5804858451015e-05,0.00643375932903685,0.00067867875630802
JP,JPN,Japan,2021-10-12,101264482.523756,4621,7138.5,178,9787,0,11410,5,2,10,3,5294,1433,564,4577,4761,411,344,4375,26,814228.474222304,25,1,3,22,16,409171.399302851,186,5233,55178.8923787332,229,197,0,0,0,3,2,1,1,1,1,3,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2652,1915,727,1341,3226,727,3220,1347,727,2974,1593,727,4305,262,727,3086,1481,727,4276,291,727,129,1557,633,2975,133,1495,680,2986,531,1298,466,2999,223,1539,534,2998,1363,844,75,3012,928,1254,103,3009,481,1556,239,3018,1944,273,42,3035,35,33,264,426,1690,2846,48,166,539,152,40,204,572,372,217,297,51,177,297,422,4,1736,34,53,262,466,1629,2850,25,168,691,1547,2863,173,491,768,998,2864,2021-10-12,5294,1,0.109706282824353,0.00854292696316545,0.000944465432565168,0.00082745421248232,0.000377786173026067,0.000523476392885937,0.00188893086513034,0.00116964371104395,0.000566679259539101,0.000641064449692712,0.00491122024933887,0.00188313624639579,0.00804061260107946,1.73944632526597e-05,0.00302228938420854,0.00147865504656894,0.00404062104605,1.23556156697206e-05,0.00337085417959001,0.000483613456391402
JP,JPN,Japan,2021-10-13,100366343.597468,4631,7067.6,248,9585,0,11729,2,3,5,5,5347,1434,475,4731,4817,367,320,4462,19,465214.091716535,17,2,2,14,12,240223.27981527,254,5279,55663.9351934517,231,211,0,0,0,1,1,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2580,2051,716,1356,3275,716,3269,1362,716,3006,1625,716,4341,290,716,3197,1434,716,4332,299,716,137,1545,607,3058,152,1508,623,3064,511,1321,444,3071,236,1545,498,3068,1397,809,55,3086,939,1224,102,3082,513,1511,231,3092,1924,286,31,3106,40,33,257,415,1733,2869,52,164,525,162,43,189,602,397,221,271,54,158,307,441,4,1757,42,56,248,427,1699,2875,36,167,655,1604,2885,186,477,754,1045,2885,2021-10-13,5347,1,0.0912408759124088,0.00782195159752674,0.000374041518608566,0.000518288613174631,0.000561062277912848,0.000634711938190907,0.000935103796521414,0.000819256241769252,0.000935103796521414,0.000819256241769252,0.00355339442678137,0.00159493035401852,0.0046351603041587,1.32885491388849e-05,0.00224424911165139,0.00126835448742546,0.00239346449422047,9.55976413232239e-06,0.00456309815533633,0.000559883813176853
JP,JPN,Japan,2021-10-14,100373101.216509,4056,6244.1,115,8546,0,10109.9,5,2,5,5,4725,1262,430,4162,4223,347,283,3898,18,705732.641645187,15,1,1,14,12,315700.142293837,124,4654,49073.6795586899,225,197,0,0,0,5,4,1,0,4,2,4,1,0,4,2,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2320,1793,612,1269,2844,612,2917,1196,612,2694,1419,612,3882,231,612,2827,1286,612,3824,289,612,123,1375,524,2703,107,1317,588,2713,438,1171,405,2711,213,1360,436,2716,1232,730,39,2724,818,1112,74,2721,446,1358,199,2722,1710,252,21,2742,27,36,219,340,1542,2561,56,179,467,147,42,166,535,345,190,246,48,126,232,363,3,1580,27,37,234,410,1455,2562,23,119,580,1422,2581,125,463,676,886,2575,2021-10-14,4725,1,0.0936411149825784,0.00842617622392918,0.00105820105820106,0.000927046189715921,0.000423280423280423,0.000586501790614179,0.00105820105820106,0.000927046189715921,0.00105820105820106,0.000927046189715921,0.00380952380952381,0.00175652252524436,0.00703109332173456,1.63462702781914e-05,0.00253968253968254,0.00143510842706171,0.00314526639575335,1.09542859836471e-05,0.00252681276633642,0.000444181970149408
JP,JPN,Japan,2021-10-15,101160410.766093,4198,6847.9,191,8805,0,10771,6,4,7,7,4820,1344,453,4248,4339,345,242,4064,11,441526.370048869,10,1,1,8,6,252581.754670306,197,4764,50233.564550408,198,170,0,0,0,4,2,1,0,2,2,4,2,1,3,5,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,2,2,4,4,3,3,2,2,4,1,3,2,0,1,3,3,2,2,1,2,2,1,2,2329,1883,608,1224,2988,608,2948,1264,608,2742,1470,608,3919,293,608,2852,1360,608,3943,269,608,117,1394,548,2761,144,1326,572,2778,470,1190,375,2785,207,1401,421,2791,1264,704,46,2806,850,1076,89,2805,488,1342,184,2806,1726,251,22,2821,31,38,245,370,1573,2563,52,174,449,169,28,187,510,338,191,287,50,136,261,420,3,1565,30,44,252,418,1512,2564,21,158,610,1454,2577,164,461,654,964,2577,2021-10-15,4820,1,0.0963624760689215,0.008435368689165,0.0012448132780083,0.000995419632066969,0.000829875518672199,0.000812925540530749,0.00145228215767635,0.0010750644093222,0.00145228215767635,0.0010750644093222,0.00228215767634855,0.00134710443138667,0.00436461622392759,1.28459430273952e-05,0.0012448132780083,0.000995419632066969,0.0024968439012603,9.72513489599663e-06,0.00392168068826404,0.000546555100053491
JP,JPN,Japan,2021-10-16,100961075.065565,4827,8597.165,172,10243,0,11847,8,7,7,5,5547,1521,525,4876,5036,370,286,4697,25,626319.035382559,19,3,0,19,16,421540.013044409,182,5469,57667.3729064192,230,206,0,0,0,6,4,2,0,4,5,5,3,2,3,7,3,3,0,2,3,2,1,1,0,1,1,2,2,1,0,1,1,1,1,0,0,0,1,1,2,5,1,3,5,3,1,3,0,4,1,1,1,2,1,2,2,2,1,2,0,2,1,0,3000,1851,696,1340,3511,696,3193,1658,696,3120,1731,696,4491,360,696,3322,1529,696,4551,300,696,161,1636,628,3122,176,1563,672,3136,544,1408,448,3147,278,1595,535,3139,1528,809,58,3152,1036,1249,107,3155,542,1617,231,3157,2060,270,39,3178,28,53,256,388,1812,3010,60,167,583,219,33,204,591,364,227,339,46,169,292,512,3,1738,32,62,258,442,1737,3016,24,146,687,1658,3032,162,507,766,1085,3027,2021-10-16,5547,1,0.097204221440474,0.00790038626457844,0.00144222102037137,0.000998668883317474,0.00126194339282495,0.000934253523766963,0.00126194339282495,0.000934253523766963,0.000901388137732107,0.000789730852717044,0.00450694068866054,0.00176270261051409,0.00620356939519337,1.53158338535115e-05,0.00288444204074274,0.00141131079284176,0.00417527262631323,1.2577808549967e-05,0.00315603071246793,0.000457790958270918
JP,JPN,Japan,2021-10-17,99785490.3313086,4553,6863.53,222,9464,0,11220,2,1,4,3,5238,1511,474,4603,4710,331,293,4373,20,538266.727881526,16,3,1,15,10,327225.931710357,225,5175,54567.3166558273,231,213,0,0,0,2,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2942,1536,760,1191,3287,760,2923,1555,760,2909,1569,760,4080,398,760,3186,1292,760,4156,322,760,122,1473,618,3025,147,1439,623,3029,510,1281,405,3042,237,1475,483,3043,1345,781,57,3055,945,1149,92,3052,468,1478,241,3051,1839,292,38,3069,47,39,275,365,1722,2790,39,168,534,176,50,213,604,385,237,278,59,178,279,426,2,1610,53,55,267,424,1644,2795,24,170,657,1577,2810,157,516,789,964,2812,2021-10-17,5238,1,0.0933622217845184,0.00800289288673395,0.000381825124093165,0.000529071864314074,0.000190912562046583,0.000374146026104772,0.000763650248186331,0.000748077693059133,0.000572737686139748,0.000647916172260216,0.00381825124093165,0.00167019386888731,0.00539423844182524,1.43715942823247e-05,0.00190912562046583,0.00118213653373677,0.00327929371919603,1.12173763779272e-05,0.00412334734029792,0.000537662228302393
JP,JPN,Japan,2021-10-18,102179075.772112,4255,8032.62,180,8663,0,10339,4,5,6,7,4873,1451,438,4320,4376,361,247,4090,23,553858.338636304,16,4,1,14,17,384670.937118671,189,4820,50824.0514552826,206,179,0,0,0,3,3,0,1,2,3,3,0,1,2,4,1,0,1,0,0,2,1,1,1,1,2,1,1,0,1,0,0,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,2,3,1,1,0,1,0,0,2,1,1,1,1,2,1,2460,1746,667,1276,2930,667,2881,1325,667,2752,1454,667,3928,278,667,2940,1266,667,3918,288,667,137,1388,521,2827,140,1371,526,2836,503,1159,362,2849,230,1361,439,2843,1248,719,51,2855,876,1050,90,2857,478,1332,210,2853,1746,221,36,2870,31,38,254,346,1652,2552,52,170,492,144,42,185,542,345,195,230,50,140,263,407,3,1613,32,51,251,386,1597,2556,33,163,615,1486,2576,171,488,708,936,2570,2021-10-18,4873,1,0.0920554854981084,0.00821467456794597,0.000820849579314591,0.000804087585302554,0.00102606197414324,0.000898904927090569,0.00123127436897189,0.000984599865842944,0.00143648676380053,0.00106338014296319,0.0047198850810589,0.00192436859720999,0.00542046729676399,1.42365654517313e-05,0.00348861071208701,0.00165545459513878,0.00376467426634975,1.18744028143304e-05,0.0037187118025467,0.000529176680799773
JP,JPN,Japan,2021-10-19,101165754.50676,4293,7158,332,8842,0,10189,8,6,9,5,4875,1510,413,4337,4389,354,235,4109,30,698213.357718325,25,5,5,20,19,404522.278813126,335,4812,50739.6961831577,186,166,0,0,0,5,4,1,0,4,4,4,4,1,3,8,1,3,0,3,3,2,1,2,1,3,1,0,0,2,0,2,3,1,1,2,1,2,1,0,3,6,2,5,4,3,3,4,3,7,4,1,1,3,1,3,3,1,1,2,1,3,2,0,2358,1847,670,1261,2944,670,2884,1321,670,2681,1524,670,3945,260,670,2837,1368,670,3921,284,670,132,1386,547,2810,142,1375,540,2818,471,1210,367,2827,204,1428,413,2830,1278,710,49,2838,849,1101,89,2836,444,1397,197,2837,1743,249,28,2855,37,44,220,377,1654,2543,55,162,469,155,53,190,542,392,194,253,48,164,246,404,1,1547,29,51,242,414,1596,2543,41,136,626,1507,2565,195,464,689,966,2561,2021-10-19,4875,1,0.0869473684210526,0.00801267289101874,0.00164102564102564,0.00113621842509685,0.00123076923076923,0.000984196176320338,0.00184615384615385,0.00120501781614151,0.00102564102564103,0.000898536334894968,0.00615384615384615,0.00219529899722872,0.00690167696689963,1.61326149015893e-05,0.0038974358974359,0.00174905030474358,0.00399860882553984,1.22974697006929e-05,0.00660232569762999,0.000704667434617406
JP,JPN,Japan,2021-10-20,101773567.632797,4116,6984.3,240,8454,0,9945,2,3,2,3,4737,1426,431,4175,4279,309,221,4017,12,250507.560969743,11,0,4,7,6,181242.737534774,243,4672,49263.478920971,194,171,0,0,0,3,2,1,1,1,2,1,1,1,0,2,0,1,0,1,2,1,2,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,2,1,2,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,2311,1796,630,1209,2898,630,2857,1250,630,2657,1450,630,3826,281,630,2800,1307,630,3853,254,630,107,1349,548,2733,126,1316,548,2747,459,1123,387,2768,205,1338,438,2756,1249,663,54,2771,832,1044,94,2767,412,1349,207,2769,1713,211,28,2785,26,37,258,349,1566,2501,51,150,479,159,39,183,572,344,189,219,31,144,245,390,2,1540,24,58,260,392,1501,2502,34,148,632,1402,2521,166,432,698,924,2517,2021-10-20,4737,1,0.093573599652627,0.00841064041190248,0.000422208148617268,0.000585016349384793,0.000633312222925903,0.000716420110061552,0.000422208148617268,0.000585016349384793,0.000633312222925903,0.000716420110061552,0.00253324889170361,0.00143147755674293,0.00246142064974654,9.6269421460724e-06,0.00126662444585181,0.00101284995501666,0.00178084292169755,8.191366335865e-06,0.0049326601637254,0.000618660496748449
JP,JPN,Japan,2021-10-21,100800381.871065,3722,5837.8,222,7629,0,9448,3,2,1,5,4271,1323,480,3663,3881,310,200,3641,15,292179.556945415,10,2,2,8,10,228155.165385956,227,4223,44529.0392729582,178,163,0,0,0,3,3,0,1,2,2,3,0,1,2,2,1,2,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,1,0,0,0,1,1,2134,1550,587,1099,2585,587,2596,1088,587,2410,1274,587,3447,237,587,2484,1200,587,3438,246,587,115,1176,528,2452,113,1181,520,2457,419,1009,370,2473,207,1189,404,2471,1143,599,48,2481,754,959,87,2471,430,1180,174,2487,1538,214,15,2504,28,24,204,343,1399,2273,47,121,429,135,42,151,449,290,176,221,30,150,260,314,4,1452,35,39,187,355,1380,2275,19,142,546,1283,2281,135,401,637,817,2281,2021-10-21,4271,1,0.115858073859522,0.00974573883627305,0.000702411613205338,0.000794559759857054,0.000468274408803559,0.000648831325078901,0.000234137204401779,0.000458846762084696,0.0011706860220089,0.00102553187073942,0.00351205806602669,0.00177419018784307,0.00289859573467831,1.04949528228596e-05,0.00234137204401779,0.00144947090074798,0.00226343552624425,9.27703105808489e-06,0.00509779693670269,0.000661466555548634
JP,JPN,Japan,2021-10-22,100346712.451323,3735,6209.1,189,7294.3,0,9454.1,3,2,4,4,4366,1343,513,3726,3960,317,196,3719,27,660732.723406583,23,2,0,23,19,542450.460253449,197,4304,45383.1364032233,181,160,0,0,0,2,2,0,0,2,1,2,1,0,2,2,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,2,1,2,1,2,1,2,0,1,2,1,0,1,1,1,1,1,1,1,0,0,1,0,2081,1701,584,1090,2692,584,2602,1180,584,2403,1379,584,3520,262,584,2480,1302,584,3561,221,584,114,1284,486,2482,133,1205,540,2488,450,1066,358,2492,205,1261,406,2494,1184,631,46,2505,806,978,81,2501,426,1223,208,2509,1581,238,23,2524,26,24,210,312,1424,2370,49,137,430,144,41,179,511,297,181,219,40,138,227,371,3,1399,27,40,209,355,1363,2372,24,137,500,1320,2385,140,407,612,823,2384,2021-10-22,4366,1,0.121019108280255,0.00981822711576822,0.000687127805771874,0.000777276840534553,0.000458085203847916,0.000634716608781855,0.000916170407695831,0.000897419124279877,0.000916170407695831,0.000897419124279877,0.00618415025194686,0.00232540820822351,0.00658449795978214,1.58242566035642e-05,0.0043518094365552,0.00195251381106179,0.00540576215206436,1.43465657390135e-05,0.0043408194235339,0.000604842150631712
JP,JPN,Japan,2021-10-23,99803281.4540326,4030,6521.96,251,8162,0,9726,5,4,4,1,4669,1451,555,3974,4238,342,189,4004,12,396073.749744571,9,1,0,9,9,309330.630566637,258,4612,48630.8143800339,186,170,0,0,0,4,2,1,1,1,4,2,2,1,1,5,1,1,1,2,2,1,2,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,2,1,2,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2446,1655,568,1037,3064,568,2647,1454,568,2616,1485,568,3746,355,568,2764,1337,568,3847,254,568,119,1343,497,2710,148,1319,489,2713,448,1118,384,2719,222,1323,403,2721,1194,701,45,2729,846,1016,77,2730,480,1279,175,2735,1650,240,30,2749,33,27,221,367,1556,2465,49,125,471,175,35,188,542,314,202,256,39,137,299,420,4,1413,32,49,236,356,1527,2469,28,136,590,1427,2488,131,404,743,905,2486,2021-10-23,4669,1,0.122543607860455,0.00955003653286152,0.00107089312486614,0.00093815922454185,0.000856714499892911,0.000839205071691473,0.000856714499892911,0.000839205071691473,0.000214178624973228,0.000419737434590854,0.00257014349967873,0.00145229894580229,0.00396854436020719,1.23346783028093e-05,0.00192760762475905,0.00125813282453105,0.00309940340698225,1.09053764437132e-05,0.00530527821277708,0.000645641307461526
JP,JPN,Japan,2021-10-24,102412269.385762,4324,7387,151,8858,0,10979,2,2,3,2,4943,1558,578,4223,4524,352,180,4302,19,459249.44025066,16,2,1,15,11,290293.538103333,156,4901,51678.1485855478,213,190,0,0,0,3,2,1,0,2,2,1,1,0,1,2,0,0,1,1,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,2888,1434,621,1101,3221,621,2743,1579,621,2794,1528,621,3933,389,621,3060,1262,621,4031,291,621,155,1385,591,2812,169,1331,620,2823,496,1207,406,2834,232,1398,474,2839,1297,742,58,2846,890,1110,95,2848,493,1402,195,2853,1770,265,37,2871,24,38,241,352,1672,2616,70,163,470,157,42,200,548,317,226,304,50,152,261,420,2,1561,28,60,257,386,1599,2613,24,147,633,1501,2638,144,488,730,948,2633,2021-10-24,4943,1,0.12039158508644,0.00920502541635437,0.000404612583451345,0.000560640671219714,0.000404612583451345,0.000560640671219714,0.000606918875177018,0.000686572299162887,0.000404612583451345,0.000560640671219714,0.00384381954278778,0.00172503534494401,0.00448432051164476,1.29403037651626e-05,0.0022253692089824,0.00131362090701138,0.00283455820132126,1.02967079516323e-05,0.00301868399448866,0.000472984548760813
JP,JPN,Japan,2021-10-25,99792460.3892555,4184,8021.2,169,8450.11,0,10379,0,0,1,0,4813,1530,598,4096,4377,351,170,4170,24,548284.150671154,18,5,2,16,13,318021.691468803,174,4751,50096.4872332049,182,167,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,1726,593,1147,3073,593,2853,1367,593,2698,1522,593,3928,292,593,2855,1365,593,3958,262,593,144,1369,562,2738,151,1344,571,2747,478,1149,431,2755,227,1377,454,2755,1284,715,49,2765,870,1098,85,2760,502,1324,221,2766,1758,238,31,2786,32,37,197,353,1626,2568,60,153,524,125,45,179,560,304,198,257,60,153,254,359,1,1581,33,43,223,389,1555,2570,27,140,587,1472,2587,153,464,686,925,2585,2021-10-25,4813,1,0.127396676608436,0.00953814738864392,0,0,0,0,0.000207770621234158,0.000407180627985768,0,0,0.00498649490961978,0.00198999661595869,0.00549424423982022,1.45029669444468e-05,0.00270101807604405,0.00146627892801902,0.00318683085103135,1.10582299275928e-05,0.00347329742283146,0.000515181087071439
JP,JPN,Japan,2021-10-26,100966243.721615,3980,6929,182,7683,0,9580.2,7,5,5,6,4647,1470,554,3959,4228,322,155,4025,24,447872.726698279,21,2,4,14,19,350694.590212553,190,4569,48177.4047923623,203,178,0,0,0,7,4,2,0,4,5,4,2,0,4,6,0,2,0,2,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4,1,4,4,2,0,1,1,2,3,1,0,1,0,2,2,0,0,0,0,1,2,0,2256,1766,625,1178,2844,625,2728,1294,625,2540,1482,625,3763,259,625,2697,1325,625,3781,241,625,127,1381,510,2629,139,1327,540,2641,474,1127,391,2655,203,1363,431,2650,1265,669,49,2664,884,1028,73,2662,457,1326,203,2661,1704,241,28,2674,32,45,203,316,1496,2555,58,144,449,158,44,183,513,319,204,248,42,137,249,340,2,1557,34,51,212,342,1454,2554,25,114,532,1398,2578,128,410,633,904,2572,2021-10-26,4647,1,0.122756481276313,0.0095740948121453,0.00150634818162255,0.00111505706205262,0.00107596298687325,0.000942598300795694,0.00107596298687325,0.000942598300795694,0.0012911555842479,0.00103245347822447,0.00516462233699161,0.00206089872176089,0.00443586599035176,1.29623523124465e-05,0.00408865935011836,0.00183468942579402,0.00347338454206033,1.14757446516267e-05,0.0039437574692716,0.000559658907666799
JP,JPN,Japan,2021-10-27,101981245.367467,3964,7787.4,178,7840,0,9621,4,2,4,4,4575,1431,504,3930,4147,333,153,3957,22,573491.634076435,15,5,2,12,14,415954.664757004,182,4506,47513.1070243783,195,172,0,0,0,4,2,2,0,1,2,2,2,0,1,2,1,0,1,1,2,0,2,1,1,2,1,1,1,0,1,1,2,0,2,1,1,2,1,1,1,0,1,1,2,0,2,1,1,2,1,1,1,0,1,1,2,0,2,1,1,2,1,1,2215,1705,655,1139,2781,655,2634,1286,655,2519,1401,655,3697,223,655,2608,1312,655,3685,235,655,111,1302,550,2612,117,1263,577,2618,452,1096,402,2625,210,1276,451,2638,1220,650,62,2643,854,993,85,2643,441,1286,207,2641,1670,223,23,2659,39,43,179,295,1559,2460,49,159,449,142,38,149,540,323,193,242,56,142,245,372,4,1472,36,62,188,355,1468,2466,31,132,566,1364,2482,152,443,601,904,2475,2021-10-27,4575,1,0.113667117726658,0.00934256442279973,0.000874316939890711,0.000856440210850086,0.000437158469945355,0.000605727152541065,0.000874316939890711,0.000856440210850086,0.000874316939890711,0.000856440210850086,0.00480874316939891,0.00200457176539693,0.00562350098795111,1.45133192706205e-05,0.00306010928961749,0.00160049933257937,0.00407873686243195,1.23698172022123e-05,0.00383052196326833,0.000555439766149532
JP,JPN,Japan,2021-10-28,100189931.198163,3922,7958.87,243,7908,0,9337,4,4,6,5,4497,1415,506,3874,4082,338,128,3911,22,561979.779846002,18,2,1,17,15,343994.018660342,248,4441,46827.7204383631,214,201,0,0,0,3,2,1,0,2,3,2,2,0,2,4,1,0,1,1,1,2,0,2,1,1,2,0,0,0,1,1,1,1,0,1,1,0,2,0,2,1,2,2,1,3,1,3,2,2,3,1,0,0,1,1,1,1,0,1,1,0,2,0,2212,1657,628,1163,2706,628,2627,1242,628,2459,1410,628,3618,251,628,2572,1297,628,3604,265,628,107,1336,560,2494,141,1296,555,2505,467,1125,386,2519,198,1326,456,2517,1264,673,35,2525,883,1019,75,2520,446,1323,207,2521,1674,254,31,2538,27,31,222,291,1468,2458,52,165,428,132,37,141,552,316,186,226,45,122,257,356,0,1482,29,48,223,333,1402,2462,25,140,546,1310,2476,145,425,638,815,2474,2021-10-28,4497,1,0.115525114155251,0.00946655564124272,0.00088948187680676,0.000871288465375596,0.00088948187680676,0.000871288465375596,0.00133422281521014,0.00106686854889986,0.00111185234600845,0.000974021706952788,0.00489215032243718,0.0020392553948432,0.00560914428351564,1.46238902314885e-05,0.00333555703802535,0.0016851761938092,0.00343341905265874,1.14538797132825e-05,0.00529600838303521,0.000657382055241842
