ISO2,country_name,ISO3,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,start_vacc,prev_omicron,prev_omicron_error,prev_omicron_low,prev_omicron_high,num_sequences_total,count_1,vaccinated_1,unvaccinated_1,vac1dose_1,vac2doses_1,count_2,vaccinated_2,unvaccinated_2,vac1dose_2,vac2doses_2,pos_RF_1,pos_RF_vaccinated_1,pos_RF_unvaccinated_1,pos_RF_vac1dose_1,pos_RF_vac2doses_1,pos_RF_2,pos_RF_vaccinated_2,pos_RF_unvaccinated_2,pos_RF_vac1dose_2,pos_RF_vac2doses_2,p_pos_RF_1,p_pos_RF_1_error,p_pos_RF_2,p_pos_RF_2_error,PV_pos_RF_1,PV_pos_RF_1_error,PV_pos_RF_2,PV_pos_RF_2_error,PU_pos_RF_1,PU_pos_RF_1_error,PU_pos_RF_2,PU_pos_RF_2_error,PV1D_pos_RF_1,PV1D_pos_RF_1_error,PV1D_pos_RF_2,PV1D_pos_RF_2_error,PV2D_pos_RF_1,PV2D_pos_RF_1_error,PV2D_pos_RF_2,PV2D_pos_RF_2_error,RR_pos_RF_1,RR_pos_RF_1_low,RR_pos_RF_1_high,RR_pos_RF_2,RR_pos_RF_2_low,RR_pos_RF_2_high,RR_pos_RF_vac1dose_1,RR_pos_RF_vac1dose_1_low,RR_pos_RF_vac1dose_1_high,RR_pos_RF_vac1dose_2,RR_pos_RF_vac1dose_2_low,RR_pos_RF_vac1dose_2_high,RR_pos_RF_vac2doses_1,RR_pos_RF_vac2doses_1_low,RR_pos_RF_vac2doses_1_high,RR_pos_RF_vac2doses_2,RR_pos_RF_vac2doses_2_low,RR_pos_RF_vac2doses_2_high,efficacy_RF_1,efficacy_RF_1_low,efficacy_RF_1_high,efficacy_RF_2,efficacy_RF_2_low,efficacy_RF_2_high,efficacy_RF_vac1dose_1,efficacy_RF_vac1dose_1_low,efficacy_RF_vac1dose_1_high,efficacy_RF_vac1dose_2,efficacy_RF_vac1dose_2_low,efficacy_RF_vac1dose_2_high,efficacy_RF_vac2doses_1,efficacy_RF_vac2doses_1_low,efficacy_RF_vac2doses_1_high,efficacy_RF_vac2doses_2,efficacy_RF_vac2doses_2_low,efficacy_RF_vac2doses_2_high
NL,Netherlands,NLD,162.18,77.54,71.18,18.5,18636,0.297539149888143,0.0299683238354786,0.267570826052665,0.327507473723622,894,27505,23001,3804,2175,20397,30803,26621,3380,2025,24087,487,367,95,60,299,1441,1179,210,106,1046,0.0177058716596982,0.00155855343399121,0.0467811576794468,0.00235821487695557,0.0159558280074779,0.00161935364048188,0.0442883437887382,0.00247140584557108,0.0249737118822292,0.00495881090880848,0.0621301775147929,0.00813789944196247,0.0275862068965517,0.00688319399989555,0.0523456790123457,0.00970065299746706,0.0146590184831103,0.00164934178728824,0.0434259143936563,0.00257389322240715,0.638904944636274,0.511199925068694,0.79851249631116,0.712831438123501,0.618237069922518,0.821899371451312,,,,0.842516166960611,0.671462580309148,1,0.586977961155278,0.46720301519633,0.737459125209674,0.698950431669326,0.605353173402506,0.807019319292321,0.361095055363726,0.20148750368884,0.488800074931306,0.287168561876499,0.178100628548688,0.381762930077482,,,,0.157483833039389,0,0.328537419690852,0.413022038844722,0.262540874790326,0.532796984803671,0.301049568330674,0.192980680707679,0.394646826597494
NO,Norway,NOR,178.69,78.41,71.76,28.52,18604,0.253731343283582,0.104194633125232,0.14953671015835,0.357925976408814,67,16746,15536,935,389,14980,21862,20404,1010,304,19724,147,127,15,10,116,569,516,39,17,495,0.00877821569329989,0.00141280131528834,0.026026895983899,0.00211051195381372,0.0081745623069001,0.00141588623693249,0.0252891589884336,0.00215424714074156,0.0160427807486631,0.00805323213628327,0.0386138613861386,0.0118825034432231,0.025706940874036,0.01572690610888,0.055921052631579,0.0258287342967441,0.00774365821094793,0.00140370941848817,0.0250963293449605,0.00218291361406176,,,,0.654924373803025,0.475906132724093,0.901282639385433,,,,,,,,,,0.649930580472053,0.47204880402099,0.89484340567031,,,,0.345075626196975,0.0987173606145675,0.524093867275907,,,,,,,,,,0.350069419527947,0.10515659432969,0.52795119597901
PL,Poland,POL,124.32,57.34,55.68,18.16,18624,0.0301507537688442,0.00897994622755314,0.0211708075412911,0.0391306999963974,1393,30295,23924,5318,2327,21236,38001,30578,6105,2499,27603,1039,676,298,90,572,2504,1614,749,173,1416,0.0342960884634428,0.00204930643233835,0.0658930028157154,0.00249441403055864,0.0282561444574486,0.00209973045242073,0.0527830466348355,0.0025061987620891,0.0560361037984205,0.00618138198545766,0.122686322686323,0.00822963893707281,0.0386764073914912,0.00783443646415099,0.0692276910764306,0.00995237229496226,0.0269353927293276,0.00217743012427287,0.0512987718726225,0.00260248457233969,0.504248913505744,0.441449810163521,0.575981597268188,0.430227636456169,0.396284216959894,0.467078453415657,0.690205149355538,0.548033557387349,0.869259084184499,0.564265759708423,0.481488929740199,0.661273453890462,0.480679256827396,0.419238456918284,0.551124411731086,0.418129509055221,0.384401827115141,0.454816481115195,0.495751086494257,0.424018402731812,0.55855018983648,0.569772363543831,0.532921546584344,0.603715783040106,0.309794850644463,0.130740915815501,0.451966442612651,0.435734240291577,0.338726546109538,0.518511070259801,0.519320743172604,0.448875588268914,0.580761543081716,0.581870490944779,0.545183518884805,0.615598172884859
PT,Portugal,PRT,190.72,91.47,89.53,29.44,18623,0.231372549019608,0.0365996442484207,0.194772904771187,0.267972193268029,510,22758,21017,1299,3470,17180,29352,27340,1368,3172,23631,170,142,17,28,112,821,742,55,98,632,0.00746990069426136,0.00111869140561622,0.0279708367402562,0.00188634714174154,0.00675643526668887,0.00110751449505813,0.0271397220190198,0.00192609085464151,0.0130869899923018,0.006180204382864,0.0402046783625731,0.0104095667103405,0.00806916426512968,0.00297672234473353,0.0308953341740227,0.00602161926514846,0.00651920838183935,0.00120341017781187,0.0267445304896111,0.00205701735810709,,,,0.67503890403671,0.516102633092866,0.882920358751761,,,,0.768451220910237,0.555741258581644,1,,,,0.665209412905236,0.507758036165032,0.871485100186393,,,,0.324961095963291,0.117079641248239,0.483897366907134,,,,0.231548779089763,0,0.444258741418356,,,,0.334790587094764,0.128514899813607,0.492241963834968
RO,Romania,ROU,82.86,28.64,40.87,0,18623,0.036144578313253,0.0401547173562438,0,0.0762992956694968,83,45123,32558,11038,4477,27594,24638,19022,4917,2451,16192,2579,1335,1109,158,1158,448,239,175,42,186,0.0571548877512577,0.00214188413055719,0.018183294098547,0.00166838722545558,0.0410037471589164,0.00215396905715512,0.0125643991168121,0.00158287002446408,0.100471099836927,0.00560829739048815,0.0355908074028879,0.00517842365357892,0.0352914898369444,0.005404899151004,0.0171358629130967,0.00513778787326475,0.0419656447053707,0.00236580122525108,0.0114871541501976,0.00164132742677007,0.408114843228241,0.378001276257641,0.440627415103456,0.353023716899229,0.291218768922591,0.427945441684339,0.351260112552022,0.298425793353091,0.4134483996297,0.481468788249694,0.345010842717075,0.671898286537984,0.41768871619286,0.385831922211405,0.452175814367292,0.322756211180124,0.263215100396979,0.395765940853082,0.591885156771759,0.559372584896544,0.621998723742359,0.646976283100771,0.572054558315662,0.70878123107741,0.648739887447978,0.5865516003703,0.701574206646909,0.518531211750306,0.328101713462016,0.654989157282925,0.58231128380714,0.547824185632708,0.614168077788595,0.677243788819876,0.604234059146918,0.736784899603021
RU,Russia,RUS,100.31,50.6,45.76,5.06,18611,0.288461538461538,0.0710933435512804,0.217368194910258,0.359554882012819,156,35186,21680,12301,2845,18573,30037,19884,9001,2819,16779,1550,727,752,79,633,775,401,318,70,323,0.0440516114363667,0.00214418011695908,0.025801511469188,0.00179294147433966,0.0335332103321033,0.00239634578835226,0.0201669684168175,0.00195385603605864,0.0611332411999025,0.00423368531472357,0.0353294078435729,0.00381382190629161,0.027768014059754,0.00603759974242249,0.0248315005321036,0.00574436288011088,0.0340817315457923,0.00260938449386669,0.0192502532928065,0.00207903777574902,0.548526622732983,0.496569194061121,0.605920503014163,0.570826675219417,0.4937526352593,0.659931856304795,0.454221198070523,0.361546887358848,0.570650457769934,0.702856403425989,0.54450181552256,0.907264419977767,0.557499175192541,0.502815907355718,0.618129470037796,0.544879024806765,0.467717019636852,0.634770896096291,0.451473377267018,0.394079496985837,0.50343080593888,0.429173324780583,0.340068143695205,0.5062473647407,0.545778801929477,0.429349542230066,0.638453112641152,0.297143596574011,0.0927355800222334,0.45549818447744,0.442500824807459,0.381870529962204,0.497184092644282,0.455120975193235,0.365229103903709,0.532282980363148
SK,Slovakia,SVK,111.1,50.14,47.61,16.34,18638,0.1,0.0657391905432436,0.0342608094567564,0.165739190543244,80,9567,7382,1987,306,6989,11323,8841,2208,487,8215,276,174,89,14,157,635,397,216,36,360,0.0288491690185011,0.00335405516396678,0.056080544025435,0.00423780447521992,0.0235708480086697,0.00346074055943917,0.0449044225766316,0.00431683422160548,0.0447911424257675,0.00909482606410167,0.0978260869565217,0.0123914186494675,0.0457516339869281,0.0234110770798164,0.0739219712525667,0.0232377551056733,0.0224638717985406,0.00347415575748441,0.0438222763237979,0.00442650627729045,0.526239044867717,0.409601182161262,0.676090656970464,0.459022986338901,0.391538220932788,0.538139294512584,,,,,,,0.501524868131462,0.388546668416979,0.647353879983208,0.44796104686549,0.380960012405784,0.526745834140411,0.473760955132284,0.323909343029536,0.590398817838738,0.540977013661099,0.461860705487416,0.608461779067212,,,,,,,0.498475131868538,0.352646120016792,0.611453331583021,0.55203895313451,0.473254165859589,0.619039987594216
ZA,South Africa,ZAF,46.47,31.49,26.37,0,18676,0.884057971014493,0.0755412846114874,0.808516686403005,0.95959925562598,69,18308,12805,4149,5009,7624,19492,14753,4006,4138,10423,695,388,249,214,167,2348,1672,599,564,1093,0.0379615468647586,0.00276818942502242,0.120459675764416,0.00456949926977822,0.0303006638032019,0.00296895024920765,0.113332881447841,0.00511524202301234,0.0600144613159798,0.00722711417530377,0.149525711432851,0.0110428494551823,0.0427230984228389,0.00560044757107887,0.136297728371194,0.0104539203688486,0.0219045120671563,0.00328559528562762,0.104864242540535,0.00588179504580578,0.504889373973834,0.432287147493682,0.589685077221537,0.757949120333976,0.695105601996833,0.826474232641367,0.711880061672123,0.595800112904749,0.850575908311927,0.911533722629386,0.819466450537246,1,0.364987231191292,0.301119468583039,0.442401414825654,0.701312446773597,0.639199129367083,0.769461542425088,0.495110626026166,0.410314922778463,0.567712852506318,0.242050879666024,0.173525767358633,0.304894398003167,0.288119938327877,0.149424091688073,0.404199887095251,0.0884662773706138,0,0.180533549462754,0.635012768808708,0.557598585174346,0.698880531416961,0.298687553226403,0.230538457574912,0.360800870632917
ES,Spain,ESP,178.69,84.85,81.01,29.4,18631,0.464717741935484,0.0310368977907783,0.433680844144706,0.495754639726262,992,33455,30652,2035,3814,26453,51568,47444,2625,3574,43223,468,375,65,80,290,2776,2479,186,177,2277,0.013988940367658,0.00125849320925472,0.0538318336953149,0.00194787776356149,0.0122341119665927,0.00123064253029494,0.0522510749515218,0.00200240401512399,0.0319410319410319,0.00763996311906957,0.0708571428571429,0.00981559208337805,0.0209753539590981,0.00454788221323716,0.0495243424734191,0.00711296506001862,0.0109628397535251,0.0012548114203849,0.0526802859588645,0.00210602240460182,0.383021813107941,0.295482978971554,0.496494619849551,0.737414364235187,0.638690685190423,0.851397957085061,0.656689927796378,0.47550459092662,0.906913770125432,0.69893225264906,0.572498176967219,0.853288819854289,0.343221213821902,0.263277721358865,0.447439308610581,0.743471777645265,0.643647428371487,0.85877805113514,0.616978186892059,0.503505380150449,0.704517021028446,0.262585635764813,0.148602042914939,0.361309314809577,0.343310072203622,0.0930862298745684,0.52449540907338,0.30106774735094,0.146711180145711,0.427501823032781,0.656778786178098,0.552560691389419,0.736722278641135,0.256528222354735,0.14122194886486,0.356352571628513
SE,Sweden,SWE,172.96,76.14,72.68,0,18630,0.342541436464088,0.0261306693269667,0.316410767137122,0.368672105791055,1267,53564,49564,3001,699,48380,57823,53544,3200,443,52348,297,234,48,8,225,1037,899,103,16,878,0.00554476887461728,0.000628848359969298,0.0179340400878543,0.00108170086744963,0.00472116859010572,0.000603478851288681,0.0167899297773794,0.00108827908776736,0.0159946684438521,0.00448850217589884,0.0321875,0.00611522355993544,0.011444921316166,0.00788526593225261,0.036117381489842,0.0173746646316245,0.00465068210004134,0.000606263256046814,0.0167723695270115,0.00110007499329036,,,,0.521628886287514,0.4267576883804,0.63759061035829,,,,,,,,,,0.521083325111038,0.426204647892138,0.637083225280764,,,,0.478371113712486,0.36240938964171,0.5732423116196,,,,,,,,,,0.478916674888962,0.362916774719236,0.573795352107862
CH,Switzerland,CHE,158.91,68.56,66.88,24.99,18617,0.386466165413534,0.0261696110817517,0.360296554331782,0.412635776495286,1330,14863,11585,2906,886,10541,16755,13742,2617,676,12824,170,102,61,10,90,639,445,175,21,418,0.011437798560183,0.00170949594244436,0.0381378692927484,0.002900083491958,0.00880448856279672,0.00170110766758636,0.0323824770775724,0.00295957952815284,0.0209910529938059,0.00521207587022897,0.0668704623614826,0.00957049412963804,0.0112866817155756,0.00695583964091383,0.0310650887573965,0.0130785122791756,0.00853808936533536,0.00175640857862148,0.0325951341235184,0.00307338421437216,,,,0.484256814354326,0.408627080631618,0.573884290503028,,,,,,,,,,0.487436948578558,0.410663006803915,0.578563870869975,,,,0.515743185645674,0.426115709496972,0.591372919368382,,,,,,,,,,0.512563051421442,0.421436129130025,0.589336993196085
TR,Turkey,TUR,154.8,66.92,60.68,27.19,18641,0.0960532572515454,0.0125937748609041,0.0834594823906413,0.10864703211245,2103,27159,23033,3238,1473,21015,22854,19844,2307,729,18561,1479,1125,288,136,962,1143,897,181,57,818,0.0544570860488236,0.00269872744128679,0.0500131268049357,0.00282597154984961,0.0488429644423219,0.00278355596184567,0.0452025801249748,0.00289048495063603,0.0889437924644843,0.00980483018427601,0.0784568703944517,0.0109722985693967,0.0923285811269518,0.0147835634149207,0.0781893004115226,0.0194885201701037,0.045776826076612,0.00282573357861107,0.0440709013522978,0.00295281482767578,0.549144162723049,0.485056192105464,0.621699746051757,0.576145593084624,0.494023632901786,0.671918755143491,,,,,,,0.514671398736352,0.453586551959845,0.583982588400643,0.561721378009675,0.481031661734489,0.655946233092758,0.450855837276951,0.378300253948243,0.514943807894536,0.423854406915376,0.328081244856509,0.505976367098214,,,,,,,0.485328601263648,0.416017411599357,0.546413448040155,0.438278621990326,0.344053766907242,0.518968338265511
